Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Moadto ko sa merkado ugma.
Grammar Core (Sentence Structures & Tenses),Nagtuon siya kagabii.
Grammar Core (Sentence Structures & Tenses),Naa sa balay ang bata karon.
Grammar Core (Sentence Structures & Tenses),"Kung muulan, magdala kog payong."
Grammar Core (Sentence Structures & Tenses),Wala siya motubag sa tawag.
Grammar Core (Sentence Structures & Tenses),Gitabangan sa mga silingan ang biktima.
Grammar Core (Sentence Structures & Tenses),Makadungog ba ka sa iyang tingog?
Grammar Core (Sentence Structures & Tenses),"Kung wala pa siya molakaw, magkauban unta mi."
Grammar Core (Sentence Structures & Tenses),Gibasa ni Juan ang libro sa sala.
Grammar Core (Sentence Structures & Tenses),Mahuman ko sa trabaho kung ako magdali.
Conversational Data (Real-Life Dialogues & Exchanges),"Kumusta, asa ka paingon?"
Conversational Data (Real-Life Dialogues & Exchanges),Nagkaon na ka?
Conversational Data (Real-Life Dialogues & Exchanges),Pwede ko manghulam og lapis?
Conversational Data (Real-Life Dialogues & Exchanges),Unsa'y imong plano karong weekend?
Conversational Data (Real-Life Dialogues & Exchanges),Dugay na ta wala magkita!
Conversational Data (Real-Life Dialogues & Exchanges),Adto ta sa baybayon sunod semana?
Conversational Data (Real-Life Dialogues & Exchanges),"Wala ko kahibalo ana, sorry ha."
Conversational Data (Real-Life Dialogues & Exchanges),"Sige, kita nalang ta unya sa mall."
Conversational Data (Real-Life Dialogues & Exchanges),Ganahan ko sa imong gisulti ganina.
Conversational Data (Real-Life Dialogues & Exchanges),"Salamat sa imong tabang, ha."
Code-Switching & Multilingualism,Mo-join ko sa meeting unya after lunch.
Code-Switching & Multilingualism,Okay ra nimo kung mag-meet ta sa Ayala?
Code-Switching & Multilingualism,Mopalit ko og snacks para sa party later.
Code-Switching & Multilingualism,Try nako mu-call balik in 10 minutes.
Code-Switching & Multilingualism,"Wala koy load, can you text her instead?"
Code-Switching & Multilingualism,"Naa siya sa room, nag-online class pa."
Code-Switching & Multilingualism,"Wait lang, mag-change clothes lang ko."
Code-Switching & Multilingualism,Nag-study siya for the exam tomorrow.
Code-Switching & Multilingualism,"Sure, I'll bring the documents with me."
Code-Switching & Multilingualism,Pwede ra ko maka-ride with you?
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Gikinahanglan nato ang pirma sa kontrata karon.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang pasyente gireseta og antibiotics sulod sa pito ka adlaw.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Aprobado na ang budget sa proyekto human sa miting.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Palihug ipasa ang dokumento sa accounting department.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang korte mopagawas og desisyon sa sunod semana.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Siguroha nga kompleto ang tanang rekisitos.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang seminar magsugod alas nuwebe sa buntag.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Gipahigayon ang evaluasyon matag katapusan sa bulan.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang aplikasyon kinahanglan og pormal nga sulat.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Pagsunod sa protocol importante sa matag operasyon.
"Idioms, Proverbs & Cultural Expressions","Ang tawo nga magtanom, siya usab ang mo-ani."
"Idioms, Proverbs & Cultural Expressions","Dili tanan nga mokatawa, malipayon."
"Idioms, Proverbs & Cultural Expressions","Bisan asa ka paingon, ayaw kalimot sa inyong giikan."
"Idioms, Proverbs & Cultural Expressions","Nagpalupad siya og daplin, dili moangkon."
"Idioms, Proverbs & Cultural Expressions","Ang walay pag-ampo, walay kalinaw."
"Idioms, Proverbs & Cultural Expressions","Murag itik sa tubig, kalma lang bisan gubot na."
"Idioms, Proverbs & Cultural Expressions","Ang butang nga dili imong pinangga, sayon buhian."
"Idioms, Proverbs & Cultural Expressions",Ayaw paghimo og desisyon kung init pa ang ulo.
"Idioms, Proverbs & Cultural Expressions","Ang babaye nga hilumon, kasagaran mao’y tinud-anay."
"Idioms, Proverbs & Cultural Expressions",Maayo pang way panudlanan kay way kasikas.
Question-Answer Pairs (FAQ & Contextual Understanding),Q: Asa dapit ang terminal? A: Duol ra sa merkado.
Question-Answer Pairs (FAQ & Contextual Understanding),Q: Unsa'y oras ang klase? A: Alas otso magsugod.
Question-Answer Pairs (FAQ & Contextual Understanding),Q: Kinsa imong kuyog? A: Ako rang igsoon.
Question-Answer Pairs (FAQ & Contextual Understanding),Q: Ngano ka wala miadto? A: Naay akong gibati.
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Pwede ba ko mokaon diri? A: Oo, pwede ra."
