Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Taimai anapok yanure tainma.
Grammar Core (Sentence Structures & Tenses),"Taimai anapok yanure tainma, pia irian waimak."
Grammar Core (Sentence Structures & Tenses),Taimai anapok yano wa’kai.
Grammar Core (Sentence Structures & Tenses),Taimai anapok yano wairam.
Grammar Core (Sentence Structures & Tenses),Taimai anapok yano waimak maru.
Grammar Core (Sentence Structures & Tenses),Taimai anapok yano waimak makunai.
Grammar Core (Sentence Structures & Tenses),Taimai anapok yano waimak paiwe.
Grammar Core (Sentence Structures & Tenses),Taimai anapok yano waimak nankura.
Grammar Core (Sentence Structures & Tenses),Taimai anapok yano waimak toshorai.
Grammar Core (Sentence Structures & Tenses),Taimai anapok yano waimak shiwari.
Conversational Data (Real-Life Dialogues & Exchanges),"Mai, ne’roka yanure? – Wai, ne’roka taishan."
Conversational Data (Real-Life Dialogues & Exchanges),"Kapo, piakana shiman? – Waira, aiyein."
Conversational Data (Real-Life Dialogues & Exchanges),"Wai, nankura shiro? – Maru, toin yano."
Conversational Data (Real-Life Dialogues & Exchanges),"Ai, ne’roka paiwe? – Irantorai."
Conversational Data (Real-Life Dialogues & Exchanges),"Waira, anapok waimak paiwe? – Aiyen, tanak."
Conversational Data (Real-Life Dialogues & Exchanges),"Yano waimak? – Waimak, paiwe."
Conversational Data (Real-Life Dialogues & Exchanges),"Maru, shiro toin? – Toi, shiwari."
Conversational Data (Real-Life Dialogues & Exchanges),"Waira, tainma roka? – Tainma shiro."
Conversational Data (Real-Life Dialogues & Exchanges),"Ai, anapok? – Anapok paiwe."
Conversational Data (Real-Life Dialogues & Exchanges),"Ne’roka, yanure shiro? – Yano, waimak."
Code-Switching & Multilingualism,Taimai anapok school-in yano today.
Code-Switching & Multilingualism,"Aiyein, tomorrow meeting tainma wai."
Code-Switching & Multilingualism,Waira teacher taishan homework prepare.
Code-Switching & Multilingualism,"Ai, mi friend Portuguese-in shiwari."
Code-Switching & Multilingualism,Anapok computer yano makunai.
Code-Switching & Multilingualism,Today irian waira church taishan.
Code-Switching & Multilingualism,Yano waimak online class tainma.
Code-Switching & Multilingualism,Waira aiyein report send email-in.
Code-Switching & Multilingualism,Tainma waimak English word use.
Code-Switching & Multilingualism,"Paiwe, aiyein WhatsApp message yano."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Taimai anapok wai proposal present makunai.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Aiyein meeting report tainma prepare.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Maru wai legal document toin.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Waira anapok medical note write makunai.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Anapok wai community leader taishan.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Yano wai business plan present maru.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Tainma wai official letter sign makunai.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Waira wai teacher exam check paiwe.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Maru wai policy draft yano tainma.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Anapok wai training workshop organize.
"Idioms, Proverbs & Cultural Expressions","Kapon toin wai kairam, yanure tainma."
"Idioms, Proverbs & Cultural Expressions","Anapok wai shiro maru, paiwe wai shiwari."
"Idioms, Proverbs & Cultural Expressions","Taimai wai irian taishan, waira toin."
"Idioms, Proverbs & Cultural Expressions","Waira wai makunai yano, maru paiwe shiwari."
"Idioms, Proverbs & Cultural Expressions","Tainma wai irian shiro, toin wai nankura."
"Idioms, Proverbs & Cultural Expressions","Anapok wai tainma shiro, paiwe wai yano."
"Idioms, Proverbs & Cultural Expressions","Waira wai irian taishan, maru wai anapok."
"Idioms, Proverbs & Cultural Expressions","Kapon wai irian maru, toin wai paiwe."
"Idioms, Proverbs & Cultural Expressions","Anapok wai nankura shiro, irian wai yano."
"Idioms, Proverbs & Cultural Expressions","Taimai wai irian paiwe, maru wai toin."
Question-Answer Pairs (FAQ & Contextual Understanding),"Mai, taishan yanure? – Wai, taishan maru."
Question-Answer Pairs (FAQ & Contextual Understanding),"Kapo, waira anapok paiwe? – Wai, makunai."
Question-Answer Pairs (FAQ & Contextual Understanding),"Ai, yano tainma? – Waimak, tainma."
Question-Answer Pairs (FAQ & Contextual Understanding),"Waira, anapok shiro? – Waira shiwari."
Question-Answer Pairs (FAQ & Contextual Understanding),"Tainma, waira yano makunai? – Wai, anapok."
Question-Answer Pairs (FAQ & Contextual Understanding),"Anapok waira taishan? – Wai, paiwe."
Question-Answer Pairs (FAQ & Contextual Understanding),"Kapo, wai shiro maru? – Irantorai."
Question-Answer Pairs (FAQ & Contextual Understanding),"Mai, waira irian paiwe? – Waira yano."
Question-Answer Pairs (FAQ & Contextual Understanding),"Tainma, aiyein anapok shiro? – Maru, tainma."
Question-Answer Pairs (FAQ & Contextual Understanding),"Waira, toin waimak? – Wai, waimak."
Commands & Instructions (Imperative Sentences),"Tainma, irian yano!"
Commands & Instructions (Imperative Sentences),"Waira, toin makunai!"
Commands & Instructions (Imperative Sentences),"Aiyein, paiwe shiro!"
Commands & Instructions (Imperative Sentences),"Maru, shiwari anapok!"
Commands & Instructions (Imperative Sentences),"Tainma, yano taishan!"
Commands & Instructions (Imperative Sentences),"Waira, irian toin!"
Commands & Instructions (Imperative Sentences),"Anapok, maru yano!"
Commands & Instructions (Imperative Sentences),"Kapo, paiwe irian!"
Commands & Instructions (Imperative Sentences),"Waira, makunai anapok!"
Commands & Instructions (Imperative Sentences),"Maru, tainma shiro!"
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Maria yano Lethem-in maru wai church.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Jose paiwe Georgetown-in school tainma.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ana taishan Boa Vista-in meeting wai.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Pedro wai Brazil-in travel makunai.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Waira aiyein Rupununi-in anapok.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Elena wai Lethem-in teacher paiwe.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Taimai Carlos Georgetown-in hospital tainma.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Rosa wai Boa Vista-in friend maru.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Jonas paiwe Lethem-in work makunai.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Aiyein Marta Brazil-in anapok wai.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Waira wai shiro maru!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Taimai anapok yano paiwe.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Waira wai irian taishan!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Anapok wai nankura shiro.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Waira wai maru shiwari!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Tainma wai paiwe yano.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Anapok wai makunai maru.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Waira wai shiro paiwe!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Tainma wai irian maru.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Anapok wai toin shiwari!
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Taimai anapok yano waimak.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Anapok yano waimak tainma.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Waimak yano anapok tainma.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Tainma waimak anapok yano.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Yano anapok tainma waimak.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Tainma yano anapok waimak.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Anapok tainma yano waimak.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Waimak anapok yano tainma.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Anapok waimak tainma yano.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Yano tainma waimak anapok.
