Category,Sentence
Grammar Core (Sentence Structures & Tenses),A gaed tae the shoppie yestreen.
Grammar Core (Sentence Structures & Tenses),He bakes breid ilk mornin.
Grammar Core (Sentence Structures & Tenses),She will visit her gran the morn.
Grammar Core (Sentence Structures & Tenses),"Gin it snaws, we'll bide in."
Grammar Core (Sentence Structures & Tenses),They didnae ken whaur tae gang.
Grammar Core (Sentence Structures & Tenses),The buik wis read bi the bairn.
Grammar Core (Sentence Structures & Tenses),Ah’m eatin ma piece the noo.
Grammar Core (Sentence Structures & Tenses),"Had he kent, he micht’ve stayed."
Grammar Core (Sentence Structures & Tenses),The dugs are barkin aw nicht.
Grammar Core (Sentence Structures & Tenses),We'll hae been waitin a lang while.
Conversational Data (Real-Life Dialogues & Exchanges),Whit like are ye the day?
Conversational Data (Real-Life Dialogues & Exchanges),Naebody telt me ye were comin!
Conversational Data (Real-Life Dialogues & Exchanges),Ye want a cuppie tea?
Conversational Data (Real-Life Dialogues & Exchanges),"Aye, that’s richt. Cheers!"
Conversational Data (Real-Life Dialogues & Exchanges),D’ye ken whaur the bus staun is?
Conversational Data (Real-Life Dialogues & Exchanges),"Naw, but ah’ll find oot for ye."
Conversational Data (Real-Life Dialogues & Exchanges),"It’s gey cauld the day, eh?"
Conversational Data (Real-Life Dialogues & Exchanges),Mibbe we should meet efter wark.
Conversational Data (Real-Life Dialogues & Exchanges),Ony chance o’ helpin me oot?
Conversational Data (Real-Life Dialogues & Exchanges),A’ll gie ye a shout the morn.
Code-Switching & Multilingualism,"A’m no sure, maybe mañana we’ll see."
Code-Switching & Multilingualism,"He’s aff tae werk, mais oui!"
Code-Switching & Multilingualism,"That’s a braw idea, amigo!"
Code-Switching & Multilingualism,She said 'ciao' then walked awa.
Code-Switching & Multilingualism,"A ken it’s bon, even if it's weird."
Code-Switching & Multilingualism,Mon frère's comin tae visit the noo.
Code-Switching & Multilingualism,"They’re pure stoked, verdad?"
Code-Switching & Multilingualism,"Wi’ luck, we'll get it pronto."
Code-Switching & Multilingualism,Ma wee lassie's sayin 'merci' noo.
