Category,Sentence
Grammar Core (Sentence Structures & Tenses),Im bin gu la shop bifo sundawan.
Grammar Core (Sentence Structures & Tenses),Ai garra go kemp tumoro.
Grammar Core (Sentence Structures & Tenses),Dem boy bin wokbat la river las wik.
Grammar Core (Sentence Structures & Tenses),Wi meigimim wan big mob dis mobtaim.
Grammar Core (Sentence Structures & Tenses),Ai neba gu la skul dis wik.
Grammar Core (Sentence Structures & Tenses),Im ganna kukim bush tucker tuday.
Grammar Core (Sentence Structures & Tenses),Dem dog bin getran ova la road.
Grammar Core (Sentence Structures & Tenses),Wi garrim jamp la kart bifo im rein kam.
Grammar Core (Sentence Structures & Tenses),"Im laik gu la Darwin, bambai."
Grammar Core (Sentence Structures & Tenses),Dem mob garrim do im job bambai properwei.
Conversational Data (Real-Life Dialogues & Exchanges),"Yu bin si im yet? – No, ai bin jidan la kemp."
Conversational Data (Real-Life Dialogues & Exchanges),Wot yu bin kuk? – Im bin kangaroo stew.
Conversational Data (Real-Life Dialogues & Exchanges),Ai bin lurnim mob la skulin tudei.
Conversational Data (Real-Life Dialogues & Exchanges),Where yu mob bin gu la wikent? – Bin gu la river.
Conversational Data (Real-Life Dialogues & Exchanges),Dis shop blanga who? – Blanga Aunty May.
Conversational Data (Real-Life Dialogues & Exchanges),"Yu oraity? – Yeah, just lilbit taiad."
Conversational Data (Real-Life Dialogues & Exchanges),"Im bin gu la clinic yet? – No, im bin la bush."
Conversational Data (Real-Life Dialogues & Exchanges),Ai garra karlimim babi – Im bin krai plenti.
Conversational Data (Real-Life Dialogues & Exchanges),"Yu laikimim dat? – Nah, dat bin no gud."
Conversational Data (Real-Life Dialogues & Exchanges),Dem mob bin yarnbaut ol dei.
Code-Switching & Multilingualism,Ai bin finishimim homework en den ai go la kemp.
Code-Switching & Multilingualism,Yu bin tok langa dem English mob la meeting.
Code-Switching & Multilingualism,"Mek sure yu bring lunch, wi garrim long day."
Code-Switching & Multilingualism,"Afta brek, wi ganna meigimim wan plan."
Code-Switching & Multilingualism,Diswan blanga project im very important.
Code-Switching & Multilingualism,Yu mob gun stap late? – Ai think so.
Code-Switching & Multilingualism,"Let’s go la town, ai needimim some stuff."
Code-Switching & Multilingualism,Wi bin la meeting la 10am sharp.
Code-Switching & Multilingualism,Dis document ai bin writim la office.
Code-Switching & Multilingualism,Dem mob garrim dinner la community hall.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Dis report bin showimim gud result blanga project.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Im bin recommendimim treatment for dat sore.
