Category,Sentence
Grammar Core (Sentence Structures & Tenses),Janek kupił nowy samochód.
Grammar Core (Sentence Structures & Tenses),Maria chodziła do szkoły codziennie.
Grammar Core (Sentence Structures & Tenses),Czy zamierzasz odwiedzić Warszawę w przyszłym roku?
Grammar Core (Sentence Structures & Tenses),"Gdybym miał więcej czasu, nauczyłbym się hiszpańskiego."
Grammar Core (Sentence Structures & Tenses),Ten budynek został zbudowany w 1990 roku.
Grammar Core (Sentence Structures & Tenses),"Nie mogę teraz rozmawiać, jestem zajęty."
Grammar Core (Sentence Structures & Tenses),Czy ona naprawdę widziała ducha w tamtym domu?
Grammar Core (Sentence Structures & Tenses),Będziemy podróżować do Krakowa w przyszłym miesiącu.
Grammar Core (Sentence Structures & Tenses),"Nie zjem tej zupy, jest zbyt gorąca."
Grammar Core (Sentence Structures & Tenses),"Gdybyś mi powiedział wcześniej, mógłbym pomóc."
Conversational Data (Real-Life Dialogues & Exchanges),Cześć! Jak się masz?
Conversational Data (Real-Life Dialogues & Exchanges),"Przepraszam, gdzie jest najbliższa stacja metra?"
Conversational Data (Real-Life Dialogues & Exchanges),Chciałbym zamówić dużą kawę z mlekiem.
Conversational Data (Real-Life Dialogues & Exchanges),Czy masz ochotę pójść do kina dzisiaj wieczorem?
Conversational Data (Real-Life Dialogues & Exchanges),"Nie uwierzysz, co mi się dzisiaj przydarzyło!"
Conversational Data (Real-Life Dialogues & Exchanges),"Hej, co słychać? Długo się nie widzieliśmy!"
Conversational Data (Real-Life Dialogues & Exchanges),"Czy mogę płacić kartą, czy tylko gotówką?"
Conversational Data (Real-Life Dialogues & Exchanges),"Mam problem z moim telefonem, możesz pomóc?"
Conversational Data (Real-Life Dialogues & Exchanges),Spotkajmy się o 18:00 w restauracji.
Conversational Data (Real-Life Dialogues & Exchanges),Dzięki za pomoc! Doceniam to.
Code-Switching & Multilingualism,"Nie wiem, czy mam time na to spotkanie."
Code-Switching & Multilingualism,"Idziemy na lunch, chcesz join?"
Code-Switching & Multilingualism,"To było takie cringe, nie mogę!"
Code-Switching & Multilingualism,"Zrobisz mi coffee, please?"
Code-Switching & Multilingualism,Weekend w górach był amazing!
Code-Switching & Multilingualism,Muszę zrobić backup moich plików.
Code-Switching & Multilingualism,Nie mam moodu na rozmowy dzisiaj.
Code-Switching & Multilingualism,Jesteś free jutro wieczorem?
Code-Switching & Multilingualism,"Szukam nowego joba, masz jakieś rekomendacje?"
Code-Switching & Multilingualism,Ta piosenka jest totalny vibe!
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Zgodnie z umową, płatność powinna zostać uregulowana w terminie 14 dni."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Na podstawie badań, stwierdzono istotny wzrost gospodarczy."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Pacjent wymaga dalszej obserwacji i leczenia farmakologicznego.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",W niniejszym dokumencie określamy zasady współpracy.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Spotkanie odbędzie się w sali konferencyjnej na drugim piętrze.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Analiza rynku wskazuje na wzrost popytu na produkty ekologiczne.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Przepraszamy za wszelkie niedogodności spowodowane awarią systemu.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Regulamin obowiązuje wszystkich użytkowników platformy.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Zgłoszenie reklamacyjne powinno zawierać dowód zakupu.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Podpisanie umowy nastąpi po zatwierdzeniu warunków.
"Idioms, Proverbs & Cultural Expressions",Nie ma róży bez kolców.
"Idioms, Proverbs & Cultural Expressions","Kiedy wejdziesz między wrony, musisz krakać jak one."
"Idioms, Proverbs & Cultural Expressions",Lepszy wróbel w garści niż gołąb na dachu.
"Idioms, Proverbs & Cultural Expressions","Co nagle, to po diable."
"Idioms, Proverbs & Cultural Expressions","Gdzie kucharek sześć, tam nie ma co jeść."
"Idioms, Proverbs & Cultural Expressions",Nie chwal dnia przed zachodem słońca.
"Idioms, Proverbs & Cultural Expressions",Apetyt rośnie w miarę jedzenia.
"Idioms, Proverbs & Cultural Expressions","Kto pod kim dołki kopie, ten sam w nie wpada."
"Idioms, Proverbs & Cultural Expressions",Cicha woda brzegi rwie.
"Idioms, Proverbs & Cultural Expressions","Nie wszystko złoto, co się świeci."
Question-Answer Pairs (FAQ & Contextual Understanding),Jaka jest stolica Polski?
Question-Answer Pairs (FAQ & Contextual Understanding),Ile kosztuje ten produkt?
Question-Answer Pairs (FAQ & Contextual Understanding),Czy mogę zarezerwować stolik na dwie osoby?
Question-Answer Pairs (FAQ & Contextual Understanding),Gdzie znajduje się najbliższy bankomat?
Question-Answer Pairs (FAQ & Contextual Understanding),Jak długo trwa lot z Warszawy do Londynu?
Question-Answer Pairs (FAQ & Contextual Understanding),Czy to jest wegańskie danie?
Question-Answer Pairs (FAQ & Contextual Understanding),"Czy mogę zwrócić ten produkt, jeśli mi się nie spodoba?"
Question-Answer Pairs (FAQ & Contextual Understanding),Jaka jest pogoda na jutro?
Question-Answer Pairs (FAQ & Contextual Understanding),Co sądzisz o nowym filmie Tarantino?
Question-Answer Pairs (FAQ & Contextual Understanding),Jakie są twoje ulubione książki?
Commands & Instructions (Imperative Sentences),Otwórz okno!
Commands & Instructions (Imperative Sentences),Nie zapomnij kupić mleka.
Commands & Instructions (Imperative Sentences),"Zamknij drzwi, proszę."
Commands & Instructions (Imperative Sentences),Podaj mi sól.
Commands & Instructions (Imperative Sentences),Proszę usiąść tutaj.
Commands & Instructions (Imperative Sentences),Wyślij mi ten dokument natychmiast.
Commands & Instructions (Imperative Sentences),Powiedz mi prawdę.
Commands & Instructions (Imperative Sentences),Nie mów tak głośno.
Commands & Instructions (Imperative Sentences),Przyjdź na spotkanie o 15:00.
Commands & Instructions (Imperative Sentences),Podpisz ten formularz.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Warszawa jest stolicą Polski.
