Category,Sentence
Grammar Core (Sentence Structures & Tenses),Gaur eguzkia distiratsu dago.
Grammar Core (Sentence Structures & Tenses),Atzo mendira joan nintzen.
Grammar Core (Sentence Structures & Tenses),Bihar lanera joango naiz.
Grammar Core (Sentence Structures & Tenses),Ez dut telebista ikusten.
Grammar Core (Sentence Structures & Tenses),Uste dut bihar euria egingo duela.
Grammar Core (Sentence Structures & Tenses),Ikasleek azterketa prestatzen ari dira.
Grammar Core (Sentence Structures & Tenses),Irakasleak esandakoa ulertu al duzu?
Grammar Core (Sentence Structures & Tenses),Gurasoek beti gomendio onak ematen dizkidate.
Grammar Core (Sentence Structures & Tenses),Zer egingo zenuke diru asko edukiko bazenu?
Grammar Core (Sentence Structures & Tenses),Haren liburua irakurri al duzu?
Conversational Data (Real-Life Dialogues & Exchanges),Kaixo! Nola zaude?
Conversational Data (Real-Life Dialogues & Exchanges),"Ondo nago, eta zu?"
Conversational Data (Real-Life Dialogues & Exchanges),Zer egingo dugu gaur arratsaldean?
Conversational Data (Real-Life Dialogues & Exchanges),Pelikula bat ikusi nahi dut. Eta zu?
Conversational Data (Real-Life Dialogues & Exchanges),Tabernara joan eta kafe bat hartu dezagun.
Conversational Data (Real-Life Dialogues & Exchanges),"Bale, bihar elkar ikusiko dugu."
Conversational Data (Real-Life Dialogues & Exchanges),Non dago autobus geltokia?
Conversational Data (Real-Life Dialogues & Exchanges),"Bilbon bizi naiz, eta zu?"
Conversational Data (Real-Life Dialogues & Exchanges),Zer gustatzen zaizu gehien jatea?
Conversational Data (Real-Life Dialogues & Exchanges),Kafetegian elkar ikusiko dugu.
Code-Switching & Multilingualism,Gaurko meeting-a atzeratu egin dute.
Code-Switching & Multilingualism,Zer moduz zure new project berria?
Code-Switching & Multilingualism,Hau oso cool dago!
Code-Switching & Multilingualism,Plan on bat dugu weekend honetarako.
Code-Switching & Multilingualism,Gauza batzuk online ikasi ditut.
Code-Switching & Multilingualism,Ez dut oraindik feedback jaso.
Code-Switching & Multilingualism,Movie hau ikusi behar duzu.
Code-Switching & Multilingualism,Update bat egingo dut bihar.
Code-Switching & Multilingualism,Data horretarako prest egon behar dugu.
Code-Switching & Multilingualism,Zure emaila bidali didazu jada?
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Dokumentu hau sinatu behar duzu.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Erabakia arduradunak hartuko du.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ezinbestekoa da kontratua berrikustea.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Gaurko bilera oso garrantzitsua da.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Bezeroak kalitate onena eskatzen du.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Medikuak azterketa sakona egingo du.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Gaurko aurkezpena arrakastatsua izan da.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Proiektuaren epea datorren astean amaitzen da.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Legeak argi eta garbi zehazten du.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Ez dago zalantzarik, hau aukera ona da."
"Idioms, Proverbs & Cultural Expressions","Urak dakarrena, urak darama."
"Idioms, Proverbs & Cultural Expressions","Herri txiki, infernu handi."
"Idioms, Proverbs & Cultural Expressions","Asto zaharrari, ez eman zaldi jantzia."
"Idioms, Proverbs & Cultural Expressions",Zuhaitzak lurrean errotzen dira.
"Idioms, Proverbs & Cultural Expressions","Gaurkoa, bihar ahaztua."
"Idioms, Proverbs & Cultural Expressions",Etxe bakoitzak bere arauak ditu.
"Idioms, Proverbs & Cultural Expressions",Oiloak ez du zapelatz egiten.
"Idioms, Proverbs & Cultural Expressions","Geroa, alferraren leloa."
"Idioms, Proverbs & Cultural Expressions","Eguna argitzean, egia agertzen da."
"Idioms, Proverbs & Cultural Expressions","Ur gutxi eta zikin, ez edan, ez garbitu."
Question-Answer Pairs (FAQ & Contextual Understanding),Zer da zure izena? - Nire izena Jon da.
Question-Answer Pairs (FAQ & Contextual Understanding),Non bizi zara? - Bilbon bizi naiz.
Question-Answer Pairs (FAQ & Contextual Understanding),Zenbat urte dituzu? - Hogeita bost urte ditut.
Question-Answer Pairs (FAQ & Contextual Understanding),Zer gustatzen zaizu egitea? - Irakurtzea eta bidaiatzea.
Question-Answer Pairs (FAQ & Contextual Understanding),Nola iristen naiz tren geltokira? - Hiru kalez aurrera eta eskuinera.
Question-Answer Pairs (FAQ & Contextual Understanding),Zein da zure janari gogokoena? - Pasta gustatzen zait.
Question-Answer Pairs (FAQ & Contextual Understanding),Zergatik ikasten duzu euskara? - Hizkuntza polita delako.
Question-Answer Pairs (FAQ & Contextual Understanding),Nork idatzi zuen liburu hau? - Gabriel Arestik.
Question-Answer Pairs (FAQ & Contextual Understanding),Zenbat balio du sarrerak? - Hamabost euro.
Question-Answer Pairs (FAQ & Contextual Understanding),Zer egingo dugu asteburuan? - Hondartzara joango gara.
Commands & Instructions (Imperative Sentences),"Eseri hemen, mesedez."
Commands & Instructions (Imperative Sentences),Zabaldu atea.
Commands & Instructions (Imperative Sentences),Itxi leihoa.
Commands & Instructions (Imperative Sentences),Erabili maskara hemen sartzeko.
Commands & Instructions (Imperative Sentences),Eraman dokumentua bulegora.
Commands & Instructions (Imperative Sentences),Egon lasai.
Commands & Instructions (Imperative Sentences),Ez erabili telefonoa klasean.
Commands & Instructions (Imperative Sentences),Idatzi zure izena hemen.
Commands & Instructions (Imperative Sentences),Erantzun galdera guztiak.
Commands & Instructions (Imperative Sentences),Jarri arreta aurkezpenean.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Jon eta Maite bihar Bilbora joango dira.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Euskaltzaindiak arauak eguneratzen ditu.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)","Gaur, martxoaren 5ean, eguraldi ona dago."
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Zein da Euskal Herriko hiriburua?
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Athleticek atzo irabazi zuen.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",NASA espazio misio bat prestatzen ari da.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Bilbo Guggenheim Museoa ospetsua da.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Otsailaren 14a maiteminduen eguna da.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Eroskik produktu berriak kaleratu ditu.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Garazi Unibertsitatean ari da ikasten.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Gaur oso zoriontsu nago!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Egun txarra izan dut.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Liburu hau oso interesgarria da.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Oso haserre nago erantzunik ez dudalako.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Maitasuna dena da.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Poz-pozik nago bidaia hasi dugulako.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"Triste nago, lagun on bat galdu dudalako."
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Janari hau zoragarria da!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ez naiz batere gustura sentitzen.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ez dut uste hori ideia ona denik.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Gaur egun eguzkitsua da.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Egun hau oso eguzkitsua da gaur.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Oso ondo pasatu nuen atzo.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Atzoko eguna zoragarria izan zen.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Liburu hau oso polita da.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ikaragarri gustatu zait liburu hau.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Zure laguntza eskertzen dut.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Eskerrik asko laguntzeagatik.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ez dut ezer ulertu.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ez naiz ezer ulertzeko gai izan.
