Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Me come pan cada dia.
Grammar Core (Sentence Structures & Tenses),Nos va al mar doman.
Grammar Core (Sentence Structures & Tenses),El esida felia en sua vida pasida.
Grammar Core (Sentence Structures & Tenses),"Si tu ave tempo, nos pote studia."
Grammar Core (Sentence Structures & Tenses),La casa ia es construi par mani expert.
Grammar Core (Sentence Structures & Tenses),Me no vole come ora.
Grammar Core (Sentence Structures & Tenses),Nos va come si el veni.
Grammar Core (Sentence Structures & Tenses),Tu ia parla con la professor ja?
Grammar Core (Sentence Structures & Tenses),La flores va esida bela en primavera.
Grammar Core (Sentence Structures & Tenses),El pote canta plu bon de me.
Conversational Data (Real-Life Dialogues & Exchanges),"Ola, como tu sta?"
Conversational Data (Real-Life Dialogues & Exchanges),"Me sta bon, e tu?"
Conversational Data (Real-Life Dialogues & Exchanges),Tu vole veni a la festa esta sera?
Conversational Data (Real-Life Dialogues & Exchanges),"Si, me pensa que lo va es diverte."
Conversational Data (Real-Life Dialogues & Exchanges),Nos pote trovar nos a la plaza.
Conversational Data (Real-Life Dialogues & Exchanges),Esce tu ia vide la nova filme?
Conversational Data (Real-Life Dialogues & Exchanges),"No, ma me vole vide lo pronto."
Conversational Data (Real-Life Dialogues & Exchanges),"Ami, me perde mea telefono!"
Conversational Data (Real-Life Dialogues & Exchanges),"Ah, no! Onde tu pensa lo ia esida?"
Conversational Data (Real-Life Dialogues & Exchanges),Forse en la auto. Me va regarda.
Code-Switching & Multilingualism,Me gusta la musica latina multe.
Code-Switching & Multilingualism,Nos va al café por un poco de tempo.
Code-Switching & Multilingualism,El dice merci a la dama.
Code-Switching & Multilingualism,Tu comprende cuando me parla un poco de italiano?
Code-Switching & Multilingualism,Me compra un baguette e un vino por la cena.
Code-Switching & Multilingualism,Nos canta karaoke in ingles e espaniol.
Code-Switching & Multilingualism,El dice ‘ciao’ e parti rapido.
Code-Switching & Multilingualism,Me senti cool cando me usa anglés expressions.
Code-Switching & Multilingualism,"Es un mix cultural, tu save."
Code-Switching & Multilingualism,Nos ama parolas de tote linguas.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Senor Presidenta, nos agradece tua tempo."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",La medica recomenda un dieta equilibra.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Nos empresa busca colaboradores internacional.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",La raporti es completa e precisa.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",El debe signa la contrato ante de la fin de la mes.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",La sistema informatica ia receve un actualisa.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Me vole discuti la terminos del acorda.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",La juri va decide la resulta de la caso.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Nos equipo de engenieros prepara un nova modelo.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Por favor, responde con clarite e respeto."
"Idioms, Proverbs & Cultural Expressions",A cada ora sua frui.
"Idioms, Proverbs & Cultural Expressions",La paciensia es un flor rara.
"Idioms, Proverbs & Cultural Expressions",Un mano lava la otra.
"Idioms, Proverbs & Cultural Expressions",El ave la cabesa en las nubes.
"Idioms, Proverbs & Cultural Expressions",Me senti como un peixe fora de aqua.
"Idioms, Proverbs & Cultural Expressions",La pan es gana con labor.
"Idioms, Proverbs & Cultural Expressions",La amor entra per la oios.
"Idioms, Proverbs & Cultural Expressions","Qui dorme, perde."
"Idioms, Proverbs & Cultural Expressions","El ri, ma no con la cor."
"Idioms, Proverbs & Cultural Expressions","Nos semia ora, nos colie manja deman."
Question-Answer Pairs (FAQ & Contextual Understanding),Onde tu vive? Me vive en Nova Iorka.
Question-Answer Pairs (FAQ & Contextual Understanding),Cuantos anios tu ave? Me ave trenta.
Question-Answer Pairs (FAQ & Contextual Understanding),"Tu gusta musica clasica? Si, multe."
Question-Answer Pairs (FAQ & Contextual Understanding),"Es esta la casa de Maria? No, la sua es proxime."
Question-Answer Pairs (FAQ & Contextual Understanding),Cual es tua labor? Me es professor.
Question-Answer Pairs (FAQ & Contextual Understanding),Quando tu va parte? Me va parte manian.
Question-Answer Pairs (FAQ & Contextual Understanding),Perce tu es triste? Me perde mea can.
Question-Answer Pairs (FAQ & Contextual Understanding),Tu pote ayuda me con esta problema? Claro!
Question-Answer Pairs (FAQ & Contextual Understanding),Cual es tua opinion sobre arte moderna? Es inspira.
Question-Answer Pairs (FAQ & Contextual Understanding),"Tu crede en fortuna? A veces, si."
Commands & Instructions (Imperative Sentences),"Abri la porta, per favor."
Commands & Instructions (Imperative Sentences),Escrive tua nome a la supra del pagina.
Commands & Instructions (Imperative Sentences),No toca la botons roje.
Commands & Instructions (Imperative Sentences),Senta te calma e respira profunde.
Commands & Instructions (Imperative Sentences),Segue la strada tro la rio.
Commands & Instructions (Imperative Sentences),Lava las man ante de come.
Commands & Instructions (Imperative Sentences),Escucha me con atention.
Commands & Instructions (Imperative Sentences),No parla durante la examen.
Commands & Instructions (Imperative Sentences),Prepara un tase de café.
Commands & Instructions (Imperative Sentences),Pensa ante de responde.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Maria va visita Paris en julio.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",La presidente de Italia fa un discurso importante.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Carlos e Ana vive en Santiago de Chile.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",El conferensa va esida en la Universia de Lisboa.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Nos espera el tren a Estacion Central.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",La compania Google investe en energia verde.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",El evento es organiza par UNESCO.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",La partido va comensa a 19:00.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",El doctor Silva es un experto en medicina tropical.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",La artista Sofia Rivera expone en Madrid.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Me es super felia hoi!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Esta filme ia face me plora.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Me senti calma e contenta.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),El ia esida furiosa con la resulta.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Nos ave un dia terribil.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),La musica dona me alegria.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),El no senti interes en la topico.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Me pensa que la tempo es deprimi.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),El mostra amor sin parla.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Nos va celebra con alegria pura.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Me gusta come pan cada matina.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"Cada matina, me come pan con café."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Pan e café es mea rutina diaria.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Me comensa la dia con pan e café.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),No hay matina sin pan e café por me.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Me prefere pan e café en la manias.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"Cada matina, pan e café da me energia."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Me senti viva con pan e café matinal.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Pan calda e café es la meior comensa.
