Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Gua sudah makan nasi kunyit di rumah mami pagi tadi.
Grammar Core (Sentence Structures & Tenses),Lu tengah baca surat itu sambil tunggu mama balik dari kedai.
Grammar Core (Sentence Structures & Tenses),Esok kami mau pi kuil awal-awal sebelum pasar buka.
Grammar Core (Sentence Structures & Tenses),"Kalau hujan turun, gua akan tinggal di rumah dan masak kari."
Grammar Core (Sentence Structures & Tenses),Dia tak mahu bilang perkara itu kepada lu orang.
Grammar Core (Sentence Structures & Tenses),Kerja itu kena buat pelan-pelan supaya tak salah tulis dawat.
Grammar Core (Sentence Structures & Tenses),Pintu belakang sudah dibuka oleh bibik sebelum sembahyang mula.
Grammar Core (Sentence Structures & Tenses),"Gua pernah dengar cerita itu dari datuk, tapi gua belum faham semua."
Grammar Core (Sentence Structures & Tenses),Jangan lu kacau anak piara itu ketika dia tidur.
Grammar Core (Sentence Structures & Tenses),Mereka patut sudah sampai kalau bas dari Melaka tak lambat.
Conversational Data (Real-Life Dialogues & Exchanges),"Mami tanya, “Lu sudah minum?” dan gua jawab, “Sudah, gua minum kopi sikit.”"
Conversational Data (Real-Life Dialogues & Exchanges),"Mama bilang, “Mana lu pi tadi?” lalu adik jawab, “Gua pi pasar beli ikan.”"
Conversational Data (Real-Life Dialogues & Exchanges),"Bibik tanya, “Lu orang datang malam ini tak?” dan kami jawab, “Kalau kerja habis awal, kami datang.”"
Conversational Data (Real-Life Dialogues & Exchanges),"Gua tanya, “Boleh gua duduk sini?” dan dia bilang, “Boleh lah, kerusi itu kosong.”"
Conversational Data (Real-Life Dialogues & Exchanges),"Lu tanya, “Apa kabar mama?” dan mami jawab, “Dia sihat, cuma penat sikit.”"
Conversational Data (Real-Life Dialogues & Exchanges),"Gua bilang, “Gua lapar betul,” lalu lu jawab, “Nanti kita makan mee di kedai sana.”"
Conversational Data (Real-Life Dialogues & Exchanges),"Adik tanya, “Lu dengar bunyi hujan?” dan bibik bilang, “Ya, cepat angkat kain di luar.”"
Conversational Data (Real-Life Dialogues & Exchanges),"Mami tanya, “Siapa punya buku ini?” dan gua bilang, “Itu gua punya, jangan hilang.”"
Conversational Data (Real-Life Dialogues & Exchanges),"Mama tanya, “Kenapa lu diam saja?” lalu gua jawab, “Gua tengah fikir pasal hutang kedai.”"
Conversational Data (Real-Life Dialogues & Exchanges),"Gua tanya, “Kita jumpa di kuil pukul enam?” dan lu jawab, “Boleh, gua tunggu dekat pintu besar.”"
Code-Switching & Multilingualism,Gua punya cousin dari KL datang Melaka untuk Ponggal tahun ini.
Code-Switching & Multilingualism,Lu boleh send gambar kolam itu dalam group keluarga?
Code-Switching & Multilingualism,"Boss bilang meeting besok start pukul sembilan, jangan lambat lah."
Code-Switching & Multilingualism,"Mami masak kari, tapi dia tanya lu mahu extra spicy atau tidak."
Code-Switching & Multilingualism,Anak piara gua belajar online class sambil makan murukku.
Code-Switching & Multilingualism,"Mereka pi temple dulu, lepas itu singgah food court dekat Jonker."
Code-Switching & Multilingualism,Lu orang jangan lupa bring umbrella sebab hujan sudah mula.
Code-Switching & Multilingualism,"Gua check invoice itu, semua amount betul kecuali satu receipt hilang."
Code-Switching & Multilingualism,Bibik bilang amma di sebelah sudah hantar buah mangga.
Code-Switching & Multilingualism,"Kita booking Grab sekarang, nanti jalan ke Gajah Berang jam."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Tuan, gua sudah semak borang itu dan semua nama ditulis betul."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Puan boleh tanda tangan di sini sebelum fail dihantar ke pejabat.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Doktor bilang ubat ini mesti makan selepas nasi, bukan semasa perut kosong."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Perjanjian sewa itu perlu dibaca sampai habis sebelum lu setuju.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Laporan teknikal menunjukkan sistem air di rumah itu perlu dibaiki segera.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Syarikat kami akan hantar sebut harga rasmi kepada lu orang petang ini.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Kalau ada kecemasan, sila telefon nombor klinik yang tercatat di kad."
