Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Mi does go market every Sat'day.
Grammar Core (Sentence Structures & Tenses),She ain't eat yet cause she di wait pon you.
Grammar Core (Sentence Structures & Tenses),"If it rain tomorrow, we go stay home."
Grammar Core (Sentence Structures & Tenses),Mi bin wuk hard all week long.
Grammar Core (Sentence Structures & Tenses),We goin beach later if de sun come out.
Grammar Core (Sentence Structures & Tenses),Dem man done clean up de yard before noon.
Grammar Core (Sentence Structures & Tenses),Mi wouldn’a say dat if mi know better.
Grammar Core (Sentence Structures & Tenses),Dis food does get cold fast.
Grammar Core (Sentence Structures & Tenses),It get build by de same people last year.
Grammar Core (Sentence Structures & Tenses),Mi ain't never see nottin so sweet before!
Conversational Data (Real-Life Dialogues & Exchanges),"— Wah you doin dis weekend?
— Mi goin Carnival!"
Conversational Data (Real-Life Dialogues & Exchanges),"— Gyal, you hear de news?
— No, tell mi now!"
Conversational Data (Real-Life Dialogues & Exchanges),"— Mi hungry bad.
— Le’ we stop by Auntie shop den."
Conversational Data (Real-Life Dialogues & Exchanges),"— You remember she?
— Yeah, from primary school!"
Conversational Data (Real-Life Dialogues & Exchanges),"— Mi phone dead.
— Use mine quick quick."
Conversational Data (Real-Life Dialogues & Exchanges),"— You lookin vex.
— Mi just tired, das all."
Conversational Data (Real-Life Dialogues & Exchanges),"— How yuh mudda?
— She good, she restin now."
Conversational Data (Real-Life Dialogues & Exchanges),"— Wah time it is?
— Quarter to ten, mi fren."
Conversational Data (Real-Life Dialogues & Exchanges),"— Mi cyaah find mi key.
— You check inna yuh bag?"
Conversational Data (Real-Life Dialogues & Exchanges),"— Le' we limin later.
— Say less, mi deh wid you."
Code-Switching & Multilingualism,"Mi deh tired oui, dat wuk mash up mi back."
Code-Switching & Multilingualism,She say she goin “downtown” after she cook.
Code-Switching & Multilingualism,Mi get vex an tell him straight up: “Don’t play wid me!”
Code-Switching & Multilingualism,"De event start at 7 sharp, so be on time."
Code-Switching & Multilingualism,Yuh hear de gyal? She jus' deh there singin Spanish tune!
Code-Switching & Multilingualism,"Dis one a real 'bougie', always talkin bout fashion week."
Code-Switching & Multilingualism,"Mi boss text mi, ‘Bring di report by noon’, cho!"
Code-Switching & Multilingualism,He always deh mix up he English an Creole.
Code-Switching & Multilingualism,"Mi neighbor always shoutin, ‘Buenos días!’ in de mawnin."
Code-Switching & Multilingualism,"Dem child goin bilingual school, talkin both proper an Creole."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Please submit de application by Friday at 5 PM sharp.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",We hereby confirm de receipt of your payment.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Dis prescription should be taken twice per day, afta meal."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Your appointment scheduled for next Monday at 2 o’clock.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",All staff must attend de mandatory meetin dis evenin.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",We hereby advise you to consult de legal team promptly.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Patient report show steady recovery ova last month.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",It’s critical dat we complete de contract before year-end.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Financial record show increase in quarterly earnings.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Doctor recommend light exercise an balanced diet.
"Idioms, Proverbs & Cultural Expressions","Who cyaah hear, mus’ feel."
"Idioms, Proverbs & Cultural Expressions",One one coco full basket.
"Idioms, Proverbs & Cultural Expressions",What sweet in goat mouth does sour in e belly.
"Idioms, Proverbs & Cultural Expressions",Tek front before front tek you.
"Idioms, Proverbs & Cultural Expressions",Monkey know which tree to climb.
"Idioms, Proverbs & Cultural Expressions","Big tree fall down, goat jump cross."
"Idioms, Proverbs & Cultural Expressions",Trouble don’t set like rain.
"Idioms, Proverbs & Cultural Expressions",Time longer dan rope.
"Idioms, Proverbs & Cultural Expressions",Cockroach ain’t got no business in fowl fight.
"Idioms, Proverbs & Cultural Expressions","Every day bucket go a well, one day di bottom drop out."
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Wah time de boat reach?
A: Round 3 o’clock."
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Who cook dis food?
A: Mi uncle, he ah real chef."
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: How much it cost?
A: ‘Bout twenty-five dollar."
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Where de restroom deh?
A: Right side, past de bar."
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: You see mi bag?
A: Check by de chair dem."
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Why you leavin early?
A: Mi haffu pick up mi chile."
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: You been Carnival last night?
A: Yeah, it was sweet!"
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Who win de match?
A: Saints mash up de other side."
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Mi could borrow your charger?
A: Of course, take it."
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Dis yuh first time here?
A: Nah, mi bin come last year too."
Commands & Instructions (Imperative Sentences),Close de door before de skeeta dem come in.
Commands & Instructions (Imperative Sentences),Tek yuh shoes off when you reach inside.
Commands & Instructions (Imperative Sentences),Come le’ we go now before it start rainin.
Commands & Instructions (Imperative Sentences),Tell she mi gone by Granny house.
Commands & Instructions (Imperative Sentences),Stop playin an come eat yuh food!
