Category,Sentence
Grammar Core (Sentence Structures & Tenses),তেওঁ বিদ্যালয়লৈ গৈছিল।
Grammar Core (Sentence Structures & Tenses),তুমি কালি কিতাপ পঢ়িবা নেকি?
Grammar Core (Sentence Structures & Tenses),তেওঁ বহুত পৰিশ্ৰম কৰিছে।
Grammar Core (Sentence Structures & Tenses),বিষয়টো আমি আলোচনাত ৰাখিম।
Grammar Core (Sentence Structures & Tenses),তুমি চাহ খাবা নেকি?
Grammar Core (Sentence Structures & Tenses),তেওঁ ঘৰৰ কাম কৰে।
Grammar Core (Sentence Structures & Tenses),গৰুজনে খেতিত খাই আছে।
Grammar Core (Sentence Structures & Tenses),সকলো বিষয় আমি ব্যাখ্যা কৰি দিলো।
Grammar Core (Sentence Structures & Tenses),এই পৰীক্ষা অতি গুৰুত্বপূৰ্ণ।
Grammar Core (Sentence Structures & Tenses),সিহঁতে খেলিব বিচাৰে।
Conversational Data (Real-Life Dialogues & Exchanges),"হেল্ল’, আপোনাৰ নাম কি?"
Conversational Data (Real-Life Dialogues & Exchanges),"মই ঠিক আছো, আপুনি কেমন আছে?"
Conversational Data (Real-Life Dialogues & Exchanges),এয়া কিমান দাম?
Conversational Data (Real-Life Dialogues & Exchanges),দয়া কৰি মোক সহায় কৰক।
Conversational Data (Real-Life Dialogues & Exchanges),আপোনাৰ সহায়ৰ বাবে ধন্যবাদ।
Conversational Data (Real-Life Dialogues & Exchanges),এটি টিকট অনুগ্ৰহ কৰি দিয়ক।
Conversational Data (Real-Life Dialogues & Exchanges),আপোনি ক'লৈ যাইছে?
Conversational Data (Real-Life Dialogues & Exchanges),মোক এখন পানী দিব পাৰিব নেকি?
Conversational Data (Real-Life Dialogues & Exchanges),আপোনি কি কৰিছেন?
Conversational Data (Real-Life Dialogues & Exchanges),কেনেকৈ সহায় কৰিব পাৰোঁ?
Code-Switching & Multilingualism,মই ক'ত আছো? I don't know.
Code-Switching & Multilingualism,এই চিজটো very expensive.
Code-Switching & Multilingualism,তুমি lunch খাইছিলা নেকি?
Code-Switching & Multilingualism,Let's go বাহিৰলৈ যাওঁ।
Code-Switching & Multilingualism,This place looks একেবাৰে শান্ত।
