Categories,Sentences
Grammar Core (Sentence Structures & Tenses),A de waka go na makit tide.
Grammar Core (Sentence Structures & Tenses),A bin si am yestide na Broad Street.
Grammar Core (Sentence Structures & Tenses),A go bay rays tumoro ef di shop open.
Grammar Core (Sentence Structures & Tenses),"Ef yu kam kwik, wi kin start di mitin."
Grammar Core (Sentence Structures & Tenses),A no sabi wetin de hapun ya.
Grammar Core (Sentence Structures & Tenses),Di buk bin rit bai di student dem.
Grammar Core (Sentence Structures & Tenses),Dem de ple futbal bihain di skul.
Grammar Core (Sentence Structures & Tenses),A bin de kuk wen yu kol mi.
Grammar Core (Sentence Structures & Tenses),Wi go finish di wok bifor san go dan.
Grammar Core (Sentence Structures & Tenses),Di pikn dem no bin want go skul dis monin.
Conversational Data (Real-Life Dialogues & Exchanges),"How yu de tide, mi fren?"
Conversational Data (Real-Life Dialogues & Exchanges),"A de fayn, tanki, an yu sef?"
Conversational Data (Real-Life Dialogues & Exchanges),Wetin yu plan fo du afta wok?
Conversational Data (Real-Life Dialogues & Exchanges),A tink fo go visit mi antie na Sinkor.
Conversational Data (Real-Life Dialogues & Exchanges),Yu si di trafik dis monin? E bad oh.
Conversational Data (Real-Life Dialogues & Exchanges),"Yes, taxi no de move atall."
Conversational Data (Real-Life Dialogues & Exchanges),Mek wi mit na di kafé leda.
Conversational Data (Real-Life Dialogues & Exchanges),"Oke, a go de de roun faiv klok."
Conversational Data (Real-Life Dialogues & Exchanges),Yu don it yet?
Conversational Data (Real-Life Dialogues & Exchanges),"No yet, a de hongri bad."
Code-Switching & Multilingualism,A de go na meeting leda fo discuss di project.
Code-Switching & Multilingualism,Dis idea good but wi need mo planning.
Code-Switching & Multilingualism,Di manager say di deadline na Friday.
Code-Switching & Multilingualism,A send di email but nobody neva reply.
Code-Switching & Multilingualism,Mek wi check di document wan mo time.
Code-Switching & Multilingualism,Di system crash wen a try upload di file.
Code-Switching & Multilingualism,Dem say di training go start nex week.
Code-Switching & Multilingualism,A need print dis report bifor di meeting.
Code-Switching & Multilingualism,Wi go review di strategy tumoro monin.
Code-Switching & Multilingualism,Di team ready fo launch di new service.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Plis submit di form bifor di deadline.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Di company policy require proper documentation.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Di doktor advise di patient fo rest small.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Di kontrak state di term dem clear clear.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Wi go conduct di investigation fair way.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Di engineer check di machine fo safety.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Di nurse record di patient temperature.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Di lawyer explain di legal process slow slow.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Di teknishan repair di network problem.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Di report show say production increase dis mont.
"Idioms, Proverbs & Cultural Expressions",Small small wata full bucket.
"Idioms, Proverbs & Cultural Expressions","Monkey de wok, baboon de chop."
"Idioms, Proverbs & Cultural Expressions",No rush di palava we time go settle.
"Idioms, Proverbs & Cultural Expressions",Wan han no kin tie bundle.
"Idioms, Proverbs & Cultural Expressions","Ef yu dig pit fo oda man, yu sef kin fall inside."
"Idioms, Proverbs & Cultural Expressions",Chicken foot no kin hide under leaf.
"Idioms, Proverbs & Cultural Expressions",Sun no kin forget fo rise.
"Idioms, Proverbs & Cultural Expressions","Wen breeze blow, fowl yai open."
"Idioms, Proverbs & Cultural Expressions",No count fish we neva catch.
"Idioms, Proverbs & Cultural Expressions",Big tree kin start from small seed.
Question-Answer Pairs (FAQ & Contextual Understanding),Wia di bus station de?
Question-Answer Pairs (FAQ & Contextual Understanding),How much di fare go Paynesville?
Question-Answer Pairs (FAQ & Contextual Understanding),Wetin time di bank de open?
Question-Answer Pairs (FAQ & Contextual Understanding),Yu sabi wia a kin find gud mechanic?
Question-Answer Pairs (FAQ & Contextual Understanding),Why di light off dis area?
Question-Answer Pairs (FAQ & Contextual Understanding),Wen di program go start?
Question-Answer Pairs (FAQ & Contextual Understanding),Wia a kin bay fresh fish?
Question-Answer Pairs (FAQ & Contextual Understanding),How di registration process de wok?
Question-Answer Pairs (FAQ & Contextual Understanding),Wetin cause di delay fo di flight?
Question-Answer Pairs (FAQ & Contextual Understanding),Who in charge fo dis office?
Commands & Instructions (Imperative Sentences),Open di door small.
Commands & Instructions (Imperative Sentences),Bring di buk kam ya.
Commands & Instructions (Imperative Sentences),Write yu nem clear on di pepa.
Commands & Instructions (Imperative Sentences),Check di list bifor yu go.
Commands & Instructions (Imperative Sentences),Call mi wen yu reach.
Commands & Instructions (Imperative Sentences),Turn off di light bifor yu lef.
Commands & Instructions (Imperative Sentences),Send di message kwik.
Commands & Instructions (Imperative Sentences),Read di instruction careful.
Commands & Instructions (Imperative Sentences),Put di bag pan di table.
Commands & Instructions (Imperative Sentences),Wait ya til a kam bak.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Joseph travel from Monrovia go Gbarnga las week.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Mary work na JFK Medical Center.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)","Di program go start June 12, 2026."
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Samuel join di University of Liberia dis year.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Di mitin happen na Sinkor yesterday.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Fatima open shop na Waterside Market.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Di team from ECOWAS visit Monrovia.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Peter born na Buchanan City.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Di festival go happen na Robertsport dis December.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Di Ministry of Health release new guideline.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),A really glad fo si yu again.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Dis fud taste bad bad.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),A proud of di wok wi do.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Di service slow an a vex.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),A feel hopeful bout di future.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Dis movie make mi laf plenty.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),A tire an stress from di trafik.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Di musik sweet fo hear.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),A disappoint wit di result.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),A calm an happy dis evening.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),A de go na makit fo bay rays.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),A waka go makit fo buy rays.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),A head go na makit fo get rays.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),A pass tru makit fo purchase rays.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),A plan fo stop na makit buy rays.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),A de move go makit fo look rays.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),A decide fo go makit fo rice.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),A reach makit fo buy small rays.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),A travel go makit fo shop rays.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),A turn go makit fo find rays.
