Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Aβá oʔú maniʔoka koʔɨte.
Grammar Core (Sentence Structures & Tenses),Kûesé kunhã oîkó oka pupé.
Grammar Core (Sentence Structures & Tenses),Koritei orosó paranãme.
Grammar Core (Sentence Structures & Tenses),Aβá nd’oʔúi pira.
Grammar Core (Sentence Structures & Tenses),Xe aîpotá asó kaʔape.
Grammar Core (Sentence Structures & Tenses),"Ereîkóreme, xe apytá okape."
Grammar Core (Sentence Structures & Tenses),T’oúr aβá kunumĩ rerúpa.
Grammar Core (Sentence Structures & Tenses),Maniʔoka oñemonguʔi kunhã supé.
Grammar Core (Sentence Structures & Tenses),Xe rymba okanhẽmaʔekûer okûera.
Grammar Core (Sentence Structures & Tenses),"Aβá oúrire, oroñomongetá pukú."
Conversational Data (Real-Life Dialogues & Exchanges),— Marãpe nde reîkó? — Katú xe aîkó.
Conversational Data (Real-Life Dialogues & Exchanges),— Mamõpe eresó? — Kaʔape asó.
Conversational Data (Real-Life Dialogues & Exchanges),"— Ereipotár pira? — Aipotár, amõ xe supé."
Conversational Data (Real-Life Dialogues & Exchanges),— Abápe oúr? — Xe ruba oúr.
Conversational Data (Real-Life Dialogues & Exchanges),— Marãnamope nde ndereîkói? — Xe rasy.
Conversational Data (Real-Life Dialogues & Exchanges),"— Eîkó koʔape! — Aîkó, anheʔẽ nde irũnamo."
Conversational Data (Real-Life Dialogues & Exchanges),"— Koʔẽme jasó paranãme? — Jasó, kwarasɨ osẽreme."
Conversational Data (Real-Life Dialogues & Exchanges),— Maʔepe remaʔẽ? — Ybyrá pukú amaʔẽ.
Conversational Data (Real-Life Dialogues & Exchanges),"— Nde sy oîkópe? — Oîkó, maniʔoka omonguʔi."
Conversational Data (Real-Life Dialogues & Exchanges),"— Ejor, jaʔú! — Ajor; pira raku katú."
Code-Switching & Multilingualism,"Xe celular n-oîkó-katúi, emondó mensagem xe supé."
Code-Switching & Multilingualism,Koʔẽme reunião oîkó escola pupé.
Code-Switching & Multilingualism,"Aβá oîkó online, aʔé o-nheʔẽ Tupinambá."
Code-Switching & Multilingualism,"Embeʔú senha, marã nde reike sistema pupé."
Code-Switching & Multilingualism,"Professor o-mboʔé gramática, kunumĩ o-porandú português pupé."
Code-Switching & Multilingualism,"Xe download aîmonhã, aʔé rire arquivo aipeʔá."
Code-Switching & Multilingualism,"Ônibus oúr tarde, upé ramo oroguata."
Code-Switching & Multilingualism,"Nde e-mail aîpysyk, mas anheʔẽ koʔẽme."
Code-Switching & Multilingualism,App pyahu oipytyβõ Tupinambá mboʔesára.
Code-Switching & Multilingualism,Aîmonhang notebook pupé peteĩ corpus pyahu.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Oromongetá nde rupi ore rembiapo pyahu resé.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Emeʔẽ ore supé kuatiá, marã teko rekó momeʔu."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Pohãnohára omaʔẽ tasyrõara resé ha o-mbeʔú pohã rekó.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Tekojoja rupi, opá aβá oguereko yby rekó."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mboʔesára ombojaʔó tembiapo mokõî atýpe.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Sistema oñongatú ñeʔẽ ha ndoikuaaukái aβá rera.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ore rojeruré peê pemoneĩ hag̃ua ko kuatiá.
