Categories,Sentences
Grammar Core (Sentence Structures & Tenses),čəd ʔi čəd xʷiʔ tiʔəʔ čəxʷ ʔuʔəł tiʔəʔ ʔuʔəɬ.
Grammar Core (Sentence Structures & Tenses),ʔuʔəł tiʔəʔ ʔuʔəɬ ʔuʔiʔ ʔəsqʷuʔ.
Grammar Core (Sentence Structures & Tenses),čəd ʔuʔəxʷ tiʔəʔ sqʷədᶻəd.
Grammar Core (Sentence Structures & Tenses),ʔuʔəsƛ̕il tiʔəʔ ʔuʔəsqʷuʔ ʔiʔ ʔuʔəsčəxʷ.
Grammar Core (Sentence Structures & Tenses),čəd ʔuʔəxʷ tiʔəʔ bəšəd.
Grammar Core (Sentence Structures & Tenses),ʔuʔəsʔuladxʷ tiʔəʔ bəšəd.
Grammar Core (Sentence Structures & Tenses),čəd ʔuʔəsqʷuʔ tiʔəʔ ʔəsqʷəbayʔ.
Grammar Core (Sentence Structures & Tenses),čəd ʔəsčəxʷ ʔiʔ čəd ʔuʔəsqʷuʔ.
Grammar Core (Sentence Structures & Tenses),ʔuʔəsqʷuʔ ʔuʔiʔ tiʔəʔ čəxʷ.
Grammar Core (Sentence Structures & Tenses),čəd ʔuʔəsqʷuʔ tiʔəʔ ʔuʔəsxʷiʔ.
Conversational Data (Real-Life Dialogues & Exchanges),"ʔəsxʷiʔ čəxʷ, ʔalʔal tiʔəʔ."
Conversational Data (Real-Life Dialogues & Exchanges),haʔɬ tiʔəʔ ʔəsʔuladxʷ čəd?
Conversational Data (Real-Life Dialogues & Exchanges),čəd ʔuʔəsxʷiʔ ʔiʔ ʔalʔaləxʷ.
Conversational Data (Real-Life Dialogues & Exchanges),ʔuʔəɬ tiʔəʔ ʔəsčəxʷ ʔiʔ čəxʷ ʔuʔəsʔuladxʷ.
Conversational Data (Real-Life Dialogues & Exchanges),čəd ʔəsčəxʷ ʔalʔaləxʷ ʔiʔ ʔuʔəɬ ʔəsxʷiʔ.
Conversational Data (Real-Life Dialogues & Exchanges),ʔəsʔuladxʷ ʔə tiʔəʔ ʔəsqʷuʔ čəxʷ.
