Categories,Sentences
Grammar Core (Sentence Structures & Tenses),N bɛ taa sɔrɔ ye.
Grammar Core (Sentence Structures & Tenses),A tɛ na waati kɔfɛ.
Grammar Core (Sentence Structures & Tenses),I bɛna sigi kɔnɔ nɛ sisan.
Grammar Core (Sentence Structures & Tenses),U tɛ sɔrɔ kɛla la.
Grammar Core (Sentence Structures & Tenses),N bɛ kɛ jɔyɔrɔ min bɛ bɔ.
Grammar Core (Sentence Structures & Tenses),A bɛ taa ni cɛ ye.
Grammar Core (Sentence Structures & Tenses),N bɛna taa fɛ ka kɛ sira la.
Grammar Core (Sentence Structures & Tenses),A bɛna bɔ bamanankan kɔnɔ.
Grammar Core (Sentence Structures & Tenses),N tɛ taa yen fɔlɔ la.
Grammar Core (Sentence Structures & Tenses),"A tɛna kɛ fɛɛrɛ ye, n ye b’a fɔ i ma."
Conversational Data (Real-Life Dialogues & Exchanges),"I ni ce, a bɛ sewa?"
Conversational Data (Real-Life Dialogues & Exchanges),"N bɛ sewa, i ka fɔ n ye?"
Conversational Data (Real-Life Dialogues & Exchanges),A bɛ taa sɔrɔ min bɛ nɔgɔ?
Conversational Data (Real-Life Dialogues & Exchanges),I ye kɔfɛ min na waati?
Conversational Data (Real-Life Dialogues & Exchanges),N bɛna taa ka dɔnkili da i la.
Conversational Data (Real-Life Dialogues & Exchanges),A bɛ ka kuma ni cɛ ye.
Conversational Data (Real-Life Dialogues & Exchanges),I bɛ se ka taa ka suma?
Conversational Data (Real-Life Dialogues & Exchanges),"N bɛ kɛ kɛrɛnkɛrɛn ye, o bɛ y’a fisa."
Conversational Data (Real-Life Dialogues & Exchanges),I bɛ bɔ Bamako la?
Conversational Data (Real-Life Dialogues & Exchanges),A bɛ ka don ni i ka baro.
Code-Switching & Multilingualism,N bɛ na market la ka buy mango.
Code-Switching & Multilingualism,A bɛna kɛ meeting kɔnɔ sisan.
Code-Switching & Multilingualism,I ye message send n ma on WhatsApp.
Code-Switching & Multilingualism,N bɛ sewa ka connect internet la.
Code-Switching & Multilingualism,A bɛ na doctor la appointment kɔnɔ.
Code-Switching & Multilingualism,I bɛna study ka learn English.
Code-Switching & Multilingualism,N bɛna travel ka go to Kayes.
Code-Switching & Multilingualism,A bɛ discuss ni manager ye.
Code-Switching & Multilingualism,N tɛ understand o ka meaning la.
Code-Switching & Multilingualism,A bɛ call i phone la.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Siraba bɛ bɔ́ minɛ ka kɛ sariya la.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Dokotɔrɔ bɛna check n ka kɔrɔkɛ.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",A bɛ jabi ko ka project ye sɛbɛnni.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",N bɛna ɲɛtan kɛ min bɛ bɔ hukumani la.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",A bɛ ka decision don jɔyɔrɔ la.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",N bɛ file tugu ni document ye.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Minisiri bɛna taa ka se jamanaden don.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Avoka bɛ ka mara ni client ye.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",A bɛ ka report sɛbɛnni ni clarity la.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Dokotɔrɔ ye ka cogo bɔ n ma kɔnɔ.
"Idioms, Proverbs & Cultural Expressions",Bolo tɛ sisan tɛ fɛ ka bɔgɔ bɔ.
"Idioms, Proverbs & Cultural Expressions","Sɔgɔma tɛ bɛɛ ye, tile bɛna na."
"Idioms, Proverbs & Cultural Expressions","Kanu tɛ bɔ, a bɛna sɔrɔ fɛɛrɛ ye."
"Idioms, Proverbs & Cultural Expressions","Ni wulu kɛ, misi tɛ taa."
"Idioms, Proverbs & Cultural Expressions",A bɛna don ko ka furu yɛrɛ ye.
