Category,Sentence
Grammar Core,She has been working on this project for three years.
Grammar Core,"If I had studied harder, I would have passed the exam."
Grammar Core,The food was being prepared when the guests arrived.
Grammar Core,Will you be attending the seminar tomorrow?
Grammar Core,"By the time we reached, the train had already left."
Grammar Core,This book is read by students across the country.
Grammar Core,I am not liking this movie; it's too slow.
Grammar Core,They shall complete the construction by next year.
Grammar Core,"Had she known the truth, she wouldn’t have reacted that way."
Grammar Core,He does not play cricket on Sundays.
Conversational Data,"Hey, what's up? Long time no see!"
Conversational Data,Could you please pass me the salt?
Conversational Data,"Arre, you know what happened yesterday at work?"
Conversational Data,I’m heading to Connaught Place. Wanna join?
Conversational Data,"Beta, have you had lunch or not?"
Conversational Data,"Boss, I need a day off tomorrow."
Conversational Data,"Sorry yaar, I completely forgot about your birthday!"
Conversational Data,"Excuse me, where can I find platform number 6?"
Conversational Data,"Maa, I’ll be home late today."
Conversational Data,"Bro, that match was totally epic!"
Code-Switching & Multilingualism,"Bhai, let’s meet after office and discuss the project."
Code-Switching & Multilingualism,Can you please give me some chai? I need a break.
Code-Switching & Multilingualism,"She said, 'Aaj ka din bahut hectic tha!'"
Code-Switching & Multilingualism,Pakka? You will submit the assignment by tomorrow?
Code-Switching & Multilingualism,"Dost, tune kal ka match dekha kya?"
Code-Switching & Multilingualism,"Yaar, let’s order some pani puri."
Code-Switching & Multilingualism,"Arre, why are you always late?"
Code-Switching & Multilingualism,Kya tum mujhe help kar sakte ho with this report?
Code-Switching & Multilingualism,"Chalo, let’s start the meeting."
Code-Switching & Multilingualism,"Uncle, can you please help me with the luggage?"
Formal & Professional Speech,"As per our last conversation, I have attached the report."
Formal & Professional Speech,Please ensure that all deliverables are submitted on time.
Formal & Professional Speech,We regret to inform you that your application was not selected.
Formal & Professional Speech,The meeting has been rescheduled to 4 PM.
Formal & Professional Speech,Your payment is due by the end of this month.
Formal & Professional Speech,Kindly find the invoice attached for your reference.
Formal & Professional Speech,It was a pleasure discussing the project with you.
Formal & Professional Speech,I appreciate your prompt response.
Formal & Professional Speech,Could you kindly elaborate on the third point in the document?
Formal & Professional Speech,Please let me know a convenient time for the call.
"Idioms, Proverbs & Cultural Expressions",She is always crying over spilt milk.
"Idioms, Proverbs & Cultural Expressions",A stitch in time saves nine.
"Idioms, Proverbs & Cultural Expressions",He is trying to kill two birds with one stone.
"Idioms, Proverbs & Cultural Expressions",The ball is in your court now.
"Idioms, Proverbs & Cultural Expressions",Don’t count your chickens before they hatch.
