Categories,Sentences
Grammar Core (Sentence Structures & Tenses),mi pu citka lo plise
Grammar Core (Sentence Structures & Tenses),mi ca tavla do lo nu bajra
Grammar Core (Sentence Structures & Tenses),mi ba klama le zarci
Grammar Core (Sentence Structures & Tenses),mi na nelci lo tcati
Grammar Core (Sentence Structures & Tenses),do pu se viska mi
Grammar Core (Sentence Structures & Tenses),mi ba se jundi lo nu do klama
Grammar Core (Sentence Structures & Tenses),mi djica lo nu mi pu renvi
Grammar Core (Sentence Structures & Tenses),mi pu'o penmi lo pendo
Grammar Core (Sentence Structures & Tenses),mi ba co'a sipna lo cacra be li mu
Grammar Core (Sentence Structures & Tenses),mi pu se catlu lo nu pluta cu bredi
Conversational Data (Real-Life Dialogues & Exchanges),"coi do, do mo"
Conversational Data (Real-Life Dialogues & Exchanges),"mi djica lo nu klama le zarci, do"
Conversational Data (Real-Life Dialogues & Exchanges),xu do nelci lo ckafi
Conversational Data (Real-Life Dialogues & Exchanges),"ie, mi nelci lo ckafi barda"
Conversational Data (Real-Life Dialogues & Exchanges),mi na kakne lo nu klama ca lo cabdei
Conversational Data (Real-Life Dialogues & Exchanges),xu do pu viska lo zdani be mi
Conversational Data (Real-Life Dialogues & Exchanges),mi pu pensi lo nu tavla do
Conversational Data (Real-Life Dialogues & Exchanges),do pu cusku lo se du'u do troci
Conversational Data (Real-Life Dialogues & Exchanges),"je'e, mi to'e nelci lo nu klama le zarci"
Conversational Data (Real-Life Dialogues & Exchanges),mi pu tirna do se snada
Code-Switching & Multilingualism,mi pu citka lo plise in the morning
Code-Switching & Multilingualism,xu do viska lo friend be mi
Code-Switching & Multilingualism,mi djuno lo du'u tomorrow mi ba klama
Code-Switching & Multilingualism,"hey, do pu klama la Paris"
Code-Switching & Multilingualism,mi ca djica lo nu watch lo muvdu
Code-Switching & Multilingualism,mi nelci lo tcati because it's sweet
Code-Switching & Multilingualism,xu do pu tavla lo teacher be do
Code-Switching & Multilingualism,mi pu penmi lo friend be do yesterday
Code-Switching & Multilingualism,mi ba klama le zarci and buy lo mlatu cidja
Code-Switching & Multilingualism,"coi bro, do mo ca lo cabdei"
"Formal & Professional Speech (Business, Legal, Medical, Technical)",mi cusku lo se du'u lo jdini cu zmadu
"Formal & Professional Speech (Business, Legal, Medical, Technical)",mi djuno lo du'u lo karni cu se tcica
"Formal & Professional Speech (Business, Legal, Medical, Technical)",mi catlu lo datni be le kampu
"Formal & Professional Speech (Business, Legal, Medical, Technical)",mi tavla lo cmima be le jerna
