Category,Sentence
Grammar Core (Sentence Structures & Tenses),Mañana viajaré a León para visitar a mis abuelos.
Grammar Core (Sentence Structures & Tenses),"Si tuviera dinero, compraría una casa en Granada."
Grammar Core (Sentence Structures & Tenses),El documento fue firmado por el presidente ayer.
Grammar Core (Sentence Structures & Tenses),No he visto a mi hermano desde la semana pasada.
Grammar Core (Sentence Structures & Tenses),Los niños juegan en el parque todas las tardes.
Grammar Core (Sentence Structures & Tenses),"Cuando era niño, solía jugar con mis primos en la calle."
Grammar Core (Sentence Structures & Tenses),Ella estaba cocinando cuando sonó el teléfono.
Grammar Core (Sentence Structures & Tenses),No quiero que salgas tarde en la noche.
Grammar Core (Sentence Structures & Tenses),¿Habías terminado tu tarea antes de que llegara el profesor?
Grammar Core (Sentence Structures & Tenses),Espero que mañana haga buen clima para el viaje.
Conversational Data (Real-Life Dialogues & Exchanges),"¿Qué onda, loco? Hace rato que no te veo."
Conversational Data (Real-Life Dialogues & Exchanges),"Buenas tardes, señor. ¿Cómo puedo ayudarle hoy?"
Conversational Data (Real-Life Dialogues & Exchanges),"Ey, pasame el teléfono un ratito."
Conversational Data (Real-Life Dialogues & Exchanges),"Hola, disculpe, ¿dónde está la parada de buses más cercana?"
Conversational Data (Real-Life Dialogues & Exchanges),"Compadre, contame qué ha pasado con María."
Conversational Data (Real-Life Dialogues & Exchanges),"¿Me puede decir cuánto cuesta este producto, por favor?"
Conversational Data (Real-Life Dialogues & Exchanges),"Voy a la pulpería, ¿querés algo?"
Conversational Data (Real-Life Dialogues & Exchanges),"Sí, claro, aquí tiene su recibo. ¡Que tenga un buen día!"
Conversational Data (Real-Life Dialogues & Exchanges),Vos siempre llegás tarde a las reuniones.
Conversational Data (Real-Life Dialogues & Exchanges),"No te preocupés, hombre, aquí te espero."
Code-Switching & Multilingualism,"Mañana voy a hacer un delivery, pero first, I need a coffee."
Code-Switching & Multilingualism,"No hay problema, we can do it en la tarde."
Code-Switching & Multilingualism,"Ey bro, ¿qué tal estuvo el partido anoche?"
Code-Switching & Multilingualism,"Estoy busy ahora, pero hablamos después."
Code-Switching & Multilingualism,Vamos a ver una movie en el cine este finde.
Code-Switching & Multilingualism,La teacher nos dejó bastante homework para mañana.
Code-Switching & Multilingualism,"Me gustaría un hot dog con todo, por favor."
Code-Switching & Multilingualism,"Dale, let’s go a la playa este domingo."
Code-Switching & Multilingualism,Tengo una meeting con el jefe en la mañana.
Code-Switching & Multilingualism,"Ese evento estuvo súper cool, ¿no creés?"
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Estimado cliente, su solicitud ha sido procesada con éxito."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",El diagnóstico del paciente indica una infección viral.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","En virtud del acuerdo, ambas partes deben cumplir con las cláusulas establecidas."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",El comité se reunirá el próximo martes para discutir el presupuesto.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Para solicitar una cita médica, complete el formulario en línea."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Le agradecemos su preferencia y esperamos servirle nuevamente.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",El balance financiero del trimestre refleja un crecimiento del 15%.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",La sentencia judicial será emitida el viernes a las 10:00 a. m.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Los empleados deben cumplir con las normas de seguridad establecidas.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",El proyecto de construcción estará finalizado en diciembre.
"Idioms, Proverbs & Cultural Expressions",A caballo regalado no se le mira el colmillo.
"Idioms, Proverbs & Cultural Expressions",Más vale tarde que nunca.
"Idioms, Proverbs & Cultural Expressions","El que madruga, Dios lo ayuda."
"Idioms, Proverbs & Cultural Expressions","Camarón que se duerme, se lo lleva la corriente."
"Idioms, Proverbs & Cultural Expressions","Cuando el río suena, piedras trae."
"Idioms, Proverbs & Cultural Expressions",No hay mal que por bien no venga.
"Idioms, Proverbs & Cultural Expressions",Dime con quién andas y te diré quién eres.
"Idioms, Proverbs & Cultural Expressions",Cría cuervos y te sacarán los ojos.
"Idioms, Proverbs & Cultural Expressions","El que mucho abarca, poco aprieta."
"Idioms, Proverbs & Cultural Expressions","Perro que ladra, no muerde."
Question-Answer Pairs (FAQ & Contextual Understanding),¿Dónde puedo encontrar la farmacia más cercana?
Question-Answer Pairs (FAQ & Contextual Understanding),¿Cómo puedo cambiar mi contraseña en la aplicación?
Question-Answer Pairs (FAQ & Contextual Understanding),¿Cuál es la mejor época para visitar Nicaragua?
Question-Answer Pairs (FAQ & Contextual Understanding),¿Cuánto cuesta el boleto de autobús a Masaya?
Question-Answer Pairs (FAQ & Contextual Understanding),¿Me puede recomendar un buen restaurante cerca de aquí?
Question-Answer Pairs (FAQ & Contextual Understanding),¿Por qué el agua del lago Cocibolca no es potable?
Question-Answer Pairs (FAQ & Contextual Understanding),¿Cuáles son los requisitos para solicitar la visa?
Question-Answer Pairs (FAQ & Contextual Understanding),¿Dónde puedo estudiar español en Nicaragua?
Question-Answer Pairs (FAQ & Contextual Understanding),¿Cuál es la historia detrás de la Catedral de León?
Question-Answer Pairs (FAQ & Contextual Understanding),¿Me puede ayudar con esta transacción bancaria?
Commands & Instructions (Imperative Sentences),"Por favor, apaga la luz antes de salir."
Commands & Instructions (Imperative Sentences),Llámame cuando llegues a casa.
Commands & Instructions (Imperative Sentences),Encienda el motor y espere la señal.
Commands & Instructions (Imperative Sentences),Dime la verdad sin rodeos.
Commands & Instructions (Imperative Sentences),Guarden silencio durante la presentación.
Commands & Instructions (Imperative Sentences),No olvides llevar tu identificación.
Commands & Instructions (Imperative Sentences),Haga clic aquí para continuar.
Commands & Instructions (Imperative Sentences),Siga las instrucciones en la pantalla.
Commands & Instructions (Imperative Sentences),Pon la mesa antes de la cena.
Commands & Instructions (Imperative Sentences),Recoge tus cosas antes de irte.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Juan Pérez nació en Managua el 12 de abril de 1985.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",La Universidad Nacional Autónoma de Nicaragua es una de las más antiguas del país.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",El volcán Masaya es uno de los más activos de Nicaragua.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Google y Microsoft están invirtiendo en tecnología de inteligencia artificial.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",El evento se llevará a cabo el 25 de diciembre en el Teatro Nacional Rubén Darío.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Mi cita médica está programada para el 3 de marzo en el Hospital Vivian Pellas.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Netflix estrenará una nueva serie basada en la Revolución Sandinista.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Nicaragua exporta café a Estados Unidos y Europa.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",La Copa Mundial de la FIFA 2026 se jugará en Norteamérica.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Amazon abrirá un centro de distribución en Costa Rica.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Estoy tan feliz de ver a mi familia después de tanto tiempo.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"No puedo creer que haya perdido mi vuelo, ¡qué desastre!"
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Este restaurante tiene la mejor comida que he probado.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Me siento frustrado porque no logramos resolver el problema.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Qué alegría recibir buenas noticias después de un día difícil.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"El servicio al cliente fue terrible, no lo recomendaría."
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ver el atardecer en la playa siempre me llena de paz.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Estoy agradecido por todas las oportunidades que he tenido.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Odio cuando la gente no respeta las normas de tránsito.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),La música de este concierto me hizo sentir increíblemente vivo.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Voy a comprar pan en la tienda. → Iré a la panadería por pan.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Mañana tengo una reunión importante. → Tengo una cita clave mañana.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ese carro es muy caro. → El precio de ese vehículo es alto.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Me gusta leer libros de misterio. → Disfruto las novelas de suspenso.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ella se sintió triste al escuchar la noticia. → La noticia la llenó de melancolía.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),No quiero salir porque está lloviendo. → Prefiero quedarme en casa porque llueve.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Estoy aprendiendo a cocinar. → Me estoy enseñando a preparar comida.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),El examen fue difícil. → La prueba estuvo bastante complicada.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Nos vemos más tarde. → Te veré después.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),El café está muy caliente. → La bebida está demasiado caliente para tomarla.
