Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Nĩndĩa mbesa yĩtũ na nĩtũtavya mbesa ĩingi.
Grammar Core (Sentence Structures & Tenses),Ndũka ya Kĩoko yaiyũkĩlĩlwe ni mũndũ mũsyawa.
Grammar Core (Sentence Structures & Tenses),Nĩngwenda kwasya nesa usu ũsũ.
Grammar Core (Sentence Structures & Tenses),Twavika kũthĩ mũno mũthenya wa kĩvinda kĩu.
Grammar Core (Sentence Structures & Tenses),Ŵaũ na mũsyĩ waĩ wĩkwatya ũsũlũ wa kyaũ.
Grammar Core (Sentence Structures & Tenses),Nĩtũkwenda kũtũma mũno nesa.
Grammar Core (Sentence Structures & Tenses),Nĩngĩkala nĩngasya ũle mũno nesa.
Grammar Core (Sentence Structures & Tenses),Ŵoĩ nĩvĩndũ vĩa kũsoma kwĩvĩa na kwĩndĩa.
Grammar Core (Sentence Structures & Tenses),Mũnoũ mũndũ ũkũkaũka nĩ mũkaũka wa nesa.
Grammar Core (Sentence Structures & Tenses),Kĩvĩndũ kĩla kĩkũyaũkwa kĩna mũtũmi mũndũ mweũ.
Conversational Data (Real-Life Dialogues & Exchanges),"A: Wĩ kũsavu? B: Ĩĩ, nĩndĩa kũsavu mũno."
Conversational Data (Real-Life Dialogues & Exchanges),A: Nĩngwenda kwona Kĩoko. B: Nĩtũthiĩ naĩtuo tũndũ.
Conversational Data (Real-Life Dialogues & Exchanges),"A: Ũna mũvya? B: Ũĩ, nĩmwe wĩũ mũno."
Conversational Data (Real-Life Dialogues & Exchanges),"A: Ũsyũ? B: Nĩkũvĩa, nĩngwendete mũno."
Conversational Data (Real-Life Dialogues & Exchanges),"A: Nĩtũsavu kũthi? B: Ĩĩ, na tũende nesa."
Conversational Data (Real-Life Dialogues & Exchanges),A: Ũkũthĩa wapi? B: Nĩngĩthĩa Machakos.
Conversational Data (Real-Life Dialogues & Exchanges),A: Nĩtwona Kĩvutha? B: Nĩtũmwona kĩvinda kĩa kwĩvĩa.
Conversational Data (Real-Life Dialogues & Exchanges),"A: Nĩsyĩo syaũ? B: Nĩsyĩo, ũseũ ũtwe nesa."
Conversational Data (Real-Life Dialogues & Exchanges),A: Nĩngwendete kũsoma. B: Kĩvĩndũ kĩũ nĩ kya nesa.
Conversational Data (Real-Life Dialogues & Exchanges),A: Ũnengwe kĩla? B: Nĩkwona ta nesa.
Code-Switching & Multilingualism,Nĩngwenda kuenda shopping kwa mall.
Code-Switching & Multilingualism,Tũkase enjoy party ya weekend.
Code-Switching & Multilingualism,Nĩtũsyoka home late nĩmavinda maũmwe.
Code-Switching & Multilingualism,Wĩ busy today ũle?
Code-Switching & Multilingualism,Tũĩkĩte project ya school together.
Code-Switching & Multilingualism,Nĩtũwaita meeting kwa office ya boss.
Code-Switching & Multilingualism,"Nĩmavinda maũ, I just chill kwa nyumba."
Code-Switching & Multilingualism,Ŵoĩ ũũ weekend tũende cinema.
Code-Switching & Multilingualism,"Nĩngĩpata time, nĩngĩvisit mũsyĩ wakwa."
Code-Switching & Multilingualism,Let's plan trip kũ Machakos town.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Nĩtũkwasya twĩ na policy ya kũtũma ithyũ.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Nĩndĩa kũvata ndĩa ya medical report.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mũndũ ũsyĩtwa lawyer nĩkũvĩa kũvata case nesa.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Twĩ na contract ya business ya mĩaka itatũ.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ndũma ya clinic nĩkũvĩa nesa.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Nĩkwenda report ya progress ya students.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Tũkũvata audit ya accounts kĩvĩndũ kĩa mwĩaka.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Nĩndĩa proposal ya technical project.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Tũkwenda kũvata minutes ya meeting.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Tũthondeke kĩvĩndũ kya kũsyĩa documentation.
"Idioms, Proverbs & Cultural Expressions",Mũndũ ũsũ nĩ mũtwe wa nesa ta mũkamba asya ‘Mũndũ nĩ kĩvĩndũ’.
"Idioms, Proverbs & Cultural Expressions","Ŵoĩ, ‘Mũsyĩ nĩ kĩvĩndũ kya mũndũ’."
"Idioms, Proverbs & Cultural Expressions",‘Kĩvĩndũ kya nesa nĩ kyaũtaũka’ asya atumia.
"Idioms, Proverbs & Cultural Expressions",‘Kĩũ kya mũndũ nĩ kyaũtũmĩa ũvĩ’ nĩ ivinda.
"Idioms, Proverbs & Cultural Expressions","‘Mũkamba asya, nĩtwĩ na mĩtĩlĩ, nĩtwĩ na ndũa’."
"Idioms, Proverbs & Cultural Expressions",‘Kĩvĩndũ kyaũ kĩkwenda ũtũmi’ nĩ ũsũ wĩaũ.
"Idioms, Proverbs & Cultural Expressions",‘Mũndũ nĩ mũndũ na atumia nĩ matũmi’ asya makũũ.
"Idioms, Proverbs & Cultural Expressions","‘Nĩũkũndũka, nĩũtũũka’ kũvĩa kĩsomo kyaũ."
"Idioms, Proverbs & Cultural Expressions",‘Mũndũ ũkũnyanya nĩ mũndũ ũtavya ũvĩ’ nĩ ivinda.
"Idioms, Proverbs & Cultural Expressions",‘Mũnoũ nĩ kĩvĩndũ kyaũkĩa nesa’ asya kĩsomo.
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Ũnengwe nesa kũsoma Kamba? A: Ĩĩ, nĩkwona kĩvĩndũ kyaũ."
