Categories,Sentences
Grammar Core (Sentence Structures & Tenses),"Ich ben en Kölner, un ich wor immer stolz drop."
Grammar Core (Sentence Structures & Tenses),"Mer wöde jään nohm Dom jeiße, wenn et nitt zo voll es."
Grammar Core (Sentence Structures & Tenses),"Wenn ich hätt jeld, däät ich mir e neu Fiets koofe."
Grammar Core (Sentence Structures & Tenses),"Hätt ich dat jewußt, hätt ich ming Jacke met jenomme."
Grammar Core (Sentence Structures & Tenses),"D’r Hund es am belle, weil d’r Briefdräjer kütt."
Grammar Core (Sentence Structures & Tenses),"Et wööd gesaht, dat mer he em Veedel jot zosammehallde."
Grammar Core (Sentence Structures & Tenses),"Ich jonn jleich ens eröm, su lang et noch hell es."
Grammar Core (Sentence Structures & Tenses),"Dä Jupp hät sisch verletz, ävver he wööd widder joot."
Grammar Core (Sentence Structures & Tenses),"Mer däät d’r Dom nit abreiße, och wenn et stürme däät."
Grammar Core (Sentence Structures & Tenses),"He söll nit verzälle, wat he nit wees."
Conversational Data (Real-Life Dialogues & Exchanges),Wat mähts du hück Ovend?
Conversational Data (Real-Life Dialogues & Exchanges),"Kumm, mer jonn en Brauhaus, ich han Duust!"
Conversational Data (Real-Life Dialogues & Exchanges),"Wat häste jeschaff, hück op d’r Aarbëß?"
Conversational Data (Real-Life Dialogues & Exchanges),"Et wor su vill Lärm, ich han nix verstonn."
Conversational Data (Real-Life Dialogues & Exchanges),"Jo, dat kann ich joot verstonn, dat es och nervëg."
Conversational Data (Real-Life Dialogues & Exchanges),Häs de ming Handtäsch jesehn?
Conversational Data (Real-Life Dialogues & Exchanges),Kanns du mir e Kaffi maache?
Conversational Data (Real-Life Dialogues & Exchanges),"Nee, do han ich kei Lust drop."
Conversational Data (Real-Life Dialogues & Exchanges),"Mir jonn zom Maat, wells metkumm?"
Conversational Data (Real-Life Dialogues & Exchanges),Hück es et widder e richtije Kölle-Daach!
Code-Switching & Multilingualism,"Ich ben tired, ävver ich moss noh d’r Job."
Code-Switching & Multilingualism,Do hätt er jesagt: 'Let’s go to the Dom!'
Code-Switching & Multilingualism,"Wat e crazy Daach, ming Fründ!"
Code-Switching & Multilingualism,"He jitt full support, dat es nice!"
Code-Switching & Multilingualism,Ich han ming Meeting heute online jemaat.
Code-Switching & Multilingualism,Kannst du dat bitte uploaden?
Code-Switching & Multilingualism,Mir han e Zoom-Call um zwee.
Code-Switching & Multilingualism,Ich han dä Text ehmol checked.
Code-Switching & Multilingualism,Et wor voll crowded em Zuch.
Code-Switching & Multilingualism,"He said, 'Kölle is love', un dat es wohr."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Sehr geehrte Dames un Hären, mir bedanke uns för ding Zick."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Et Protokoll wööd am Enn vum Daach jescheck.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Bitte säät Bescheid, wenn dr Änderunge sin."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","D’r Doktor hät jesaht, ich sull mih usruhe."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",D’r Vertrag trett morje en Kraft.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mir mööte d’r Budgetplan noh emol durchjonn.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Jede Mitarbeiter es verflicht, d’r Richtlinie ze folge."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",D’r Kunde hät sich beschwadt övver dä Service.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Bitte bestätig dä Empfaang vun dä Datei.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",D’r Bericht wööd vum Chef persönlich unterschrevve.
"Idioms, Proverbs & Cultural Expressions",Et hät noch immer joot jejange.
"Idioms, Proverbs & Cultural Expressions","Wat fott es, es fott."
"Idioms, Proverbs & Cultural Expressions",Jede Jeck es anders.
"Idioms, Proverbs & Cultural Expressions","Do moß mer durch, wie d’r Kall durch d’r Maat."
"Idioms, Proverbs & Cultural Expressions",Mer kann nit op zwee Hochzeite danze.
"Idioms, Proverbs & Cultural Expressions","Wenn et Domkapp hät, dann regnet et."
"Idioms, Proverbs & Cultural Expressions",Do hät dä Hund de Wursch jejange.
"Idioms, Proverbs & Cultural Expressions",Et kütt wie et kütt.
"Idioms, Proverbs & Cultural Expressions",Mer soll de Dagg nit vör d’r Ovend lobe.
"Idioms, Proverbs & Cultural Expressions",He es e richtije Pittermännche!
Question-Answer Pairs (FAQ & Contextual Understanding),"Fröög: Wou es dä nächste Zochhaltestell? Antwoot: Hinge’m Café, do links."
Question-Answer Pairs (FAQ & Contextual Understanding),Fröög: Wievill köst dat? Antwoot: Zwanzig Euro un en Lach.
Question-Answer Pairs (FAQ & Contextual Understanding),"Fröög: Häs de Hunger? Antwoot: Jo, ich könnt en Päffje esse."
Question-Answer Pairs (FAQ & Contextual Understanding),"Fröög: Wann kütt dä Bus? Antwoot: Jleich, noh fünf Minutte."
Question-Answer Pairs (FAQ & Contextual Understanding),"Fröög: Wou wohns du? Antwoot: En Nippes, janz noh beim Rhein."
Question-Answer Pairs (FAQ & Contextual Understanding),Fröög: Wievill Johr häs du? Antwoot: Vierunzwanzig un e Hätz voll Kölle.
Question-Answer Pairs (FAQ & Contextual Understanding),Fröög: Wat mäht dä Wetter? Antwoot: Sonn un Spaß!
Question-Answer Pairs (FAQ & Contextual Understanding),"Fröög: Kann ich helfe? Antwoot: Nee danke, ich pack dat."
Question-Answer Pairs (FAQ & Contextual Understanding),Fröög: Wat es dä Name vum Dom? Antwoot: D’r Kölner Dom!
Question-Answer Pairs (FAQ & Contextual Understanding),"Fröög: Häs du ming Schlëssel jesehn? Antwoot: Nee, vielleicht op dä Küsch."
Commands & Instructions (Imperative Sentences),Mach dä Fenschter zoh!
Commands & Instructions (Imperative Sentences),"Jitt mer dä Zett, bitte!"
Commands & Instructions (Imperative Sentences),"Pass op, dä Kaat es nass!"
Commands & Instructions (Imperative Sentences),Hör op ze quatsche!
Commands & Instructions (Imperative Sentences),"Kumm ens he, ich muss dir jet zeije."
Commands & Instructions (Imperative Sentences),Stell dä Becher op dä Disch!
Commands & Instructions (Imperative Sentences),"Schriev dat op, do verjess de nit."
Commands & Instructions (Imperative Sentences),Loh dä Hund nit erus!
Commands & Instructions (Imperative Sentences),Giff Obacht beim Koche!
Commands & Instructions (Imperative Sentences),Dreh dä Radio leiser!
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",D’r Peter es met dä Maria noh Kölle jefahre.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Em Veedel Südstadt sin vill kleine Kneipe.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",D’r Karneval fingk am 11. November aam.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Mer jonn jähn zom FC-Spiel im RheinEnergieStadion.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ming Oma wohnt em Agnesviertel.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Et Konzert vun BAP wor jraad jroßartig!
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",D’r Bürgermeister hät e Rede em Rathaus jejahl.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Kölle am Rhing es ming Heem.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",En 2023 wor et Summer zo heeß.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",D’r Zoo vun Kölle es för Kinner e Paradies.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"Ich ben su glücklich, dat ich hück frei han!"
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"Et mäht mich traurig, wenn ich dä alte Dom nit jesinn kann."
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"Wat e Wunnerdaach, alles es schön!"
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"Ich ben wootend, weil dä Bus widder zo spät kütt."
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ich ben nervös vör dä große Prufung.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ich ben stolz op ming Stadt un ming Lück.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Et jitt nix Schlimmers als kalle Pizzas.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ich ben verzaubert vun dä Leechter em Advent.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ich han Angscht vör dä Dunkelheit.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ich ben zufrädde met ming Lävve.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ich jonn hück nohm Maat.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Hück jonn ich op dä Maat.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"Zum Maat jonn ich hück, dä es schön."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ich will hück jet Frisches koofe op dä Maat.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Op dä Maat hück jitt et vill Jemös.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),D’r Maat es hück widder op.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ich han ming Beutel jepackt för dä Maat.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"He säät, dä Maat hätt widder off."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Mir sinn hück all zom Maat jejange.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Hück es Maatdaach en Kölle!
