Categories,Sentences
Grammar Core (Sentence Structures & Tenses),"Lenn i ven aníron, mal ú-chegin aníron."
Grammar Core (Sentence Structures & Tenses),"Berinant i ndôr, aníron nadad."
Grammar Core (Sentence Structures & Tenses),I aran toled an annûn ned lû aur.
Grammar Core (Sentence Structures & Tenses),"Ae ú-aníron te, ú-mavon."
Grammar Core (Sentence Structures & Tenses),Ú-chebin nad naid bain.
Grammar Core (Sentence Structures & Tenses),Echid i noeg an i ardhon.
Grammar Core (Sentence Structures & Tenses),"Caraniel i daedhel, sui i neth gîn."
Grammar Core (Sentence Structures & Tenses),"Telitha i dû, ae man pedich?"
Grammar Core (Sentence Structures & Tenses),Narthannen i ardhon lín an nguruthos.
Grammar Core (Sentence Structures & Tenses),Gerin estel na i ardhon aen.
Conversational Data (Real-Life Dialogues & Exchanges),"– Manen ná le? – Maer, a le?"
Conversational Data (Real-Life Dialogues & Exchanges),"– Pedich i lam edhellen? – Nan, thand."
Conversational Data (Real-Life Dialogues & Exchanges),– Man cerich? – Cenin i chened lín.
Conversational Data (Real-Life Dialogues & Exchanges),– Le annon milui. – Hannon le.
Conversational Data (Real-Life Dialogues & Exchanges),– Avo garo nauthannen. – Ú-chebin nauth.
Conversational Data (Real-Life Dialogues & Exchanges),– Gwestannen? – Ú-vë.
Conversational Data (Real-Life Dialogues & Exchanges),– Suilad! Manen cenich ennas? – Min rîs i alagos.
Conversational Data (Real-Life Dialogues & Exchanges),"– Ma natha suilad lín? – Ae síla, na síla lín."
Conversational Data (Real-Life Dialogues & Exchanges),"– Iston lû lín? – Baw, lostannen."
Conversational Data (Real-Life Dialogues & Exchanges),"– Man ista i est lîn? – Eston le, Elenath."
Code-Switching & Multilingualism,"Pedin edhellen, but sometimes I switch to English."
Code-Switching & Multilingualism,"Im ú-bedin Quenya, pero comprendo un poco."
Code-Switching & Multilingualism,"Manen cenich? Because I’m tired, I’ll reply later."
Code-Switching & Multilingualism,"Let’s go, mellon nin – ennas!"
Code-Switching & Multilingualism,"I’m late, aníron peded fast."
Code-Switching & Multilingualism,"Ú-bedin edregol, mais je comprends."
Code-Switching & Multilingualism,"Elen sila lúmenn, but it’s cloudy now."
Code-Switching & Multilingualism,"Mebo le, ’cause you deserve it."
Code-Switching & Multilingualism,"A tiro nin, it’s important."
Code-Switching & Multilingualism,"Avo garo thîr, relax a little."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Minna i vaethor, i dant lín bedithar an gwaith lín."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mae govannen. Gerithach istad lín na haeron i naith.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Cenithar i linnod lín ned gobeth narn.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Hannad lín na i nostad dîn o i nguruthos.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Peditham lín na metha i tîr i thand.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Gurth lín nestatha na anglened lín.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ethraid lín nathad na narn lín.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Edraith lín natha an le adlant.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Garo i chened lín na dolen maethor.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Natha gîn nestannen ned i thîr gîn lín.
"Idioms, Proverbs & Cultural Expressions",Boe ú-bedin aníron.
"Idioms, Proverbs & Cultural Expressions",Ú-aníron annon lín sui i dhû.
"Idioms, Proverbs & Cultural Expressions",Lacho calad! Drego morn!
"Idioms, Proverbs & Cultural Expressions",Ú-moe peded lín sui chwest.
"Idioms, Proverbs & Cultural Expressions","Sui i gil síla, sui lín thîr lammen."
"Idioms, Proverbs & Cultural Expressions",I ardhon guren sui i los hith.
"Idioms, Proverbs & Cultural Expressions",Galu lín no aníron.
"Idioms, Proverbs & Cultural Expressions","No sui i aear, a thia lín."
"Idioms, Proverbs & Cultural Expressions",Cenithar lín sui lostad i ardhon.
"Idioms, Proverbs & Cultural Expressions",Echuio lín sui i narn.
Question-Answer Pairs (FAQ & Contextual Understanding),"Manen estathach? – Eston le, mellon nín."
Question-Answer Pairs (FAQ & Contextual Understanding),Man i lû a sí? – Estel arad lín.
Question-Answer Pairs (FAQ & Contextual Understanding),Pedich i lam lín lín? – Edhellen.
Question-Answer Pairs (FAQ & Contextual Understanding),Manen mathach i raen? – Pedin ven lín.
Question-Answer Pairs (FAQ & Contextual Understanding),"Ú-pedich Quenya? – Baw, ú-istathon."
Question-Answer Pairs (FAQ & Contextual Understanding),Man cerin an i ardhon? – Tiriel i naith lín.
Question-Answer Pairs (FAQ & Contextual Understanding),Man linna i gil síla? – Na i ven ennas.
Question-Answer Pairs (FAQ & Contextual Understanding),Man síla i lû lín? – Ned lû thîr.
Question-Answer Pairs (FAQ & Contextual Understanding),"Gerin no i mellyn lín? – Aníron, ú-aníron."
Question-Answer Pairs (FAQ & Contextual Understanding),Pedin lín sui ae aníron.
Commands & Instructions (Imperative Sentences),Tiro i naur!
Commands & Instructions (Imperative Sentences),"No dhîr, drego!"
Commands & Instructions (Imperative Sentences),"Cen i amrûn, a tiro i ardhon."
Commands & Instructions (Imperative Sentences),"Tolo sí, boe istad."
Commands & Instructions (Imperative Sentences),Ú-drego ned i rath!
Commands & Instructions (Imperative Sentences),Caro lín aníron!
Commands & Instructions (Imperative Sentences),Losto lín!
Commands & Instructions (Imperative Sentences),Garo naid lín sui i rîs lín.
Commands & Instructions (Imperative Sentences),Panno i ven lín.
Commands & Instructions (Imperative Sentences),Ú-na i ven thand!
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Elrond ná aran i Imladris.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Imladris estatha ned Eriador.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",I ardhon Edhellen natha brenil.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Galadriel est ú-chebin.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Gondolin danna ned i Second Age.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Maedhros ná i hên Fëanor.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ithilien na lû vîn na ven lín.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Orodruin cennas ned i narn.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Celebrimbor carna i ithilrim.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Lúthien est i bain.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ú-aníron i est guren.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ú-vë i ú-chebin aníron.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"Maer, a hwestol!"
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"I ardhon bain, dan naur."
Sentiment Analysis Data (Emotion & Opinion-based Sentences),I chened lín bain na guren.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ú-moe tírad lín ned i dhû.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"Guren dholl, dan guren belthor."
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"Le melin, dan ú-bedithon."
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Galu na i mellon lín.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Tiriad lín natha narn.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Aníron cen i ardhon – I wish to see the world.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Cenithar i ardhon ned lín ennas – You will see the world from there.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"Tîro i ardhon, boe istad – Watch the world, it needs to be known."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"A tiro aníron, boe cenatha – I desire to watch, it will be seen."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ú-chenithar i ardhon sui i ven – You won’t see the world like the path.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"Cenim i ardhon, dan ú-narn – We see the world, yet it's no tale."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"Tolo, a tir i ardhon – Come, and see the world."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Cenin i ardhon ned i dhû – I see the world in the night.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Gerin i ardhon aen – I have the world maybe.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Cened i ardhon narn – Seeing the world is a tale.
