Category,Sentence
Grammar Core (Sentence Structures & Tenses),Ez diçim bazarê.
Grammar Core (Sentence Structures & Tenses),Ew diçû bazarê.
Grammar Core (Sentence Structures & Tenses),Em ê biçin bazarê.
Grammar Core (Sentence Structures & Tenses),Ez dikare biçim bazarê.
Grammar Core (Sentence Structures & Tenses),Ez naçim bazarê.
Grammar Core (Sentence Structures & Tenses),Ew tê bazarê.
Grammar Core (Sentence Structures & Tenses),Bazarê hatin dîtin.
Grammar Core (Sentence Structures & Tenses),Ez dibêjim ku ez diçim bazarê.
Grammar Core (Sentence Structures & Tenses),Tu dikare biçî bazarê?
Grammar Core (Sentence Structures & Tenses),Ew hatin bazarê û mirovên ku li wir ne dîtin.
Conversational Data (Real-Life Dialogues & Exchanges),"Silm û rêz, çawa yî?"
Conversational Data (Real-Life Dialogues & Exchanges),"Ez baş im, tu çawa yî?"
Conversational Data (Real-Life Dialogues & Exchanges),"Ez vedixwim, tu dikarî ji min re bikî?"
Conversational Data (Real-Life Dialogues & Exchanges),"Ez divê biçim navçeyê, tu dixwazî bi min re werî?"
Conversational Data (Real-Life Dialogues & Exchanges),Ez ji bo hunerê hez dikim.
Conversational Data (Real-Life Dialogues & Exchanges),Tu dikarî mirovê bibîrînin?
Conversational Data (Real-Life Dialogues & Exchanges),Ez dixwazim birçîbûna xwe bisekinim.
Conversational Data (Real-Life Dialogues & Exchanges),Em dikarin bi hev re çi bikin?
Conversational Data (Real-Life Dialogues & Exchanges),Ez dikarim ji bo te alîkarî bikim.
Conversational Data (Real-Life Dialogues & Exchanges),Ez hewl didim ku fêm bikim.
Code-Switching & Multilingualism,Ez dixwazim bike shopping li mall.
Code-Switching & Multilingualism,Tu dikarî min help bikî?
Code-Switching & Multilingualism,Ez hotêlê reserve dikim.
Code-Switching & Multilingualism,Ew ji bo breakfast çi heye?
Code-Switching & Multilingualism,Ez dikarim car rental bikim?
Code-Switching & Multilingualism,Ez meetinga te naze zanibim.
Code-Switching & Multilingualism,WiFi şîfreya çi ye?
Code-Switching & Multilingualism,Hotelê min near the center e.
Code-Switching & Multilingualism,Kurdish food gelek baş e.
Code-Switching & Multilingualism,Ez phone number bikîşînim.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Ji bo rêzê, min nikare vê qebûl bikim."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ez dixwazim çavkaniya kontraktê bikim.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ez dikarim raporê şêwirmendiyê lê bikim?
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Ji kerema xwe, em ê guhertinên zanîndar bikirin."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mijara civîna me di derbarê pêşwêçûna dabe.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Di pêşniyara me de, em dibêjin ku..."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Li gorî qanûna we, em nikarin vê bidin."
