Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Baáshbaalíileesh akdúuatdak.
Grammar Core (Sentence Structures & Tenses),Shíika awássuua.
Grammar Core (Sentence Structures & Tenses),Báaxaape dakshíileesh.
Grammar Core (Sentence Structures & Tenses),Baáshbaalíileesh akdúuawak.
Grammar Core (Sentence Structures & Tenses),Shíika awássuuwaak.
Grammar Core (Sentence Structures & Tenses),Báaxaape dakshíilawak.
Grammar Core (Sentence Structures & Tenses),Baáshbaalíileesh akdúuatdakaak.
Grammar Core (Sentence Structures & Tenses),Shíika awássuuwaakdak.
Grammar Core (Sentence Structures & Tenses),Báaxaape dakshíilawakdak.
Grammar Core (Sentence Structures & Tenses),Baáshbaalíileesh akdúuawakdak.
Conversational Data (Real-Life Dialogues & Exchanges),"A: Dáasáa? B: Báa, baaxpée."
Conversational Data (Real-Life Dialogues & Exchanges),"A: Hée, daásahk? B: Baáshbaalíileesh akdúu."
Conversational Data (Real-Life Dialogues & Exchanges),"A: Báa shíika? B: Awássuu, baaxpée."
Conversational Data (Real-Life Dialogues & Exchanges),A: Dáaxpitsh? B: Ishkúulee.
Conversational Data (Real-Life Dialogues & Exchanges),"A: Hée, daasáa? B: Baáshbaalíileesh."
Conversational Data (Real-Life Dialogues & Exchanges),"A: Shíika awássuu? B: Báa, awássuu."
Conversational Data (Real-Life Dialogues & Exchanges),"A: Baáxpele? B: Báa, baaxpée."
Conversational Data (Real-Life Dialogues & Exchanges),A: Dáaxpée? B: Ishkúulee dak.
Conversational Data (Real-Life Dialogues & Exchanges),A: Hée? B: Báa.
Conversational Data (Real-Life Dialogues & Exchanges),"A: Baáshbaalíileesh? B: Báa, akdúu."
Code-Switching & Multilingualism,Baáshbaalíileesh class akdúu.
Code-Switching & Multilingualism,Shíika meeting awássuu.
Code-Switching & Multilingualism,Báaxaape project dakshíilawak.
Code-Switching & Multilingualism,Ishkúulee homework akdúu.
Code-Switching & Multilingualism,Baáshbaalíileesh email akdúu.
Code-Switching & Multilingualism,Shíika doctor awássuu.
Code-Switching & Multilingualism,Báaxaape report dakshíileesh.
Code-Switching & Multilingualism,Ishkúulee computer akdúu.
Code-Switching & Multilingualism,Baáshbaalíileesh schedule akdúu.
Code-Switching & Multilingualism,Shíika phone awássuu.
