Category,Sentence
Grammar Core (Sentence Structures & Tenses),Мон школась учить.
Grammar Core (Sentence Structures & Tenses),Сон учить школась.
Grammar Core (Sentence Structures & Tenses),Ломан учить школась.
Grammar Core (Sentence Structures & Tenses),Мон эрямс школась.
Grammar Core (Sentence Structures & Tenses),Сон эряви школась.
Grammar Core (Sentence Structures & Tenses),Авась эряви школась.
Grammar Core (Sentence Structures & Tenses),Кедь учить школась.
Grammar Core (Sentence Structures & Tenses),Школась эрямс ломанть.
Grammar Core (Sentence Structures & Tenses),Мон велемс школась.
Grammar Core (Sentence Structures & Tenses),Кедь эрямс школась.
Conversational Data (Real-Life Dialogues & Exchanges),"Приветь, кеде сонк?"
Conversational Data (Real-Life Dialogues & Exchanges),Монка пек кайсь?
Conversational Data (Real-Life Dialogues & Exchanges),Кеде школа каванть?
Conversational Data (Real-Life Dialogues & Exchanges),Школь цёки мей.
Conversational Data (Real-Life Dialogues & Exchanges),Кайсь а мельга?
Conversational Data (Real-Life Dialogues & Exchanges),Эпинь вейке.
Conversational Data (Real-Life Dialogues & Exchanges),Кедь веле кайсь?
Conversational Data (Real-Life Dialogues & Exchanges),Сон велемс школась?
Conversational Data (Real-Life Dialogues & Exchanges),Ломан эрямс школась?
Conversational Data (Real-Life Dialogues & Exchanges),Мастор велемс лесне?
Code-Switching & Multilingualism,"Монка веле домась, но работа веле офисась."
Code-Switching & Multilingualism,"Тейть школака велемс, because it is important."
Code-Switching & Multilingualism,"Сон пек ашак, but sometimes lazy."
Code-Switching & Multilingualism,"Кочкамса дома, because it was raining."
Code-Switching & Multilingualism,"Кеде школа велемс, because it is useful."
Code-Switching & Multilingualism,"Мастор велемс лесне, но школа велемс городась."
Code-Switching & Multilingualism,"Сон пильге, but still young."
Code-Switching & Multilingualism,"Кече веле кель, because it is cold."
Code-Switching & Multilingualism,"Сон школа велемс, but only sometimes."
Code-Switching & Multilingualism,"Тейть эрямс моньде, но мон эпинь."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Кедь школась кельть пек ашакс.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ломан пек кадалгакс лангсь.
