Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Vezof jin azantys rȳ bantāzma.
Grammar Core (Sentence Structures & Tenses),Nyke ēdruta urnen vāedar.
Grammar Core (Sentence Structures & Tenses),Skorion issa jēda?
Grammar Core (Sentence Structures & Tenses),Iksā gevives.
Grammar Core (Sentence Structures & Tenses),Daor jorrāelagon ūndegon.
Grammar Core (Sentence Structures & Tenses),Kessa dāezōr.
Grammar Core (Sentence Structures & Tenses),Tegon daor ziry iksan.
Grammar Core (Sentence Structures & Tenses),Kessa gevives.
Grammar Core (Sentence Structures & Tenses),"Kirimvose, ñuhys vēzos."
Grammar Core (Sentence Structures & Tenses),Lēda valzȳrys istan.
Conversational Data (Real-Life Dialogues & Exchanges),Rytsas! Skorkydoso?
Conversational Data (Real-Life Dialogues & Exchanges),Nyke jorrāelagon ao.
Conversational Data (Real-Life Dialogues & Exchanges),"Kessa, nyke vēttan."
Conversational Data (Real-Life Dialogues & Exchanges),Skorī dārys?
Conversational Data (Real-Life Dialogues & Exchanges),Iksā iā se lentor?
Conversational Data (Real-Life Dialogues & Exchanges),Dāria āeksio iksā?
Conversational Data (Real-Life Dialogues & Exchanges),Avy jorrāelan kostilus.
Conversational Data (Real-Life Dialogues & Exchanges),"Issa bē, iā tubis!"
Conversational Data (Real-Life Dialogues & Exchanges),"Daoruni, kesrio syt."
Conversational Data (Real-Life Dialogues & Exchanges),Valar morghūlis.
Code-Switching & Multilingualism,"Rytsas, my friend, kessa vāedagon."
Code-Switching & Multilingualism,"Daor, I will not go."
Code-Switching & Multilingualism,"Yes, nyke gīmigon ziry."
Code-Switching & Multilingualism,Skorion daor join me?
Code-Switching & Multilingualism,You want āeksio?
Code-Switching & Multilingualism,"Dracarys, now!"
Code-Switching & Multilingualism,Naejot teptas in the hall.
Code-Switching & Multilingualism,Iksan busy hēn jēda.
Code-Switching & Multilingualism,"Daoruni, but I try."
Code-Switching & Multilingualism,Skoriot ābrar?
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Valar jarillaks, jēda kostilus."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Daorun vestri, ābrar iksā."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Lēda dāria dārȳs, geron jevi."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Hen lentor, istan."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Tistāli bē issa?
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Vēttan daor syt rhaenor.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Jorrāelagon āeksia istan.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ziry kostilus emagon gevives.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Nykēla bē, se dōna."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Iksā iā rhaenorā.
"Idioms, Proverbs & Cultural Expressions","Līr gūrēñor, vestri vāedar."
"Idioms, Proverbs & Cultural Expressions",Aōhon lentor daor ōños.
"Idioms, Proverbs & Cultural Expressions",Vezof ānogar hen rhaenor.
"Idioms, Proverbs & Cultural Expressions",Ziry istan sȳrī udra.
"Idioms, Proverbs & Cultural Expressions","Daor, nyke jorrāelagon se rūklon."
"Idioms, Proverbs & Cultural Expressions",Āeksio glaeson se pryjatys.
"Idioms, Proverbs & Cultural Expressions",Vāedas ūndegon arlinnon.
"Idioms, Proverbs & Cultural Expressions",Se iā drēje ābrar.
"Idioms, Proverbs & Cultural Expressions",Nykēla ēdruta sētenka.
"Idioms, Proverbs & Cultural Expressions",Skorion udra kesy?
Question-Answer Pairs (FAQ & Contextual Understanding),Skorion issa āeksio?
Question-Answer Pairs (FAQ & Contextual Understanding),Skorī dārys iksan?
Question-Answer Pairs (FAQ & Contextual Understanding),Skoriot bē syt?
Question-Answer Pairs (FAQ & Contextual Understanding),Kessa jorrāelagon?
Question-Answer Pairs (FAQ & Contextual Understanding),Skorion ēdruta lēda?
Question-Answer Pairs (FAQ & Contextual Understanding),Gīmigon nyke?
Question-Answer Pairs (FAQ & Contextual Understanding),Iksā ābrar tubis?
Question-Answer Pairs (FAQ & Contextual Understanding),Kostilus urnes jēda?
Question-Answer Pairs (FAQ & Contextual Understanding),Daor. Ziry daor kostagon.
Question-Answer Pairs (FAQ & Contextual Understanding),"Issa, ziry istan."
Commands & Instructions (Imperative Sentences),Dracarys!
Commands & Instructions (Imperative Sentences),Kessa urnen.
Commands & Instructions (Imperative Sentences),Vestri iā dāria.
Commands & Instructions (Imperative Sentences),Gevives hen lentor.
Commands & Instructions (Imperative Sentences),"Jēda, nyke rūklon."
Commands & Instructions (Imperative Sentences),Jorrāelagon se āeksio.
Commands & Instructions (Imperative Sentences),Udrāzma hen tolī.
Commands & Instructions (Imperative Sentences),Ābrar dāezōr.
Commands & Instructions (Imperative Sentences),Iksan jorrāelagon aōla.
Commands & Instructions (Imperative Sentences),Pryjatys istan!
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Daenerys ēza Targārien.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Valyrio lentor issa Essōs.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Iksan iā Maegor.
