Category,Sentence
Code-Switching & Multilingualism,Emwin nọ good vbe esan
Code-Switching & Multilingualism,I nọ like ogbono soup
Code-Switching & Multilingualism,Mi nọ combine English na Esan
Code-Switching & Multilingualism,Ọ nọ gha buy phone nọ
Code-Switching & Multilingualism,Ọ nọ speaking Esan good
Code-Switching & Multilingualism,Ọ nọ talking well
Code-Switching & Multilingualism,Ọ nọ try explain
Code-Switching & Multilingualism,Ọmwan nọ enjoy ẹre
Code-Switching & Multilingualism,Ọmwan nọ feeling happy
Code-Switching & Multilingualism,Ọmwan nọ vbe market buy food
Commands & Instructions (Imperative Sentences),Ẹ nọ gha ghuẹ
Commands & Instructions (Imperative Sentences),Ẹ nọ gha mho
Commands & Instructions (Imperative Sentences),Ẹ nọ gha rhuẹ
Commands & Instructions (Imperative Sentences),Ọ nọ gha ghi
Commands & Instructions (Imperative Sentences),Ẹ ghe yọrhọ ọkpa nẹ ọbẹ!
Commands & Instructions (Imperative Sentences),I ghẹn yọ egbẹn n’ukhun!
Commands & Instructions (Imperative Sentences),Ọ nọ gha vbe
Commands & Instructions (Imperative Sentences),Ọmwan nọ gha gbiẹ
Commands & Instructions (Imperative Sentences),Ọmwan nọ gha nọ
Commands & Instructions (Imperative Sentences),Ọmwan nọ ghi ghi
Conversational Data (Real-Life Dialogues & Exchanges),Emwin nọ ghi sẹ nọ?
Conversational Data (Real-Life Dialogues & Exchanges),"Kọ mho, vẹn rhuẹ?"
Conversational Data (Real-Life Dialogues & Exchanges),Kọ nọ bọ?
Conversational Data (Real-Life Dialogues & Exchanges),Kọ nọ gha mho?
Conversational Data (Real-Life Dialogues & Exchanges),Kọ nọ wẹ nọ?
Conversational Data (Real-Life Dialogues & Exchanges),Mi nọ bọ ne egbe?
Conversational Data (Real-Life Dialogues & Exchanges),Mi nọ ghọ ne?
Conversational Data (Real-Life Dialogues & Exchanges),Ọ nọ ghi nọ?
Conversational Data (Real-Life Dialogues & Exchanges),Ọ nọ mho ghọ?
Conversational Data (Real-Life Dialogues & Exchanges),Ule nọ ghi gha nẹ?
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ọ nọ finalize deal nọ
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ọ nọ gba rule nọ
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ọ nọ operate equipment nọ
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ọ nọ perform surgery nọ
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ọ nọ review policy nọ
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ọmwan nọ conduct meeting nọ
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ọmwan nọ execute project nọ
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ọmwan nọ gha report issue nọ
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ọmwan nọ gha sign contract nọ
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ọmwan nọ require approval nọ
Grammar Core (Sentence Structures & Tenses),Emwin nọ gha gbe nọ mẹ
Grammar Core (Sentence Structures & Tenses),Emwin nọ ghu mẹ khọ
Grammar Core (Sentence Structures & Tenses),I gbiẹ osẹ na?
Grammar Core (Sentence Structures & Tenses),Ọ nọ gha mho no
Grammar Core (Sentence Structures & Tenses),Ọ nọ gha vbe ukọre
Grammar Core (Sentence Structures & Tenses),Ọmwan nọ gha rhuẹ ku
Grammar Core (Sentence Structures & Tenses),Ọmwan nọ ghọ rhuẹ ku
Grammar Core (Sentence Structures & Tenses),Ọmwan nọ khọ sẹ vbe igben
Grammar Core (Sentence Structures & Tenses),Ọmwan nọ rhuẹ ku ghọ
Grammar Core (Sentence Structures & Tenses),Ukhumhen nọ gha vbe ẹre
"Idioms, Proverbs & Cultural Expressions",Ọ nọ gha fi usẹn nọ
"Idioms, Proverbs & Cultural Expressions",Ọ nọ gha gba we ne nọ
"Idioms, Proverbs & Cultural Expressions",Ọ nọ gha ghuẹ vbe egbe nọ
"Idioms, Proverbs & Cultural Expressions",Ọ nọ gha nọ vbe irhi nọ
"Idioms, Proverbs & Cultural Expressions",Ọ nọ gha ri isẹ ne nọ
"Idioms, Proverbs & Cultural Expressions",Ọ nọ ghi nọ vbe ero nọ
"Idioms, Proverbs & Cultural Expressions",Ọ nọ ghi vbe ẹre nọ
"Idioms, Proverbs & Cultural Expressions",Ọmwan nọ gha mẹ ne nọ
"Idioms, Proverbs & Cultural Expressions",Ọmwan nọ gha ri ẹku ne nọ
"Idioms, Proverbs & Cultural Expressions",Ọmwan nọ gha ri ẹre ne nọ
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ọ nọ gha bọ vbe Uromi
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ọ nọ gha rhuẹ Joy
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ọ nọ gha vbe Abuja
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ọ nọ gha we vbe 2025
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ọ nọ ghi nọ John
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ọ nọ ghi nọ Monday
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ọ nọ ghi rhuẹ vbe Nigeria
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ọmwan nọ gha Uyi
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ọmwan nọ ghi nọ March
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ọmwan nọ vbe Lagos
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ọ nọ gha ghi angry
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ọ nọ gha ghi excited
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ọ nọ gha ghi peaceful
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ọ nọ gha ghi worried
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ọ nọ ghi feel happy
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ọ nọ ghi ghi annoyed
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ọ nọ ghi ghi sad
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ọmwan nọ gha feel joyful
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ọmwan nọ gha ghi grateful
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ọmwan nọ ghi ghi tired
Question-Answer Pairs (FAQ & Contextual Understanding),Emwin nọ gha nọ? – Ọ nọ ghi nọ
Question-Answer Pairs (FAQ & Contextual Understanding),I nọ rhuẹ? – Mi nọ rhuẹ
Question-Answer Pairs (FAQ & Contextual Understanding),I nọ we nọ? – Mi nọ vbe Uromi
Question-Answer Pairs (FAQ & Contextual Understanding),Kọ nọ gha ne? – Ọ nọ ghi ghi
Question-Answer Pairs (FAQ & Contextual Understanding),Mi nọ ghọ? – Mi nọ le
Question-Answer Pairs (FAQ & Contextual Understanding),Ọ nọ gha rhuẹ? – Ọ nọ ghi
Question-Answer Pairs (FAQ & Contextual Understanding),Ọ nọ gha sẹ nọ? – Ọ nọ ghi ghi
Question-Answer Pairs (FAQ & Contextual Understanding),Ọ nọ ghi nọ? – Ọ nọ ghi
Question-Answer Pairs (FAQ & Contextual Understanding),Ọmwan nọ gha ghi? – Ọ nọ ghi
Question-Answer Pairs (FAQ & Contextual Understanding),Ọmwan nọ ghi ghi? – Ọmwan nọ ghi
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Mi nọ ghi happy
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ọ nọ gha feel excited
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ọ nọ gha feel grateful
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ọ nọ gha feel sad
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ọ nọ ghi feel good
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ọ nọ ghi feel tired
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ọ nọ ghi feel worried
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ọmwan nọ gha feel peaceful
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ọmwan nọ ghi angry
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ọmwan nọ ghi feel annoyed
