Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Mie kävin koulussa eilen.
Grammar Core (Sentence Structures & Tenses),Se syö nyt leipää.
Grammar Core (Sentence Structures & Tenses),Me tulhaan myöhemhään.
Grammar Core (Sentence Structures & Tenses),He oon käynheet torilla.
Grammar Core (Sentence Structures & Tenses),Mie en nähny sitä.
Grammar Core (Sentence Structures & Tenses),Työ ootte olheet väsyneet.
Grammar Core (Sentence Structures & Tenses),Mie tekisin sen jos oisin kotona.
Grammar Core (Sentence Structures & Tenses),Kala pyydethään verkoilla.
Grammar Core (Sentence Structures & Tenses),Lintu lensi korkealla taivaassa.
Grammar Core (Sentence Structures & Tenses),Lapset leikithään ulkona.
Conversational Data (Real-Life Dialogues & Exchanges),"Hei, mitä kuuluu?"
Conversational Data (Real-Life Dialogues & Exchanges),"Hyvä, entä sinule?"
Conversational Data (Real-Life Dialogues & Exchanges),Ootko sie nähny Ailen tänhään?
Conversational Data (Real-Life Dialogues & Exchanges),"En, mutta mie kuulin sen tulevan."
Conversational Data (Real-Life Dialogues & Exchanges),Se on hyvä uutinen!
Conversational Data (Real-Life Dialogues & Exchanges),Missä sie olit viikonloppuna?
Conversational Data (Real-Life Dialogues & Exchanges),Mie olin mummon luona.
Conversational Data (Real-Life Dialogues & Exchanges),"Ai, oliko mukavaa?"
Conversational Data (Real-Life Dialogues & Exchanges),Oli tosi rauhallista siellä.
Conversational Data (Real-Life Dialogues & Exchanges),Täytyy mennä uudelleen pian.
Code-Switching & Multilingualism,Mie meen shoppailemaan cityyn.
Code-Switching & Multilingualism,Se sanoi että 'let’s go' nyt heti.
Code-Switching & Multilingualism,Kahvi on ready pöyvällä.
Code-Switching & Multilingualism,Työ puhuitte englanti ja suomi sekaisin.
Code-Switching & Multilingualism,Mie tykkään mixata kieliä vähän.
Code-Switching & Multilingualism,Onko wifi toiminna?
Code-Switching & Multilingualism,Tämä meeting alkaa klo 10 sharp.
Code-Switching & Multilingualism,Se on cool idea.
Code-Switching & Multilingualism,Mie en oo sure siitä.
Code-Switching & Multilingualism,Let’s chill huomenna.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Arvoisa johtaja, raportti on valmis tarkastukseen."
