Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Ben dün mektebe vardım.
Grammar Core (Sentence Structures & Tenses),Yarın saraya gideceksin.
Grammar Core (Sentence Structures & Tenses),O şimdiden çalışıyor.
Grammar Core (Sentence Structures & Tenses),Kitap okunmuş idi.
Grammar Core (Sentence Structures & Tenses),Yağmur yağmasa iyi olurdu.
Grammar Core (Sentence Structures & Tenses),"O, mektubu yazmazdı."
Grammar Core (Sentence Structures & Tenses),Biz burada bulunmayacağız.
Grammar Core (Sentence Structures & Tenses),Dün gece rüyasında gördü.
Grammar Core (Sentence Structures & Tenses),Bu işi sen yapabilirsin.
Grammar Core (Sentence Structures & Tenses),"O, yanlış anlaşılmıştır."
Conversational Data (Real-Life Dialogues & Exchanges),"Nasılsın, efendim?"
Conversational Data (Real-Life Dialogues & Exchanges),Bakkaldan ne alacaksın?
Conversational Data (Real-Life Dialogues & Exchanges),Hava bugün pek sıcak değil mi?
Conversational Data (Real-Life Dialogues & Exchanges),Yarın buluşalım mı?
Conversational Data (Real-Life Dialogues & Exchanges),Senin annen nerede oturuyor?
Conversational Data (Real-Life Dialogues & Exchanges),Kahve içer misin?
Conversational Data (Real-Life Dialogues & Exchanges),Bugün çarşı kalabalıktı.
Conversational Data (Real-Life Dialogues & Exchanges),Çocuklar bahçede oynuyorlar.
Conversational Data (Real-Life Dialogues & Exchanges),Bu akşam bize gelir misin?
Conversational Data (Real-Life Dialogues & Exchanges),"Efendim, bana yardım eder misiniz?"
Code-Switching & Multilingualism,Bugün pazara gittim ve orada ‘discount’ vardı.
Code-Switching & Multilingualism,Mektepte Fransızca ‘bonjour’ dediler.
Code-Switching & Multilingualism,Arkadaşım bana İngilizce ‘sorry’ söyledi.
Code-Switching & Multilingualism,Çarşıda bir dükkânda ‘made in Italy’ yazıyordu.
Code-Switching & Multilingualism,"Hoca, derste Almanca ‘Guten Tag’ dedi."
Code-Switching & Multilingualism,Kitap kapağında ‘New Edition’ yazılı idi.
Code-Switching & Multilingualism,Kardeşim bana ‘merci’ dedi.
Code-Switching & Multilingualism,Onlar arasında Türkçe ve Arapça karışıyordu.
