Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Wamnhöri tsadanha tehi za’õ no’o.
Grammar Core (Sentence Structures & Tenses),Tsiwadzõre ba’ra tehi wadádu tsadanha.
Grammar Core (Sentence Structures & Tenses),"Tadure hãtẽ, aiwadzu tsadanha a’ra."
Grammar Core (Sentence Structures & Tenses),Daburire hãdzu tsadanha a’wẽ mãhãdu.
Grammar Core (Sentence Structures & Tenses),A’ra tehi wadzédu tsadanha hãdu.
Grammar Core (Sentence Structures & Tenses),Wadzõre mãhã tehi dza’wẽ ba’ra.
Grammar Core (Sentence Structures & Tenses),Tsiwadzõre mãhãdu hãtẽ mãhã.
Grammar Core (Sentence Structures & Tenses),"Tehi wadzédu mãhãre, daburédu wa’ra."
Grammar Core (Sentence Structures & Tenses),Tsiwadzõre mãhãdu tehi hãtẽ wadzédu.
Grammar Core (Sentence Structures & Tenses),Daburédu mãhã wa’ra tsadanha tehi a’ra.
Conversational Data (Real-Life Dialogues & Exchanges),– Wẽdu mãhã? – A’ra mãhãdu!
Conversational Data (Real-Life Dialogues & Exchanges),"– Za’õ hãtẽ, tsiwadzõre tehi? – Wadzõre ba’ra."
Conversational Data (Real-Life Dialogues & Exchanges),"– Dzu tehi mãhãdu? – Tehi wa’ra, hãhã."
Conversational Data (Real-Life Dialogues & Exchanges),"– Aiwa hãtẽ tehi? – Hãhã, za’õ a’wẽ."
Conversational Data (Real-Life Dialogues & Exchanges),"– Tehi a’wẽ wa’ra? – A’ra, mãhãdu."
Conversational Data (Real-Life Dialogues & Exchanges),"– Mãhãdu, hãhã, wadzu dzadzu!"
Conversational Data (Real-Life Dialogues & Exchanges),– A’ra hãhã! – Tehi mãhãdu!
Conversational Data (Real-Life Dialogues & Exchanges),– Za’õ tehi mãhãdu? – A’ra mãhã.
Conversational Data (Real-Life Dialogues & Exchanges),"– Dzu mãhã tehi? – Hãhãdu, a’wẽ."
Conversational Data (Real-Life Dialogues & Exchanges),– Tehi wadzu hãhãdu? – Wa’ra mãhãdu.
Code-Switching & Multilingualism,"Wamnhöri tehi good morning, a’wẽ!"
Code-Switching & Multilingualism,Za’õ meeting tehi wa’ra dzadzu.
Code-Switching & Multilingualism,"A’ra mãhãdu, but aiwadzu late."
Code-Switching & Multilingualism,Wadzõre school tehi hãhãdu dzadzu.
Code-Switching & Multilingualism,Tsiwadzõre report tehi done hãhã.
Code-Switching & Multilingualism,"Hãhã, aiwa check email tehi dzadzu."
Code-Switching & Multilingualism,A’wẽ meeting tehi tomorrow hãtẽ.
Code-Switching & Multilingualism,Tehi wa’ra message no’o dzadzu.
Code-Switching & Multilingualism,Daburédu mãhã schedule tehi wa’ra.
Code-Switching & Multilingualism,Wamnhöri presentation tehi today.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",A’wẽ tehi contract tsadanha wa’ra hãtẽ.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Daburédu proposal tehi wadzõre dzadzu.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Tsiwadzõre patient tehi ba’ra hãhãdu.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","A’ra tehi doctor mãhãdu, aiwadzu dzadzu."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Daburédu meeting tsadanha tehi office.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",A’wẽ manager tehi a’ra proposal.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Wadzõre agreement tehi signed hãhãdu.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",A’ra wa’ra budget tehi final.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Daburédu report tehi approved hãhã.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Wamnhöri tsadanha wa’ra tehi completion.
"Idioms, Proverbs & Cultural Expressions","Tsiwadzõre mãhãdu dzadzu, aiwa hãhãre."
"Idioms, Proverbs & Cultural Expressions","A’wẽ hãhãdu, wa’ra tehi za’õ no’o."
"Idioms, Proverbs & Cultural Expressions","Za’õ mãhãdu, tehi aiwadzu tsadanha."
"Idioms, Proverbs & Cultural Expressions",Daburédu wadzõre tehi a’wẽ dzadzu.
"Idioms, Proverbs & Cultural Expressions","A’ra mãhãdu, wa’ra tehi hãhãre."
"Idioms, Proverbs & Cultural Expressions","Tehi za’õ hãtẽ, a’wẽ tehi dzadzu."
"Idioms, Proverbs & Cultural Expressions","Mãhãdu tehi aiwa, wa’ra hãhãdu."
"Idioms, Proverbs & Cultural Expressions",A’wẽ dzadzu tehi hãhãre a’ra.
"Idioms, Proverbs & Cultural Expressions",Tsiwadzõre tehi wa’ra mãhãdu dzadzu.
"Idioms, Proverbs & Cultural Expressions",Za’õ no’o tehi aiwadzu tsadanha.
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Tehi za’õ hãtẽ? A: Hãhã, wadzõre ba’ra."
Question-Answer Pairs (FAQ & Contextual Understanding),Q: Aiwa mãhãdu tehi? A: Wamnhöri hãtẽ.
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Tehi wadzu a’wẽ? A: Hãhãdu, a’wẽ dzadzu."
Question-Answer Pairs (FAQ & Contextual Understanding),Q: Za’õ a’wẽ tehi? A: A’ra mãhãdu.
Question-Answer Pairs (FAQ & Contextual Understanding),Q: Hãhãdu tehi dzadzu? A: Tehi wa’ra hãhã.
