Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Ái aijja fozor ór baade boi porír.
Grammar Core (Sentence Structures & Tenses),"Tui zodi agey aito, amrá hatot zaitam."
Grammar Core (Sentence Structures & Tenses),Hétar hám ekhon shesh ói giyé.
Grammar Core (Sentence Structures & Tenses),Fua-ra madrasat notun sabaq shíkílo.
Grammar Core (Sentence Structures & Tenses),Ámrar ghorot kal raite mehman asibó.
Grammar Core (Sentence Structures & Tenses),Ei masálata ustaz ór dara buzáno óiye.
Grammar Core (Sentence Structures & Tenses),"Ái bazarot na zaile, maas kiná no óitó."
Grammar Core (Sentence Structures & Tenses),"Tará har din maidanot khelé, kintu aijja brishti ase."
Grammar Core (Sentence Structures & Tenses),"Mor boné lekha shesh gorí hoile, hítar aram lagibó."
Grammar Core (Sentence Structures & Tenses),"Zodi tui moswara suníle, bhul kom óitó."
Conversational Data (Real-Life Dialogues & Exchanges),"Salam, tumi kén aso? Ái bicí bhalá asi, shukuriya."
Conversational Data (Real-Life Dialogues & Exchanges),"Tui bazarot zaitas ni? Hói, maas ar torkari kiní aníum."
Conversational Data (Real-Life Dialogues & Exchanges),"Ma, aijja bhat hotto bela ranna óibó? Dúi ghonta ór bútore."
Conversational Data (Real-Life Dialogues & Exchanges),"Bondhu, tor khobor ki? Notun hám pai giyói."
Conversational Data (Real-Life Dialogues & Exchanges),Ái rastata chini no. Tumi more iskuler rasta dekhai diba ni?
Conversational Data (Real-Life Dialogues & Exchanges),"Cha khaibá ni? Hói, lékin chini kom diyó."
Conversational Data (Real-Life Dialogues & Exchanges),"Kalár majlisot zaitam ni? Ái zaitam, zodi hám shesh ói."
Conversational Data (Real-Life Dialogues & Exchanges),"Héti hanar dukan kúllase ni? Ná, ekhonó bond ase."
Conversational Data (Real-Life Dialogues & Exchanges),Tumi amar kotha buzila ni? Ektu aste koile aro bhalá buzim.
Conversational Data (Real-Life Dialogues & Exchanges),"Ajjkar din beshi gorom, tai na? Hói, megh aille aram óitó."
Code-Switching & Multilingualism,Ái meeting ór baade bazarot zaitam.
Code-Switching & Multilingualism,"Tumi report ta email gorí diyó, tarpor ámra moswara gorím."
Code-Switching & Multilingualism,"Fua-ra homework shesh gorí, ekhon khelár time ase."
Code-Switching & Multilingualism,"Doctor appointment kal shokalot ase, bhuliyo no."
Code-Switching & Multilingualism,Ámrar community center ot training program suru óiye.
Code-Switching & Multilingualism,"Please dorwaza bond gorí diyó, baire hawa beshi ase."
Code-Switching & Multilingualism,"Héti mobile recharge gorí, message pathailo."
Code-Switching & Multilingualism,"Ái online class ot join gorílam, lékin net dhíla asil."
Code-Switching & Multilingualism,Tará ID card check gorí office ot dukílo.
Code-Switching & Multilingualism,"Budget kom ase, so ámra simple plan banai."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Apnár abedonpotro ajjkar tarikhot daakhil gorá óiye.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Rugir jor tin din dhori ase, tai doctor dekhánor dorkar."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Company agami hafta notun chukti sign goribó.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Kripaya sob document thik bhabe file ór bútore rakhíyen.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Ain onushare, shakkhir bayan likhit bhabe record gorá foribó."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Server update ór somoy user data nirapod rakha zoruri.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Customer ór obhijog shuní, shantir loge somadhan diya foribó."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Bank account kholar lagi ashol porichoypotro dorkar óibó.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",School porishod notun porikkha niyom ghoshona goríse.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Dawai khaibar agey label ór nirdesh bhalá gorí poríyen.
"Idioms, Proverbs & Cultural Expressions",Fothor dilor manúshor loge bicí kotha no baró.
"Idioms, Proverbs & Cultural Expressions","Haatot thaka pakhi, gachor dúi pakhir cheye bhalá."
"Idioms, Proverbs & Cultural Expressions","Pani jemon patot pore, temon asor rakhe."
