Categories,Sentences
1. Grammar Core,Aku angngalle baju baru ri pasa ri allo anyara.
1. Grammar Core,Anjo guruya najarangngi muridna i katte bayao.
1. Grammar Core,I Ali battu ri Gowa wengi malang.
1. Grammar Core,Nakulleka ammalli berasa punna balla karesok.
1. Grammar Core,Buku anu kusurai tena kupinra battu ri meja.
1. Grammar Core,Pallu tena nipallu ri dapura nasaba gasna battu.
1. Grammar Core,Anak-anak ammempo ri terasa punna uranji turun.
1. Grammar Core,Suraya niparalluangngi ri kantor punna jam salapang appa.
1. Grammar Core,Kami tena angnginung kopi nasaba dokter naissengangngi laranganna.
1. Grammar Core,I Pina akkanayya nulis surat punna lolong bonena.
2. Conversational Data,"""Apa karebana?"" ""Baji-baji ji, ikau?"
2. Conversational Data,"""Mauki mange ri pasar?"" ""Iyya, tapi tunggu sikedda."""
2. Conversational Data,"""Narekko lapar ki, apa napallu?"" ""Ikan bakara siagang sayur bening."""
2. Conversational Data,"""Engka berita baru?"" ""Engka, tapi tena lengkap i kabarakna."""
2. Conversational Data,"""Sikolae jam pira?"" ""Mula jam appa, jari jangan telat."""
2. Conversational Data,"""Nia ko ri senga?"" ""Iyya, kukerja tugas kuliah ri kafe."""
2. Conversational Data,"""Kenapa lambatki battu?"" ""Macetta jalan nasaba macet na uran."""
2. Conversational Data,"""Boleka pinjam pulpenta?"" ""Boleh ji, tapi jaga baik-baik."""
2. Conversational Data,"""Manna tonja naerang?"" ""Naerang, tapi iya tena mau menunjukkan."""
2. Conversational Data,"""Aga rencanata akbangngi libur?"" ""Mange ri kampung, salama keluargaku."""
3. Code-Switching & Multilingualism,"Aku sementara meeting ri kantor, tapi sesudahna langsungka mule ri balla."
3. Code-Switching & Multilingualism,File laporan anu kukirim tadi lazima niriksa ulang sebelum di-submit.
3. Code-Switching & Multilingualism,"Ia bilang deadline-na besok, jari semua tim harus siap malam ini."
3. Code-Switching & Multilingualism,Kami brainstorming ri kafe sambil appilajarii strategi pemasaran baru.
3. Code-Switching & Multilingualism,Data customer anu masuk hari ini perlu nibackup ri server pusat.
3. Code-Switching & Multilingualism,Jangangko lupa update aplikasi anu kupake ri laptop kantor.
3. Code-Switching & Multilingualism,"Presentasinta tadi smooth sekali, tapi sesi Q&A-na agak panjang."
3. Code-Switching & Multilingualism,Admin bilang form registrasi wajib nidiisi online sebelum jam lima.
3. Code-Switching & Multilingualism,Anjo dosengku sering campur bahasa Indonesia kalau menjelaskan topik teknis.
3. Code-Switching & Multilingualism,Tim support siap standby punna ada issue besar ri sistem.
4. Formal & Professional Speech,"Assalamu alaikum, kami minta persetujuanta ri rancangan kerja bulan e."
4. Formal & Professional Speech,Pasien anu battu ri puskesmas perlu nipariksa tekanan dara sebelum terapi.
4. Formal & Professional Speech,Perjanjian e harus nibacai saksama supaya tena nia pasalaengang ri kulleanna.
4. Formal & Professional Speech,Laporan keuangan triwulan e nipassareangngi ri pimpinan sebelum rapat evaluasi.
4. Formal & Professional Speech,Petunjuk teknis penggunaan mesin e wajib nipahami semua operator baru.
4. Formal & Professional Speech,Mohon kirimangngi dokumen pendukung ri alamat surel resmi instansi e.
4. Formal & Professional Speech,Jadwal operasi napindah nasaba dokter spesialisna ada tugas darurat ri Makassar.
4. Formal & Professional Speech,Perusahaan e ngajari karyawannga supaya taat ri aturan keselamatan kerja.
4. Formal & Professional Speech,Hasil penelitian e menunjukkan battu peningkatan mutu layanan ri sekolah.
4. Formal & Professional Speech,Silakaki duduk ri ruang tunggu sambil menanti nomor antreanta dipanggil.
"5. Idioms, Proverbs & Cultural Expressions","Tau bijak tena antu angnganre juku battu ulo, artina naissengangi batesna."
"5. Idioms, Proverbs & Cultural Expressions","Punna kupake pepatah, 'manna jai jonga, tena nakkullei matei akbulo sibatang', persatuan memang penting."
"5. Idioms, Proverbs & Cultural Expressions","Ia ampasanganga, 'bajiki niballi, pappisangka niballe', supaya kami jaga nama baik."
"5. Idioms, Proverbs & Cultural Expressions","Narekko nia orang sombong, orang tua biasaya akkuta 'tinggimi parang, tapi tena tajam'."
"5. Idioms, Proverbs & Cultural Expressions",Ungkapan 'ammoterang anging' kupake punna suasana cepat berubah.
"5. Idioms, Proverbs & Cultural Expressions","Anak muda e niingatkanngi, 'tena lambusu' punna omonganna beda sibawa kalakuanna."
"5. Idioms, Proverbs & Cultural Expressions","Ri kampungku sering naungkap 'sikali lancara, sikali sussah' supaya tau sabbarakki."
"5. Idioms, Proverbs & Cultural Expressions",Pepatah 'akbulo sibatang' napatotoi kerja sama ri keluarga sibawa tetangga.
"5. Idioms, Proverbs & Cultural Expressions",Ungkapan 'naungangngi api ri daun kering' biasa kupake punna pasualena mudah membesar.
"5. Idioms, Proverbs & Cultural Expressions",Orang tua bilang 'jangan angngallei buahna sebelum mateng' supaya kami tena tergesa-gesa.
6. Question-Answer Pairs,"""Aga saba kota Gowa terkenal?"" ""Nasaba sejarahna, budayana, siagang benteng-bentengna."""
6. Question-Answer Pairs,"""Pira jamki butuh belajar saban allo?"" ""Paling kurang sajam supaya konsisten."""
6. Question-Answer Pairs,"""Aga nibutuhangngi tanaman supaya tumbuh baik?"" ""Cahaya, wai, tana subur, siagang perawatan."""
6. Question-Answer Pairs,"""Kenapai orang harus nabaca kontrak sebelum tandatangan?"" ""Supaya naissengangi hak sibawa kewajibanna."""
6. Question-Answer Pairs,"""Bagaimanaki cara mengurangi sampah ri balla?"" ""Pilah sampah, kurangi plastik, sibawa pakai ulang."""
6. Question-Answer Pairs,"""Aga pendapatta tentang kerja jarak jauh?"" ""Bajiki punna komunikasina jelas sibawa targetna teratur."""
6. Question-Answer Pairs,"""Punna sakit kepala berkepanjangan, aga naparallu?"" ""Periksa ri tenaga kesehatan supaya aman."""
6. Question-Answer Pairs,"""Dimanaki bisa belajar bahasa Makassarese?"" ""Bisa ri keluarga, komunitas, buku, sibawa praktik harian."""
6. Question-Answer Pairs,"""Aga manfaatna olahraga pagi?"" ""Nabantu kesehatan jantunga, stamina, siagang suasana hati."""
6. Question-Answer Pairs,"""Kenapa arsip digital penting ri kantor?"" ""Nasaba mudah nicari, aman, sibawa efisien nipakai."""
7. Commands & Instructions,Tolong bukai jendela e supaya sirkulasina angingna masuk.
7. Commands & Instructions,Jangangko sentuh alat e punna belumpi nipareiksa petugas.
7. Commands & Instructions,Catatki hasil pengamatan ri lembar kerja sebelum pulang.
7. Commands & Instructions,Kirimangngi pesan konfirmasi ri pelanggan setelah pembayaran masuk.
7. Commands & Instructions,Passiagaki meja rapatta siagang proyektor sebelum tamu battu.
7. Commands & Instructions,Ambilki wai minum ri dapur lalu passareangngi ri tamu e.
7. Commands & Instructions,Ikuti petunjuk keselamatan ri layar sebelum mesin e nipake.
7. Commands & Instructions,Periksai ulang data anu nientry supaya tena sala angka.
7. Commands & Instructions,Matikan lampu sibawa kunci pintu punna semua orang sudah kaluar.
7. Commands & Instructions,Dengarki baik-baik penjelasan instruktur lalu praktikangngi langkahna satu-satu.
8. Named Entity Recognition (NER),I Andi Nurdin mappilajarii sejarah ri Universitas Hasanuddin ri Makassar.
8. Named Entity Recognition (NER),"Rapat penting e nibuat ri Kantor Bupati Gowa alloa Senin, 12 Mei 2025."
8. Named Entity Recognition (NER),Festival budaya e berlangsung ri Benteng Somba Opu siagang dihadiri ribuan tau.
8. Named Entity Recognition (NER),I Sitti Rahma menerima penghargaan ri Jakarta mareng tanggal 17 Agustus 2024.
8. Named Entity Recognition (NER),PT Sulapa Eppa Teknologi membuka cabang baru ri Jalan Sultan Alauddin nomor 18.
8. Named Entity Recognition (NER),Tim medis battu ri RSUD Syekh Yusuf naparallu ri ruang operasi jam 09.00.
8. Named Entity Recognition (NER),Anjo surat resmi nipassareangngi ri Dinas Pendidikan Provinsi Sulawesi Selatan.
8. Named Entity Recognition (NER),I Fadli siagang Nur Aini ammalli rumah ri Kecamatan Pallangga bulan Januari 2026.
8. Named Entity Recognition (NER),Pelatihan guru digital e napusat ri Hotel Claro Makassar selama tellu allo.
8. Named Entity Recognition (NER),Data sensus desa Moncongloe nipublikasi lembaga statistik ri Februari 2023.
9. Sentiment Analysis,Aku sanngat gembira nasaba proyekta akhirnya selesai dengan hasil memuaskan.
9. Sentiment Analysis,Kukecewa sekali melihat pelayanan anu lambat siagang tena ramah.
9. Sentiment Analysis,"Suasana rapat tadi biasa ji; tena terlalu tegang, tena tongji istimewa."
9. Sentiment Analysis,Banggaka ri adingku nasaba naullei juara pertama ri lomba pidato.
9. Sentiment Analysis,Resahka punna mendengar kabar hujan deras terus-menerus ri daerah pegunungan.
9. Sentiment Analysis,Kusuka film e nasaba ceritana dalam siagang aktingna alami.
9. Sentiment Analysis,Tena senangka dengan keputusan anu terburu-buru tanpa musyawarah lengkap.
9. Sentiment Analysis,Tenang tongka ri rumah nenekku nasaba suasanana adem siagang damai.
9. Sentiment Analysis,Marahka melihat sampah berserakan ri pantai setelah acara selesai.
9. Sentiment Analysis,Optimiska bahwa usaha kecil e bisa berkembang punna dikelola sabbarak.
10. Paraphrased & Augmented Sentences,Allo e kami angnganre barasa siagang juku bakara ri beranda balla.
10. Paraphrased & Augmented Sentences,"Ri beranda balla, kami menikmati barasa bersama juku bakara alloa e."
10. Paraphrased & Augmented Sentences,Pagi tadi guru e menjelaskan aturan baru kepada semua murid ri kelas.
10. Paraphrased & Augmented Sentences,Semua murid ri kelas nitarangi guru tentang aturan baru pagi tadi.
10. Paraphrased & Augmented Sentences,"Setelah hujan reda, anak-anak kembali bermain ri lapangan dekat masigi."
10. Paraphrased & Augmented Sentences,Anak-anak ammain ulang ri lapangan samping masigi punna uranji berhenti.
10. Paraphrased & Augmented Sentences,Pedagang e menutup kiosna lebih awal nasaba anging kencang mulai sore.
10. Paraphrased & Augmented Sentences,"Nasaba angingna makin keras ri sore, kios pedagang e nipattutup lebih cepat."
10. Paraphrased & Augmented Sentences,Kami sepakat menyimpan dokumen penting e ri lemari besi kantor.
10. Paraphrased & Augmented Sentences,Dokumen penting kantor e kami taro ri lemari besi supaya lebih aman.
