Category,Sentence
Grammar Core (Sentence Structures & Tenses),Ayer fui al mercado y compré pan y queso.
Grammar Core (Sentence Structures & Tenses),Mañana iremos a la playa si hace buen tiempo.
Grammar Core (Sentence Structures & Tenses),"Si hubiera sabido antes, habría venido más temprano."
Grammar Core (Sentence Structures & Tenses),El libro fue escrito por un famoso autor andaluz.
Grammar Core (Sentence Structures & Tenses),No me gusta cuando la gente llega tarde.
Grammar Core (Sentence Structures & Tenses),Voy a aprender a tocar la guitarra flamenca.
Grammar Core (Sentence Structures & Tenses),Ojalá pudiera viajar a Cádiz este verano.
Grammar Core (Sentence Structures & Tenses),¿Cuánto tiempo llevas estudiando español?
Grammar Core (Sentence Structures & Tenses),Es importante que hables despacio para que te entienda.
Grammar Core (Sentence Structures & Tenses),"Si tuviera más dinero, me compraría una casa en Sevilla."
Conversational Data (Real-Life Dialogues & Exchanges),"—¿Qué tal, primo? —Aquí, tomando un café en la plaza."
Conversational Data (Real-Life Dialogues & Exchanges),"—Oye, ¿me pasas la sal? —Claro, aquí tienes."
Conversational Data (Real-Life Dialogues & Exchanges),"—Nos vemos esta noche, ¿vale? —¡Perfecto, a las ocho!"
Conversational Data (Real-Life Dialogues & Exchanges),—¿Cuánto cuesta este sombrero? —Son quince euros.
Conversational Data (Real-Life Dialogues & Exchanges),"—¡Qué calor hace hoy! —Sí, parece que estamos en pleno agosto."
Conversational Data (Real-Life Dialogues & Exchanges),—¿Vas al concierto de flamenco esta noche? —¡Por supuesto!
Conversational Data (Real-Life Dialogues & Exchanges),"—¿Me puedes recomendar un buen restaurante? —Sí, ve a Casa Pepe."
Conversational Data (Real-Life Dialogues & Exchanges),"—¿Has visto la nueva serie de Netflix? —No, pero dicen que está genial."
Conversational Data (Real-Life Dialogues & Exchanges),"—¿Tienes cambio de un billete de veinte? —Lo siento, solo tengo grandes."
Conversational Data (Real-Life Dialogues & Exchanges),—¿Cómo llego a la estación de tren? —Toma la calle principal y sigue recto.
Code-Switching & Multilingualism,Voy a hacer un booking para el hotel este finde.
Code-Switching & Multilingualism,"El WiFi aquí es muy lento, mejor usamos el 4G."
Code-Switching & Multilingualism,Ayer en el bar pedí un gin-tonic y estaba buenísimo.
Code-Switching & Multilingualism,"Después del work-out, fuimos a tomar algo en la terraza."
Code-Switching & Multilingualism,¿Me pasas el charger? Mi móvil se está quedando sin batería.
Code-Switching & Multilingualism,"Mi primo es muy good vibes, siempre está sonriendo."
Code-Switching & Multilingualism,Tengo que hacer un deadline para el viernes.
Code-Switching & Multilingualism,"No puedo con el meeting de esta tarde, es muy aburrido."
Code-Switching & Multilingualism,¿Has visto el último update de la app?
Code-Switching & Multilingualism,Quedamos en el coffee shop a las cinco.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Estimado cliente, le informamos que su pedido ha sido enviado."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Por favor, firme aquí para completar la transacción."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",El doctor recomienda reposo absoluto durante tres días.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",La reunión de negocios se celebrará el próximo lunes a las diez.
