Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Mi eat breakfuss dis mornin.
Grammar Core (Sentence Structures & Tenses),She gwine cook rice later.
Grammar Core (Sentence Structures & Tenses),Dey did done clean up before mi reach.
Grammar Core (Sentence Structures & Tenses),"If mi did know, mi wouldn do dat."
Grammar Core (Sentence Structures & Tenses),Mi nuh wan go no place today.
Grammar Core (Sentence Structures & Tenses),Di food will be ready soon.
Grammar Core (Sentence Structures & Tenses),Dey get send home early.
Grammar Core (Sentence Structures & Tenses),Mi used to swim eena sea every weekend.
Grammar Core (Sentence Structures & Tenses),Mi coulda help if mi had time.
Grammar Core (Sentence Structures & Tenses),Di house bin paint yesterday.
Conversational Data (Real-Life Dialogues & Exchanges),Wha happen to yuh dis mornin?
Conversational Data (Real-Life Dialogues & Exchanges),Mi just come from di shop.
Conversational Data (Real-Life Dialogues & Exchanges),Yuh see how hot di sun be?
Conversational Data (Real-Life Dialogues & Exchanges),"Mi tired bad, work did rough today."
Conversational Data (Real-Life Dialogues & Exchanges),Leh we meet up round 4 o'clock.
Conversational Data (Real-Life Dialogues & Exchanges),"Aight, mi deh pon mi way now."
Conversational Data (Real-Life Dialogues & Exchanges),Yuh eat yet?
Conversational Data (Real-Life Dialogues & Exchanges),Mi cyaan believe wha she say.
Conversational Data (Real-Life Dialogues & Exchanges),"No stress, man—everyt’ing cool."
Conversational Data (Real-Life Dialogues & Exchanges),Mi ha someting fi tell yuh.
Code-Switching & Multilingualism,"Mi gwan supermarket later, den mi link yuh."
Code-Switching & Multilingualism,She done send di email already.
Code-Switching & Multilingualism,Mi cyaan reach cause mi car park up.
Code-Switching & Multilingualism,Di wifi mash up again.
Code-Switching & Multilingualism,Yuh check di schedule pon WhatsApp?
Code-Switching & Multilingualism,He say he busy wid work deadline.
Code-Switching & Multilingualism,Mi auntie deh Provo but she deh call me ‘pon Zoom.
Code-Switching & Multilingualism,"Dis ting complicated, mi need support."
Code-Switching & Multilingualism,"Di meeting start 9 sharp, no joke."
Code-Switching & Multilingualism,Mi need one break from all dis hustle.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Please arrive at di office before 8:30.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Yuh appointment schedule fi next week Tuesday.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Patient must tek di prescription twice a day.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Dis form need sign before submission.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mi recommend dat yuh consult di legal advisor.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Report ha fi complete by di end of month.
