Category,Sentence
Grammar Core (Sentence Structures & Tenses),Ayer fui al mercado a comprar frutas frescas.
Grammar Core (Sentence Structures & Tenses),Voy a estudiar español todas las mañanas.
Grammar Core (Sentence Structures & Tenses),"Si tuviera más tiempo, aprendería otro idioma."
Grammar Core (Sentence Structures & Tenses),El informe será entregado mañana a primera hora.
Grammar Core (Sentence Structures & Tenses),No he visto a Juan desde la semana pasada.
Grammar Core (Sentence Structures & Tenses),¿Habías comido tamales antes de venir a Guatemala?
Grammar Core (Sentence Structures & Tenses),"Si no hubieras llegado tarde, habríamos tomado el bus."
Grammar Core (Sentence Structures & Tenses),La comida fue preparada por un chef guatemalteco.
Grammar Core (Sentence Structures & Tenses),Ojalá que hoy no llueva en la capital.
Grammar Core (Sentence Structures & Tenses),No quiero que me llamen tan temprano.
Conversational Data (Real-Life Dialogues & Exchanges),¡Hola! ¿Cómo te ha ido esta semana?
Conversational Data (Real-Life Dialogues & Exchanges),¿Me puedes decir dónde queda la estación de buses?
Conversational Data (Real-Life Dialogues & Exchanges),¡Qué alegre verte después de tanto tiempo!
Conversational Data (Real-Life Dialogues & Exchanges),"Perdón, ¿tienes cambio para un billete de cien?"
Conversational Data (Real-Life Dialogues & Exchanges),"No sé, pero podemos preguntarle a Don Pedro."
Conversational Data (Real-Life Dialogues & Exchanges),¿Sabes si la tienda aún está abierta?
Conversational Data (Real-Life Dialogues & Exchanges),"Claro, te ayudo con eso, no hay problema."
Conversational Data (Real-Life Dialogues & Exchanges),"Está bien, te llamo cuando llegue a la casa."
Conversational Data (Real-Life Dialogues & Exchanges),¿Qué opinas de la comida en este restaurante?
Conversational Data (Real-Life Dialogues & Exchanges),"No me gusta mucho el tráfico en la ciudad, ¿y a ti?"
Code-Switching & Multilingualism,"Voy al mall después del trabajo, ¿quieres venir?"
Code-Switching & Multilingualism,Estaba en la party cuando comenzó a llover fuerte.
Code-Switching & Multilingualism,Necesito un ride a la universidad mañana temprano.
Code-Switching & Multilingualism,Vamos a hacer un meeting con el equipo la próxima semana.
Code-Switching & Multilingualism,Este software tiene un bug que no puedo arreglar.
Code-Switching & Multilingualism,No olvides chequear tu email antes de la junta.
Code-Switching & Multilingualism,¿Puedes comprarme un coffee antes de la reunión?
