Category,Sentence
Grammar Core,Ես երեկ գնացի խանութ։
Grammar Core,Նա կարդում է գիրքը հիմա։
Grammar Core,Մենք կայցելենք տատիկիս հաջորդ շաբաթ։
Grammar Core,"Եթե նա գար, մենք կհանդիպեինք։"
Grammar Core,Նրանք չեն եկել երեկ։
Grammar Core,Գիրքը գրվել է հայտնի գրողի կողմից։
Grammar Core,Արդյո՞ք դու արդեն կերել ես։
Grammar Core,Ես սովորաբար գնում եմ դպրոց առավոտյան։
Grammar Core,Դուք կարդացել եք այդ հոդվածը։
Grammar Core,"Եթե նա սովորեր, քննությունը կհանձներ։"
Conversational Data,"Բարև, ինչպես ես?"
Conversational Data,"Ես լավ եմ, շնորհակալ եմ, իսկ դու?"
Conversational Data,Կարո՞ղ եմ սուրճ պատվիրել:
Conversational Data,Որքան արժե այս գիրքը?
Conversational Data,"Ներեցեք, որտե՞ղ է մետրոյի կայարանը:"
Conversational Data,Կտեսնվենք վաղը երեկոյան:
Conversational Data,"Այսօր շատ հաճելի եղանակ է, չէ՞:"
Conversational Data,Ինչ-որ հետաքրքիր նորություն ունե՞ս:
Conversational Data,"Խնդրում եմ, ինձ կարող եք օգնել?"
Conversational Data,Շնորհակալություն օգնության համար։
Code-Switching & Multilingualism,Այսօր ես meeting ունեմ boss-ի հետ։
Code-Switching & Multilingualism,Ես միշտ check եմ անում իմ emails-ները։
Code-Switching & Multilingualism,Ինչպես update անեմ software-ը?
Code-Switching & Multilingualism,Դու Instagram-ում post արե՞լ ես այս նկարը։
Code-Switching & Multilingualism,Կարո՞ղ եմ մի coffee վերցնել քեզ համար։
Code-Switching & Multilingualism,"Արդեն order արել եմ, սպասում եմ։"
Code-Switching & Multilingualism,Նա շատ fluent է Armenian-English mix-ում։
Code-Switching & Multilingualism,Այս book-ը amazing է։
Code-Switching & Multilingualism,Մենք Friday night party ենք անում։
Code-Switching & Multilingualism,Նա ինձ WhatsApp-ով message ուղարկեց։
Formal & Professional Speech,"Հարգելի գործընկերներ, այսօր կներկայացնենք մեր նոր նախագիծը։"
Formal & Professional Speech,"Հարգելի հաճախորդ, շնորհակալություն ձեր ընտրության համար։"
Formal & Professional Speech,Խնդրում ենք լրացնել անհրաժեշտ փաստաթղթերը։
Formal & Professional Speech,Հանդիպումը կանցկացվի վաղը ժամը 10:00-ին։
Formal & Professional Speech,Մեր ընկերությունը առաջարկում է բազմաբնույթ լուծումներ։
Formal & Professional Speech,Սույն համաձայնագիրը վավեր է երկու տարի։
Formal & Professional Speech,Խնդրում ենք հարցերի դեպքում կապվել մեր աջակցման թիմի հետ։
Formal & Professional Speech,"Հարգելի այցելու, խնդրում ենք պահպանել լռություն։"
Formal & Professional Speech,Բժիշկը խորհուրդ է տվել խուսափել ծանրաբեռնվածությունից։
Formal & Professional Speech,"Ստորագրելով այս պայմանագիրը, դուք հաստատում եք համաձայնությունը։"
"Idioms, Proverbs & Cultural Expressions",Գայլի երախից փրկվել։
"Idioms, Proverbs & Cultural Expressions",Ջուրը չի մրոտվում։
"Idioms, Proverbs & Cultural Expressions","Աչքդ լույս, որդիդ եկավ։"
"Idioms, Proverbs & Cultural Expressions","Ոչ շունը կուտի, ոչ գելը։"
"Idioms, Proverbs & Cultural Expressions",Հացից մեղր չունի։
"Idioms, Proverbs & Cultural Expressions",Դանակը ոսկորին հասավ։
"Idioms, Proverbs & Cultural Expressions",Կաղին ընկավ ծառի տակ։
"Idioms, Proverbs & Cultural Expressions",Հոգու խորքից խոսել։
"Idioms, Proverbs & Cultural Expressions",Գտածդ պինդ բռնիր։
"Idioms, Proverbs & Cultural Expressions",Բարի օրերից չես փախչի։
Question-Answer Pairs,Որտե՞ղ է Երևանը։
Question-Answer Pairs,Երևանը Հայաստանի մայրաքաղաքն է։
Question-Answer Pairs,Ո՞վ է գրել «Սասնա Ծռեր» էպոսը։
Question-Answer Pairs,Դա հայ ժողովրդական էպոս է։
Question-Answer Pairs,Ինչու՞ է երկինքը կապույտ։
Question-Answer Pairs,Լույսի ցրման պատճառով։
Question-Answer Pairs,Քանի՞ լեզու ես խոսում։
Question-Answer Pairs,Ես խոսում եմ հայերեն և անգլերեն։
Question-Answer Pairs,Քանի՞ օր ունի մեկ շաբաթ։
Question-Answer Pairs,Մեկ շաբաթը ունի յոթ օր։
Commands & Instructions,Խնդրում եմ բացեք պատուհանը։
Commands & Instructions,Գրեք ձեր անունը այս դաշտում։
Commands & Instructions,Միացրեք լույսը։
Commands & Instructions,Խնդրում եմ սպասել։
Commands & Instructions,Անջատեք հեռախոսը։
Commands & Instructions,Արի այստեղ։
Commands & Instructions,Բացեք ձեր գրքերը։
Commands & Instructions,Լցրեք ջուրը բաժակի մեջ։
Commands & Instructions,Անցեք այս կողմ։
Commands & Instructions,Պահպանեք կարգուկանոն։
Named Entity Recognition (NER) Data,Հայաստանի մայրաքաղաքը Երևանն է։
Named Entity Recognition (NER) Data,Արարատ լեռը Հայաստանի ամենաբարձր լեռն է։
Named Entity Recognition (NER) Data,Ալեքսանդր Սպենդիարյանը հայտնի կոմպոզիտոր էր։
Named Entity Recognition (NER) Data,Ես ապրում եմ Փարիզում։
Named Entity Recognition (NER) Data,Google-ը տեխնոլոգիական ընկերություն է։
Named Entity Recognition (NER) Data,Մաշտոցի պողոտան Երևանում է։
Named Entity Recognition (NER) Data,Սիմոն Վրացյանը քաղաքական գործիչ էր։
Named Entity Recognition (NER) Data,Մենք մեկնում ենք Վենետիկ հաջորդ շաբաթ։
Named Entity Recognition (NER) Data,Apple-ը արտադրում է iPhone։
Named Entity Recognition (NER) Data,Հայաստանի նախագահը ելույթ ունեցավ։
Sentiment Analysis Data,Ես այսօր շատ ուրախ եմ։
Sentiment Analysis Data,Այս ֆիլմը ինձ հիասթափեցրեց։
Sentiment Analysis Data,Ես սիրում եմ շոկոլադ։
Sentiment Analysis Data,Այսօր եղանակը շատ տխուր է։
Sentiment Analysis Data,Ես շատ ոգևորված եմ մեր նոր նախագծի համար։
Sentiment Analysis Data,Այս գրքի ավարտը չափազանց տխուր էր։
Sentiment Analysis Data,Սրճարանն ունի հիանալի սպասարկում։
Sentiment Analysis Data,Ստացված նամակը ինձ զարմացրեց։
Sentiment Analysis Data,Սպորտը ինձ ստիպում է զգալ լավ։
Sentiment Analysis Data,Այս նորությունը ինձ ուրախացրեց։
Paraphrased & Augmented Sentences,Ես այսօր գնացի խանութ։
Paraphrased & Augmented Sentences,Այսօր ես խանութում էի։
Paraphrased & Augmented Sentences,Խանութում էի այսօր առավոտյան։
Paraphrased & Augmented Sentences,Այսօր առավոտյան ես գնացի խանութ։
Paraphrased & Augmented Sentences,Ես գնացի խանութ այսօր վաղ առավոտյան։
Paraphrased & Augmented Sentences,Առավոտյան գնացի խանութ՝ գնումների։
Paraphrased & Augmented Sentences,Այսօր առավոտյան ես գնացի շուկա։
Paraphrased & Augmented Sentences,Ես այսօր գնումներ կատարեցի։
Paraphrased & Augmented Sentences,Ես առավոտյան գնացի առևտրի։
Paraphrased & Augmented Sentences,Առավոտյան շուկա գնացի։
