Categories,Sentences
Grammar Core (Sentence Structures & Tenses),A Fanta ya sɛmɛ ki kalaa sisan na wɛ.
Grammar Core (Sentence Structures & Tenses),Nɛ wa suɡu shɛ siniŋɛ caŋa ki na.
Grammar Core (Sentence Structures & Tenses),Bakari da ga kɔnɔ ti sii yaha na fiige ki ni wɛ.
Grammar Core (Sentence Structures & Tenses),"Ma bu shɛ Koutiala ni, nɛ da ma soro yaha lemu na."
Grammar Core (Sentence Structures & Tenses),A cee wu ma pye a li sɛbɛri kalaa na wɛ.
Grammar Core (Sentence Structures & Tenses),Wù ganha da kee ɲɔ shɔ na wɛ.
Grammar Core (Sentence Structures & Tenses),Yi na ba bye sipya wuu kanhama mu.
Grammar Core (Sentence Structures & Tenses),A wu jo na nɔhɔpiire yi xɔ caŋa kili ni.
Grammar Core (Sentence Structures & Tenses),"Ba lʼa ɲa wɛ, a nɛ li ta xuuni."
Grammar Core (Sentence Structures & Tenses),"Da bɛ ya shɛ saha ni, wee bɛ da soro wɛ."
Conversational Data (Real-Life Dialogues & Exchanges),"«I ni ce,» Fanta di jo, «ma caŋa ya taan wɛ?»"
Conversational Data (Real-Life Dialogues & Exchanges),"Bakari di jaabi na: «Nɛ caŋa ya taan, Kilɛ ya duba.»"
Conversational Data (Real-Life Dialogues & Exchanges),Ami di ɲɛɛri na: «Yee da ga suɡu shɛ ni nɛ ni wɛ?»
Conversational Data (Real-Life Dialogues & Exchanges),"«Nʼa da shɛ,» Musa di jo, «ga nɛ da sɛmɛ ki lɔ fɔlɔ.»"
Conversational Data (Real-Life Dialogues & Exchanges),"Sira na shɛ dɔɔrɔ ki na, na ba jo na nɛ se yaha."
Conversational Data (Real-Life Dialogues & Exchanges),"Koro wu di pye: «Yaha na funŋɔ shɔ, nɔhɔ na taan.»"
Conversational Data (Real-Life Dialogues & Exchanges),«Ma ɲɔmɛɛ ya mɛ?» Adama di ɲɛɛri na kanaŋa ni.
Conversational Data (Real-Life Dialogues & Exchanges),"Awa di jo: «Nɛ ɲɔmɛɛ ya wɛrɛ, ga nɛ lɔhɔ bɛ fe.»"
Conversational Data (Real-Life Dialogues & Exchanges),"Caŋa ka, pee bɛɛri di doro na giraya cee."
Conversational Data (Real-Life Dialogues & Exchanges),"Ba wʼa yee jo wɛ, a pu bɛ di wu faan sɔɔ."
Code-Switching & Multilingualism,"Fanta ya bonjour jo, ga a koro wu yàa Miyɛnɡaa ni."
Code-Switching & Multilingualism,"Bakari ya téléphone ki taa na, na ɲɔkuuŋɔ shɛ WhatsApp ni."
Code-Switching & Multilingualism,"Aminata di merci jo dɔkitɔrɔ mu, ga jaabi wu bɛ Miyɛnɡaa ni."
Code-Switching & Multilingualism,"Radio Mali ya xəbari jo, pee di na kɔnɔ Bamanankan ni."
Code-Switching & Multilingualism,"Umaru ya école sɛmɛ ki kalaa, ga a ɲaha pye mamaara na."
Code-Switching & Multilingualism,"Marché wu ni, muso yi di prix ɲɛɛri na Miyɛnɡaa ni."
Code-Switching & Multilingualism,"Chef du village wu di réunion daminɛ, na fɔlɔ Miyɛnɡaa ni jo."
Code-Switching & Multilingualism,"Agent wu ya formulaire ki sɛbɛ, ga a ɲɛɛri yi na français ni."
Code-Switching & Multilingualism,"Yɛrɛwolo caŋa ki na, denmisɛn yi di song English ni jo."
Code-Switching & Multilingualism,"Banki wu ni, cɛ wu ya compte ki ɲɛɛri na mamaara ɲɔ na."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Association Mamara ya sɛmɛ bɛɛri sɛbɛ Koutiala ni.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Dɔkitɔrɔ wu di jo na lɔhɔ kɛnɛ ki min caŋa bɛɛri.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Banki naani di sɔn na sɛbɛ kɔrɔ ki bɛɛri ɲaari.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Juge wu ya kere ki kalaa, na jaabi fɛni shɔ na."
