Categories,Sentences
Grammar Core (Sentence Structures & Tenses),I gine town later tuhday.
Grammar Core (Sentence Structures & Tenses),She did done cook de food 'fore I reach.
Grammar Core (Sentence Structures & Tenses),"Ef I had de money, I woulda buy it fuh sure."
Grammar Core (Sentence Structures & Tenses),Dey don’t be going church no more.
Grammar Core (Sentence Structures & Tenses),De mangoes does get pick quick round hay.
Grammar Core (Sentence Structures & Tenses),Dem gine be waiting fuh we at six.
Grammar Core (Sentence Structures & Tenses),I wasn’t expectin’ dat kinda behavior from she.
Grammar Core (Sentence Structures & Tenses),We woulda been happy if you did come.
Grammar Core (Sentence Structures & Tenses),De house get paint last week.
Grammar Core (Sentence Structures & Tenses),I cudda help yuh ef yuh did ask.
Conversational Data (Real-Life Dialogues & Exchanges),Wuh gine on wid you now?
Conversational Data (Real-Life Dialogues & Exchanges),"Man, I now now see yuh!"
Conversational Data (Real-Life Dialogues & Exchanges),"Looka, lemme tell yuh how dat went."
Conversational Data (Real-Life Dialogues & Exchanges),Yuh feel like eatin’ out tonight?
Conversational Data (Real-Life Dialogues & Exchanges),I cya believe he say suh!
Conversational Data (Real-Life Dialogues & Exchanges),Da mek sense tuh you?
Conversational Data (Real-Life Dialogues & Exchanges),"I en too sure 'bout dat, yuh know."
Conversational Data (Real-Life Dialogues & Exchanges),Yuh gine down by Granny later?
Conversational Data (Real-Life Dialogues & Exchanges),"Girl, stop play foolish!"
Conversational Data (Real-Life Dialogues & Exchanges),Wunna talkin’ 'bout me?
Code-Switching & Multilingualism,"I gine buy some bread an’ come back quick, ya get me?"
Code-Switching & Multilingualism,Yuh know she always like tuh mix up she English too.
Code-Switching & Multilingualism,"Wait, yuh bring de phone or leff it in de car?"
Code-Switching & Multilingualism,"He seh ‘Yes, I coming’, den he disappear."
Code-Switching & Multilingualism,Mek sure yuh download de app fuh tonight’s ting.
Code-Switching & Multilingualism,"Aye, de meeting start 10AM sharp—don’t be late!"
Code-Switching & Multilingualism,Yuh eva see she Spanish side though?
Code-Switching & Multilingualism,"I was like ‘What?!’, den she just laugh."
Code-Switching & Multilingualism,Wuhpart he say de concert at? Kensington?
Code-Switching & Multilingualism,Leh me call she back pon WhatsApp quick.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Good afternoon, I am here to discuss de terms of de agreement."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Please ensure all documents are submitted by Friday.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",De patient experienced mild symptoms over de past three days.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",We appreciate your timely response to dis inquiry.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Your account has been updated wid de new policy.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",De legal team will review de clause in detail.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",It is important to adhere to de safety regulations.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",I look forward tuh collaborating wid your department.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Kindly confirm de date and time fuh de presentation.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Let us proceed wid caution as discussed earlier.
"Idioms, Proverbs & Cultural Expressions","Every bush is a man, so mind yuh tongue."
"Idioms, Proverbs & Cultural Expressions",Donkey got he days too.
"Idioms, Proverbs & Cultural Expressions","De higher monkey climb, de more he show he tail."
"Idioms, Proverbs & Cultural Expressions",Cat luck ain’t dog luck.
"Idioms, Proverbs & Cultural Expressions",Tek yuh time – hurry bird don’t build good nest.
"Idioms, Proverbs & Cultural Expressions","Ef salt ain’t in de food, it can’t taste."
"Idioms, Proverbs & Cultural Expressions",Yuh can’t play mas and 'fraid powder.
"Idioms, Proverbs & Cultural Expressions",Rain don’t fall in one man house.
"Idioms, Proverbs & Cultural Expressions",Wuh sweet in goat mout does sour in he belly.
"Idioms, Proverbs & Cultural Expressions",Trouble don’t set like rain.
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Wuh time de bus coming? A: Round five thirty, I believe."
Question-Answer Pairs (FAQ & Contextual Understanding),Q: Who gine be de speaker today? A: Miss Browne from de Ministry.
Question-Answer Pairs (FAQ & Contextual Understanding),Q: Yuh see muh bag? A: Check under de table dey.
Question-Answer Pairs (FAQ & Contextual Understanding),Q: Yuh like flying? A: Only when I get a window seat.
Question-Answer Pairs (FAQ & Contextual Understanding),Q: Wuh yuh cook fuh lunch? A: Some stew chicken wid rice.
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Ef yuh had tuh choose, beach or country? A: Beach all de way!"
Question-Answer Pairs (FAQ & Contextual Understanding),Q: Wuh yuh gine do later? A: Might watch a lil movie.
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Duh close de shop? A: Not yet, but soon now."
Question-Answer Pairs (FAQ & Contextual Understanding),"Q: Yuh ever been tuh Oistins on a Friday? A: Every other week, man!"
Question-Answer Pairs (FAQ & Contextual Understanding),Q: How come yuh always early? A: I cyan stand being late.
Commands & Instructions (Imperative Sentences),Bring muh de umbrella from outside.
Commands & Instructions (Imperative Sentences),Don’t touch de stove yet—it still hot.
Commands & Instructions (Imperative Sentences),Tell she tuh call me when she free.
Commands & Instructions (Imperative Sentences),Gimme a minute tuh finish dis first.
Commands & Instructions (Imperative Sentences),Wash dem dishes 'fore yuh leave.
Commands & Instructions (Imperative Sentences),Mek sure tuh lock de door tight.
Commands & Instructions (Imperative Sentences),Wait fuh me by de corner shop.
Commands & Instructions (Imperative Sentences),Stop playing an’ come eat now!
Commands & Instructions (Imperative Sentences),Go an’ help Granny in de garden.
Commands & Instructions (Imperative Sentences),"Put on yuh shoes, we gine late!"
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)","Yesterday, Mia Mottley address de nation at Parliament."
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",De plane from Grantley Adams International land late.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",I gine Crop Over in July tuh see Lil Rick.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Bussa’s statue stand tall in de middle o' de roundabout.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",St. Lucy is where my grandfather from.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Chefette pon Broad Street does be pack at lunch.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Dr. Alleyne gine join we at de conference in November.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Island Fusion open up a new branch in Holetown.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",De students from Harrison College win de award.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Yuh ever meet Officer Clarke from District ‘A’?
Sentiment Analysis Data (Emotion & Opinion-based Sentences),I feel real good bout how today went.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Dis is de worst service I ever get.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),She so sweet tuh bring me a gift.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Dat movie had me laughing from start tuh finish.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),I vex wid how he talk tuh me.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"I proud o' you, yuh really try."
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Dis rain making me feel down.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),He too miserable nowadays.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),I en know wuh tuh do—I confuse.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),We had a wonderful time at de picnic.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),I now reach home from work.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Just get back tuh de house after workin’ late.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"I home now, just come from de job."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"Work done, an’ I finally back home."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Just walk through de door from de office.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),I arrive home not long now.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"Done wid de day, now I home."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Get home after a long day.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"De work day over, I reach."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Home sweet home after all dat work.
