Categories,Sentences
Grammar Core (Sentence Structures & Tenses),佢昨日去咯学校。
Grammar Core (Sentence Structures & Tenses),我正喺屋里读书。
Grammar Core (Sentence Structures & Tenses),明日我会去南昌。
Grammar Core (Sentence Structures & Tenses),若系落雨，我就唔出门。
Grammar Core (Sentence Structures & Tenses),书畀我看完咯。
Grammar Core (Sentence Structures & Tenses),我冇食饭。
Grammar Core (Sentence Structures & Tenses),佢正在写信畀朋友。
Grammar Core (Sentence Structures & Tenses),我哋曾经见过面。
Grammar Core (Sentence Structures & Tenses),呢个问题解决咯。
Grammar Core (Sentence Structures & Tenses),若你早点来，就好咯。
Conversational Data (Real-Life Dialogues & Exchanges),你吃咗饭未？
Conversational Data (Real-Life Dialogues & Exchanges),食咗，味道真好。
Conversational Data (Real-Life Dialogues & Exchanges),噉我哋等下去行街？
Conversational Data (Real-Life Dialogues & Exchanges),好啊，一齐去咯！
Conversational Data (Real-Life Dialogues & Exchanges),你家喺边个区？
Conversational Data (Real-Life Dialogues & Exchanges),我家喺滕王阁旁边。
Conversational Data (Real-Life Dialogues & Exchanges),你今日忙唔忙？
Conversational Data (Real-Life Dialogues & Exchanges),唔忙，啱啱放工。
Conversational Data (Real-Life Dialogues & Exchanges),要唔要饮杯茶先？
Conversational Data (Real-Life Dialogues & Exchanges),好，饮下热茶暖身。
Code-Switching & Multilingualism,我哋明日meet喺coffee shop。
Code-Switching & Multilingualism,呢个project真系challenge。
Code-Switching & Multilingualism,Lunch时间去食米粉啰。
Code-Switching & Multilingualism,佢用咗AI model train数据。
Code-Switching & Multilingualism,你可以用email send畀我。
Code-Switching & Multilingualism,我喺WeChat发个message畀你。
Code-Switching & Multilingualism,今晚party好high！
Code-Switching & Multilingualism,我upload咗document去cloud。
Code-Switching & Multilingualism,Deadline快到咯，快啲啦！
Code-Switching & Multilingualism,老师讲嘅topic系linguistics。
"Formal & Professional Speech (Business, Legal, Medical, Technical)",尊敬嘅各位领导，大家好。
"Formal & Professional Speech (Business, Legal, Medical, Technical)",病人嘅情况已经稳定。
"Formal & Professional Speech (Business, Legal, Medical, Technical)",合同须经双方签字方可生效。
"Formal & Professional Speech (Business, Legal, Medical, Technical)",请遵守公司规定。
"Formal & Professional Speech (Business, Legal, Medical, Technical)",法律条文有明确要求。
"Formal & Professional Speech (Business, Legal, Medical, Technical)",会议定于下星期举行。
"Formal & Professional Speech (Business, Legal, Medical, Technical)",请医生即刻处理。
"Formal & Professional Speech (Business, Legal, Medical, Technical)",报告内容需要修订。
"Formal & Professional Speech (Business, Legal, Medical, Technical)",该项目预算已通过审核。
"Formal & Professional Speech (Business, Legal, Medical, Technical)",技术部门提供详细方案。
"Idioms, Proverbs & Cultural Expressions",一日唔见，如隔三秋。
"Idioms, Proverbs & Cultural Expressions",滴水穿石，非一日之功。
"Idioms, Proverbs & Cultural Expressions",人心齐，泰山移。
"Idioms, Proverbs & Cultural Expressions",冇风起浪，事出有因。
"Idioms, Proverbs & Cultural Expressions",吃得苦中苦，方为人上人。
"Idioms, Proverbs & Cultural Expressions",老马识途，经验重要。
"Idioms, Proverbs & Cultural Expressions",瓜田李下，须防嫌疑。
