Category,Sentence
Grammar Core (Sentence Structures & Tenses),أنا رحت السوق أمس.
Grammar Core (Sentence Structures & Tenses),هي بتطبخ العشا الحين.
Grammar Core (Sentence Structures & Tenses),بنسافر دبي الأسبوع الجاي.
Grammar Core (Sentence Structures & Tenses),لو درست، كنت نجحت.
Grammar Core (Sentence Structures & Tenses),ما شربت العصير.
Grammar Core (Sentence Structures & Tenses),الرسالة انكتبت من المدير.
Grammar Core (Sentence Structures & Tenses),هم يقرون الكتاب.
Grammar Core (Sentence Structures & Tenses),كانوا يدرسون لما اتصلت.
Grammar Core (Sentence Structures & Tenses),إن شاء الله بنخلص بكرا.
Grammar Core (Sentence Structures & Tenses),الطلاب ما فهموا الدرس.
Conversational Data (Real-Life Dialogues & Exchanges),شلونك اليوم؟
Conversational Data (Real-Life Dialogues & Exchanges),تمام الحمدلله، وإنت؟
Conversational Data (Real-Life Dialogues & Exchanges),وين بتروح عقب الدوام؟
Conversational Data (Real-Life Dialogues & Exchanges),بروح القهوة، تجي معاي؟
Conversational Data (Real-Life Dialogues & Exchanges),أكيد، خل نلتقي هناك.
Conversational Data (Real-Life Dialogues & Exchanges),كم الساعة الحين؟
Conversational Data (Real-Life Dialogues & Exchanges),الساعة ثلاث ونص.
Conversational Data (Real-Life Dialogues & Exchanges),لا تنسى تجيب اللابتوب.
Conversational Data (Real-Life Dialogues & Exchanges),إن شاء الله، بجيبه.
Conversational Data (Real-Life Dialogues & Exchanges),مع السلامة، أشوفك عقب.
Code-Switching & Multilingualism,أمس سوينا meeting في الoffice.
Code-Switching & Multilingualism,هو مشغول بالproject مال الجامعة.
Code-Switching & Multilingualism,الboss قال لازم نسلم الreport اليوم.
Code-Switching & Multilingualism,بتجيني email فيها التفاصيل.
Code-Switching & Multilingualism,خذ break شوي، تعبت وايد.
Code-Switching & Multilingualism,هي تحب الmovies الهندية.
Code-Switching & Multilingualism,حطيت الfile على الdesktop.
Code-Switching & Multilingualism,خل نروح نجيب coffee أول.
Code-Switching & Multilingualism,موعد الpresentation بعد المغرب.
Code-Switching & Multilingualism,حجزت الticket online.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",يرجى إرسال المستندات المطلوبة قبل نهاية الأسبوع.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",الاجتماع سيُعقد في تمام الساعة التاسعة صباحًا.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",يرجى توقيع العقد بعد المراجعة.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",المريض بحاجة إلى عملية عاجلة.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",هذا النظام يستخدم لتخزين البيانات بأمان.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",يجب الالتزام بالتعليمات القانونية.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",تم تحديث البرمجيات الخاصة بالخادم.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",نود إعلامكم بأن المكتب مغلق يوم الجمعة.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",يُمنع استخدام الهاتف المحمول أثناء الجلسة.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",يُشترط إرفاق السيرة الذاتية مع الطلب.
"Idioms, Proverbs & Cultural Expressions",اللي ما يعرف الصقر يشويه.
"Idioms, Proverbs & Cultural Expressions",كل تأخيرة فيها خيرة.
"Idioms, Proverbs & Cultural Expressions",الزين ما يكمل.
"Idioms, Proverbs & Cultural Expressions",اليد الوحدة ما تصفق.
"Idioms, Proverbs & Cultural Expressions",الصبر مفتاح الفرج.
"Idioms, Proverbs & Cultural Expressions",الجار قبل الدار.
"Idioms, Proverbs & Cultural Expressions",اللي في قلبه على لسانه.
"Idioms, Proverbs & Cultural Expressions",لا تعطي سرك لحد.
"Idioms, Proverbs & Cultural Expressions",من طول الغيبات جاب الغنايم.
"Idioms, Proverbs & Cultural Expressions",ما كل من ركب الخيل خيّال.
Question-Answer Pairs (FAQ & Contextual Understanding),وين موقع أقرب صيدلية؟
Question-Answer Pairs (FAQ & Contextual Understanding),شلون أقدم على الوظيفة؟
Question-Answer Pairs (FAQ & Contextual Understanding),متى يفتح السوق؟
Question-Answer Pairs (FAQ & Contextual Understanding),كم أسعار التذاكر؟
Question-Answer Pairs (FAQ & Contextual Understanding),ليش تأخرت الحافلة؟
Question-Answer Pairs (FAQ & Contextual Understanding),شلون أقدر أغير الرقم السري؟
Question-Answer Pairs (FAQ & Contextual Understanding),هل في توصيل للبيت؟
Question-Answer Pairs (FAQ & Contextual Understanding),شنو شروط التسجيل؟
Question-Answer Pairs (FAQ & Contextual Understanding),منو المدير الحالي؟
Question-Answer Pairs (FAQ & Contextual Understanding),هل ينفع أرجّع المنتج؟
Commands & Instructions (Imperative Sentences),سكر الباب وراك.
Commands & Instructions (Imperative Sentences),خذ يمين عند الإشارة.
Commands & Instructions (Imperative Sentences),لا تنسى تدق عليهم.
Commands & Instructions (Imperative Sentences),اكتب اسمك هنا.
Commands & Instructions (Imperative Sentences),احفظ الملف قبل تطفي الجهاز.
Commands & Instructions (Imperative Sentences),عطني الجوال شوي.
Commands & Instructions (Imperative Sentences),اقعد زين.
Commands & Instructions (Imperative Sentences),سمّ الله قبل تاكل.
Commands & Instructions (Imperative Sentences),لبس الكمامة.
Commands & Instructions (Imperative Sentences),خلك جاهز الساعة سبع.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",زار الشيخ محمد بن راشد المدرسة.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",الفعالية بتكون في مركز دبي التجاري.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",أعلنت طيران الإمارات عن عروض جديدة.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",الرحلة بتبدأ يوم ١٥ أبريل.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",وزارة الصحة أصدرت بيان رسمي.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",عبدالله سافر جدة الأسبوع الماضي.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",المدرسة تابعة لمؤسسة حمدان التعليمية.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",افتتحوا فرع جديد في الشارقة.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",بنك أبوظبي الأول رعى الحدث.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",المؤتمر بيصير بشهر نوفمبر.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),فرحت يوم سمعت الخبر.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),زعلت من تصرفه.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),أنا مرة متحمس للرحلة.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),الشغل اليوم كان ممل.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),الجو عجيب اليوم!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ما توقعت النتيجة تطلع كذا.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),الكافيه هذا ما عجبني.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),انقهرت لما خسرنا.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),الحفلة كانت ممتعة حيل.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),أنا راضي عن أدائي.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),وين كنت البارح؟
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),أمس وين رحت؟
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ما شفتك البارح، وين كنت؟
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),كنت مشغول أمس، ما قدرت أجي.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),اليوم الجو حار.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),حر اليوم، صح؟
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),الجو نار اليوم.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),الحرارة اليوم توصل خمسين!
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),الدراسة صعبة شوي.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),مب سهلة الدراسة هالأيام.
