Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Mo té ka li on liv kan to vini.
Grammar Core (Sentence Structures & Tenses),Li ap mandé kisa mo vlé di.
Grammar Core (Sentence Structures & Tenses),Nou va manjé pli ta.
Grammar Core (Sentence Structures & Tenses),Yo té ja rivé avan soley kouché.
Grammar Core (Sentence Structures & Tenses),"Si mo té konn sa, mo pa té pou vini."
Grammar Core (Sentence Structures & Tenses),"Lapli ka tonbé, mé mo pé alé kanmenm."
Grammar Core (Sentence Structures & Tenses),Zanmi-la té apé travay dépi maten.
Grammar Core (Sentence Structures & Tenses),Mo pa té kapab wè li hier swa.
Grammar Core (Sentence Structures & Tenses),Nou té pran on ti poz avan nou kontiné.
Grammar Core (Sentence Structures & Tenses),Yo va ékri on lèt ba li demen.
Conversational Data (Real-Life Dialogues & Exchanges),"Bonjou, kijan ou yé jòdi-a?"
Conversational Data (Real-Life Dialogues & Exchanges),"Mo byen, é ou menm?"
Conversational Data (Real-Life Dialogues & Exchanges),Ou fini fé travay-la?
Conversational Data (Real-Life Dialogues & Exchanges),"Pa ankò, mo bizwen on ti tan ankò."
Conversational Data (Real-Life Dialogues & Exchanges),Ou anvi alé pran on kafe?
Conversational Data (Real-Life Dialogues & Exchanges),"Wi, sa sé on bon lidé!"
Conversational Data (Real-Life Dialogues & Exchanges),"Kouté, mo té vlé palé épi ou asou sa."
Conversational Data (Real-Life Dialogues & Exchanges),"Dakò, mo tout zòrèy."
Conversational Data (Real-Life Dialogues & Exchanges),Nou pé wè apré travay.
Conversational Data (Real-Life Dialogues & Exchanges),"Dakor, a pli ta!"
Code-Switching & Multilingualism,Mo té palé épi li en anglais épi on ti kréyol ladan.
Code-Switching & Multilingualism,Nou ka mézé lang fransé é kréyol kan nou palé.
Code-Switching & Multilingualism,"Li di 'Good job, man!' apré mo fin fè sa."
Code-Switching & Multilingualism,Sometimes mo bliyé mo mo kréyol yo.
Code-Switching & Multilingualism,"Yo di ‘Merci boukou, cher!’ chak fwa."
Code-Switching & Multilingualism,Nou ka aprann an menm tan anglais é kréyol.
Code-Switching & Multilingualism,Li réponn 'Wi sir!' kan mo mandé li on kèsyon.
Code-Switching & Multilingualism,Mo mama toujou mélanjé lang yo nan kaz-la.
Code-Switching & Multilingualism,Mo ka ékri kréyol mé mo li anglè plis.
Code-Switching & Multilingualism,Yo kriyé mo ‘friend’ mé mo sé li ‘zanmi’.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Nou ka fè on réyinyon pou diskité nouvo pwogram-la.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Doktè-la di pasyan-la bizwen repo total.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Nan kontra-la, tout kondisyon dwé klar."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Pwojé-la ap mandé on bon planifikasyon.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Administratè-la té bay tout dokiman nécesè.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Avoka-la eksplike règleman-la kòrèkteman.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Travay-la mandé disiplin é presizyon.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Sekretè-la ka rédijé lèt-la épi swen.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Nou té ka palé asou sante piblik.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Profésè-la mandé élèv yo pou soumèt travay-la avan vandredi.
"Idioms, Proverbs & Cultural Expressions",Pa tousa ki kléré sé lò.
"Idioms, Proverbs & Cultural Expressions","Dlo ka monté, pwason pa pèdi chimen li."
"Idioms, Proverbs & Cultural Expressions","Ti pa ti pa, zwazo fè nich li."
"Idioms, Proverbs & Cultural Expressions",Mo ka di: ‘Tansyon sé pa lanmou!’
"Idioms, Proverbs & Cultural Expressions",Tout moun ni tan yo.
"Idioms, Proverbs & Cultural Expressions",Boug-la pa ka kwè zèb-la sé zèb jis li ka tonbé ladan.
"Idioms, Proverbs & Cultural Expressions",On bon zanmi sé on trésò.
"Idioms, Proverbs & Cultural Expressions",Pa mété tout zé ou dan menm panyen.
"Idioms, Proverbs & Cultural Expressions",Lavi sé kon on dans: fò swiv mizik-la.
"Idioms, Proverbs & Cultural Expressions","Pa kouté bouch pèp, suiv kè-w."
Question-Answer Pairs (FAQ & Contextual Understanding),Kisa sé lang kréyol-la?
Question-Answer Pairs (FAQ & Contextual Understanding),Sé on lang ki sòti an Lafrik é Lafrans.
Question-Answer Pairs (FAQ & Contextual Understanding),Ki moun té ka palé li avan?
Question-Answer Pairs (FAQ & Contextual Understanding),Zansèt nou té sèvi avè li dépi tan lontan.
Question-Answer Pairs (FAQ & Contextual Understanding),Poukisa li enpòtan?
Question-Answer Pairs (FAQ & Contextual Understanding),Pas li sé pati idantité nou.
Question-Answer Pairs (FAQ & Contextual Understanding),Ki jan mo pé aprann li vit?
Question-Answer Pairs (FAQ & Contextual Understanding),"Pratiké chak jou, li ak koute mizik kréyol."
Question-Answer Pairs (FAQ & Contextual Understanding),Èske li fasil?
Question-Answer Pairs (FAQ & Contextual Understanding),"Wi, si ou gen pasyans é lanmou pou li."
Commands & Instructions (Imperative Sentences),Vini isit vit!
Commands & Instructions (Imperative Sentences),Pa fè sa!
Commands & Instructions (Imperative Sentences),Tann mo avan ou sòti.
Commands & Instructions (Imperative Sentences),Ékri nom ou sou papyé-la.
Commands & Instructions (Imperative Sentences),Louvè pòt-la pou granmoun-la.
