Categories,Sentences
Grammar Core (Sentence Structures & Tenses),yān pātē pustaka odipini.
Grammar Core (Sentence Structures & Tenses),yān inne pātē pustaka odidini.
Grammar Core (Sentence Structures & Tenses),yān nāle pustaka odipuṇḍu.
Grammar Core (Sentence Structures & Tenses),avanu santhege pōpini.
Grammar Core (Sentence Structures & Tenses),avanu santhege pōyidini.
Grammar Core (Sentence Structures & Tenses),avanu santhege pōpuve.
Grammar Core (Sentence Structures & Tenses),nama illad pōgandāne bāri niddāyi āndu.
Grammar Core (Sentence Structures & Tenses),yān kelasa mālpini āndu helidini.
Grammar Core (Sentence Structures & Tenses),nīr barandāne nāvu tōṭa sēpuni.
Grammar Core (Sentence Structures & Tenses),avaru kelasa mālpuna āse ittu.
Conversational Data (Real-Life Dialogues & Exchanges),A: eer anda? B: yān lāyik āndu.
Conversational Data (Real-Life Dialogues & Exchanges),A: nīr enga pōyini? B: yān santhege pōyini.
Conversational Data (Real-Life Dialogues & Exchanges),"A: cha kudpini? B: āvu, kudpini."
Conversational Data (Real-Life Dialogues & Exchanges),A: ninna kelasa enchina? B: bāri busy āndu.
Conversational Data (Real-Life Dialogues & Exchanges),A: nāle namma kalpana? B: nāle beach pōpini.
Conversational Data (Real-Life Dialogues & Exchanges),"A: phone malthina? B: āvu, yān phone malthini."
Conversational Data (Real-Life Dialogues & Exchanges),"A: bojan āyita? B: āvu, ippe āyitu."
Conversational Data (Real-Life Dialogues & Exchanges),A: nīr yedde barpini? B: bus dāri barpini.
Conversational Data (Real-Life Dialogues & Exchanges),A: movie nōdpini? B: nāle nōdpini.
Conversational Data (Real-Life Dialogues & Exchanges),A: kelasa mugidā? B: inka mugiyand.
Code-Switching & Multilingualism,yān office meeting-ge late āyini.
Code-Switching & Multilingualism,nama project deadline nāle āndu.
Code-Switching & Multilingualism,avanu report submit mālpini.
Code-Switching & Multilingualism,team lunch-ge santhe restaurant pōyini.
Code-Switching & Multilingualism,manager email kalpuni helidini.
Code-Switching & Multilingualism,nīr file upload mālpini?
