Category,Sentence
Grammar Core,מַר יָתְבָא וּלְמַד דְאוֹרַיְתָא.
Grammar Core,אַתְּ תִּכְתּוּב סֵפֶר חָדָתָא.
Grammar Core,אֲנָא אַבִּי חָבְרִי לְבֵי כְנִשְׁתָּא.
Grammar Core,הוּא לָא עָבִיד דְעָבַד.
Grammar Core,נַחְנָן נֵיתֵב וּנְשַׁתֵּי מַיָא.
Grammar Core,אַנְתוּן לָא מְדַבְּרִין בְּלָשׁוֹן יְוָנִית.
Grammar Core,הִיא תִּכְתוּב כְּתוּבָא דְּקָדוּשִׁין.
Grammar Core,מָן יִתֵּן דְּנִהוֵי שְׁלוֹמָא עַל אַרְעָא.
Grammar Core,תִּהְוֵי רָצוֹן דְּכָל בַּר נָשׁ.
Grammar Core,אֲנָן הֲוֵינָן רָחִימִין דְּכָל בְּרֵי עָלְמָא.
Conversational Data,"שָׁלוֹם, אֵיךְ אַנְתְּ?"
Conversational Data,אֲנָא בִּסִימָן טָב.
Conversational Data,לְאָן אַתְּ אָזִיל?
Conversational Data,אֲנָא אָזִיל לְבֵי כְנִשְׁתָּא.
Conversational Data,"הַוִּי טָב, אַחִי!"
Conversational Data,אַתְּ רָעֵב? בּוֹא נֵכּוּל.
Conversational Data,"הַיּוֹם שַׁבָּת, הַוּוּי קָדוֹשׁ."
Conversational Data,רָאִיתָּ לְמֹשֶׁה? לָא יָדַעְתְּ.
Conversational Data,"אִם אַתְּ צָרִיךְ עֶזְרָה, דָּרֵשׁ מִנִּי."
Conversational Data,עַד מָתַי אַתְּ שָׁרוֹי בַּמָּקוֹם הַזֶּה?
Code-Switching & Multilingualism,הִי סְפָרָה בְּאִנְגְּלִית וּבְאַרָמִית.
Code-Switching & Multilingualism,אַתְּ מְדַבֵּר רוּסִית גַּם?
Code-Switching & Multilingualism,"סְלִיחָה, מָה זוֹ אוֹמֵר בְּאַרָמִית?"
Code-Switching & Multilingualism,הַכָּל מְסוּדָר? تَمَام!
Code-Switching & Multilingualism,אַתְּ מְדַבֵּר לְאַנְגְּלִית בַּעֲבוּרִי?
Code-Switching & Multilingualism,אֲנִי רוֹצֶה קָפֶה וְגַם מַיִם.
Code-Switching & Multilingualism,כֵּיצַד לוֹמְרִים 'כֵּן' בְּאַרָמִית?
Code-Switching & Multilingualism,הָאִם הַסֵּפֶר בְּלָשׁוֹן עִבְרִית אוֹ אַרָמִית?
Code-Switching & Multilingualism,הִי אָמְרָה שֶׁהִיא חוֹלָה וְלָא יוֹדַעַת.
Code-Switching & Multilingualism,"בְּאוֹתוֹ הַמָּקוֹם, דִּבְּרוּ יְוָנִית וּלְאַט יְוָנִית."
Formal & Professional Speech,מָתַי נִכְנָס הַיִּשּׂוּם הַחָדָשׁ לַפְּעֻלָּה?
Formal & Professional Speech,כָּל הַמִּסְמָכִים חֲתֻמִּים וּמֻכָּנִים לְהַגָּשָׁה.
Formal & Professional Speech,הָרָפוּאָה הַחֲדָשָׁה מְשַׁפֶּרֶת אֶת חַיֵּי הַחוֹלִים.
Formal & Professional Speech,"נָא לְהַגִּישׁ אֶת הַדוּ""חַ לְבִקֹּרֶת."
Formal & Professional Speech,עַל הַנִּתּוּחַ לְהִתְקַיֵּם בְּתוֹךְ שָׁבוּעַ.
Formal & Professional Speech,הַמִּזְנֶה יִסְפֹּק מַאֲכָלִים בְּתוֹךְ הַיּוֹם.
Formal & Professional Speech,כָּל הָעֲבוֹדוֹת יֵעָשׂוּ בְּזְמַן הַנָּכוֹן.
Formal & Professional Speech,הַהֶסְכֵּם חַיָּב לְהִתְקַיֵּם לְפוּם הַחֹק.
Formal & Professional Speech,הַתַּשְׁלוּמִים יְעֻבְּדוּ לְפִי תָּנָאִים קְדָמִים.
Formal & Professional Speech,הַסְּטָטִיסְטִיקָה מַרְאֶה גִּדּוּל בִּיקּוּשׁ הַשָּׁנָה.
"Idioms, Proverbs & Cultural Expressions",כְּדֵי לְהַבִּין עָלֶיךָ לִשְׁמֹעַ בֵּין הַשּׁוּרוֹת.
"Idioms, Proverbs & Cultural Expressions",מַיִם שֶׁעָבְרוּ לֹא מַחְזִיקִים רוֹחַ.
"Idioms, Proverbs & Cultural Expressions",דָּבָר בָּטֵל הוּא כְּעָנָן בְּרוּחַ.
"Idioms, Proverbs & Cultural Expressions",אַל תִּתֵּן לַחוּט הַדָּק לְהַפְסִיד אֶת הַבֶּגֶד.
"Idioms, Proverbs & Cultural Expressions","אוֹכֵל בָּצָל וְשׁוֹתֵה דָּבַשׁ, אֵין זֶה טוֹב."
