Category,Sentence
Grammar Core (Sentence Structures & Tenses),Mañá irei ao mercado.
Grammar Core (Sentence Structures & Tenses),Onte fun ao cine.
Grammar Core (Sentence Structures & Tenses),Gústame ler libros.
Grammar Core (Sentence Structures & Tenses),"Se tivese tempo, estudaría máis."
Grammar Core (Sentence Structures & Tenses),A comida foi preparada polo cociñeiro.
Grammar Core (Sentence Structures & Tenses),O meu irmán está estudando agora.
Grammar Core (Sentence Structures & Tenses),Ela non quere saír hoxe.
Grammar Core (Sentence Structures & Tenses),"Cando chegue, avisareite."
Grammar Core (Sentence Structures & Tenses),Os nenos xogaban mentres chovía.
Grammar Core (Sentence Structures & Tenses),"Se chove, levarei un paraugas."
Conversational Data (Real-Life Dialogues & Exchanges),Boas! Como estás?
Conversational Data (Real-Life Dialogues & Exchanges),Onde queda a estación de autobuses?
Conversational Data (Real-Life Dialogues & Exchanges),Canto custa este libro?
Conversational Data (Real-Life Dialogues & Exchanges),Podo axudarche en algo?
Conversational Data (Real-Life Dialogues & Exchanges),Que opinas sobre este filme?
Conversational Data (Real-Life Dialogues & Exchanges),Parabéns polo teu aniversario!
Conversational Data (Real-Life Dialogues & Exchanges),Tes un momento para falar?
Conversational Data (Real-Life Dialogues & Exchanges),Gustaríame reservar unha mesa para dúas persoas.
Conversational Data (Real-Life Dialogues & Exchanges),"Non estou seguro, pero podo buscar información."
Conversational Data (Real-Life Dialogues & Exchanges),Que fas esta fin de semana?
Code-Switching & Multilingualism,Vou ao supermercado e depois volto á casa.
Code-Switching & Multilingualism,On Monday temos unha reunión importante.
Code-Switching & Multilingualism,Mañá teño un exam en la universidad.
Code-Switching & Multilingualism,"Non te preocupes, I’ll handle it."
Code-Switching & Multilingualism,Hoxe cociñarei pasta con tomate e cheese.
Code-Switching & Multilingualism,Podes enviarme o document en PDF?
Code-Switching & Multilingualism,"No hay problema, podo facelo."
Code-Switching & Multilingualism,Que tal un café antes da reunión?
Code-Switching & Multilingualism,Esta película é moi guay!
Code-Switching & Multilingualism,"Hoxe é Sunday, non hai traballo."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Estimado cliente, a súa solicitude foi procesada con éxito."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",O paciente presenta síntomas de febre e fatiga.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",A reunión terá lugar o vindeiro luns ás 10:00h.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",É imprescindible seguir os protocolos de seguridade.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",O contrato estipula os dereitos e obrigas de ambas as partes.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Por favor, asine este documento aquí."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",A empresa comprométese a garantir a calidade do servizo.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Non se permite o acceso sen autorización.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",As condicións do préstamo están detalladas neste documento.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",A cirurxía foi realizada con éxito.
"Idioms, Proverbs & Cultural Expressions",Máis vale tarde que nunca.
"Idioms, Proverbs & Cultural Expressions",A cabra sempre tira ao monte.
"Idioms, Proverbs & Cultural Expressions",Non todo o que brilla é ouro.
"Idioms, Proverbs & Cultural Expressions","Onde hai fume, hai lume."
"Idioms, Proverbs & Cultural Expressions",Máis vale un paxaro na man que cen voando.
