Category,Sentence
Grammar Core (Sentence Structures & Tenses),Ndiri kudya sadza.
Grammar Core (Sentence Structures & Tenses),Ndakadyiswa nemukoma wangu.
Grammar Core (Sentence Structures & Tenses),Ndichabika huku mangwana.
Grammar Core (Sentence Structures & Tenses),"Kana ndanga ndakagadzirira, ndakazobuda."
Grammar Core (Sentence Structures & Tenses),Usadye sadza rangu.
Grammar Core (Sentence Structures & Tenses),Muroora anga abika sadza.
Grammar Core (Sentence Structures & Tenses),Tinofanira kushanda nesimba.
Grammar Core (Sentence Structures & Tenses),Akaona shumba muhwindo.
Grammar Core (Sentence Structures & Tenses),Vakadzidza zvakawanda nezvemutemo.
Grammar Core (Sentence Structures & Tenses),Ndakanga ndichida kukubatsira.
Conversational Data (Real-Life Dialogues & Exchanges),"Mhoro, unonzwa sei nhasi?"
Conversational Data (Real-Life Dialogues & Exchanges),Ndiri kufunga kuenda kumusika mangwana.
Conversational Data (Real-Life Dialogues & Exchanges),Unoita basa ripi?
Conversational Data (Real-Life Dialogues & Exchanges),Ndakanzwa kuti mugodhi wakavharwa.
Conversational Data (Real-Life Dialogues & Exchanges),Ko nhasi haugone kuuya here?
Conversational Data (Real-Life Dialogues & Exchanges),Ndafara kukuwona zvakare.
Conversational Data (Real-Life Dialogues & Exchanges),Ndiri kutsvaga mubatsiri mumba mangu.
Conversational Data (Real-Life Dialogues & Exchanges),Ndati ndine basa rakawanda.
Conversational Data (Real-Life Dialogues & Exchanges),Ko iwe unofungei nezvazvo?
Conversational Data (Real-Life Dialogues & Exchanges),Zvinonakidza kushanda pamwe chete.
Code-Switching & Multilingualism,"Handizive kuti ndingaita sei, but I will try."
Code-Switching & Multilingualism,Baba vangu vakaenda to the farm.
Code-Switching & Multilingualism,Ndiri kuona kuti weather yanhasi yakanaka.
Code-Switching & Multilingualism,Handina time yekuenda ikoko.
Code-Switching & Multilingualism,"Ko, unogona kundibatsira, please?"
Code-Switching & Multilingualism,"Mari yangu irikupera, I need to budget."
Code-Switching & Multilingualism,Let’s meet mu town mangwana.
Code-Switching & Multilingualism,Ndakanzwa kuti it’s going to rain.
Code-Switching & Multilingualism,Handei ku supermarket titenge nyama.
Code-Switching & Multilingualism,Ndiri kuona kuti everything iri right.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mushandi anofanirwa kutevedzera mirau yebasa.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mutemo unoda kuti vanhu vabhadhare mitero.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Chiremba akati mushonga uyu uchabatsira.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Munyori mukuru wemabhuku anofanira kuva nekuziva kwakadzama.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Bhangi riri kupa zvikwereti zvinodhura.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Tiri kufambira mberi nehuwandu hwezvirongwa.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Musangano wedu uchaitwa neChitatu.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ndokumbira kuti tisangane pamusangano wemutemo.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mutemo unobatsira kuchengetedza kodzero dzevanhu.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Zvibvumirano zvinofanirwa kunyorerwa pasi.
"Idioms, Proverbs & Cultural Expressions",Mbudzi inodya payakasungirirwa.
"Idioms, Proverbs & Cultural Expressions",Chitsva chiri murutsoka.
"Idioms, Proverbs & Cultural Expressions",Aiva madziva ave mazambuko.
"Idioms, Proverbs & Cultural Expressions",Nhamo inhamo kana yakabata.
"Idioms, Proverbs & Cultural Expressions",Hapana muromo unofemera kumashure.
"Idioms, Proverbs & Cultural Expressions",Chakafukidza dzimba matenga.
"Idioms, Proverbs & Cultural Expressions",Rinonyenga rinohwarara.
"Idioms, Proverbs & Cultural Expressions",Chikuni chinotanga ndichoga.
"Idioms, Proverbs & Cultural Expressions",Mazvokuda mavanga enyama.
"Idioms, Proverbs & Cultural Expressions",Munhu munhu nevanhu.
Question-Answer Pairs (FAQ & Contextual Understanding),Unonzwa sei nhasi? - Ndiri kunzwa zvakanaka.
Question-Answer Pairs (FAQ & Contextual Understanding),"Chii chiri kuitika? - Hapana, ndiri kungofunga."
Question-Answer Pairs (FAQ & Contextual Understanding),Ndeipi nzira iri nyore kuenda kuguta? - Inenge iri kuburikidza nemugwagwa mukuru.
Question-Answer Pairs (FAQ & Contextual Understanding),Ko iwe unoda kudya chii? - Ndinoda sadza nenyama.
Question-Answer Pairs (FAQ & Contextual Understanding),Ko ndinogona kubatsira sei? - Unogona kundipa ruzivo.
Question-Answer Pairs (FAQ & Contextual Understanding),Ndiani akabika sadza iri? - Mai vangu vakabika.
Question-Answer Pairs (FAQ & Contextual Understanding),Chimiro chemamiriro ekunze chiri sei nhasi? - Chiri kutonhorera.
Question-Answer Pairs (FAQ & Contextual Understanding),Ko unofungei nezvebasa idzva? - Ndinoona rakakosha zvikuru.
Question-Answer Pairs (FAQ & Contextual Understanding),"Ko uchauya mangwana? - Ehe, ndichauya."
Question-Answer Pairs (FAQ & Contextual Understanding),Ndeupi mutengo wechingwa? - Iri kutengeswa madhora maviri.
Commands & Instructions (Imperative Sentences),"Bika sadza, ndine nzara!"
Commands & Instructions (Imperative Sentences),Isa bhutsu dzako mukamuri.
Commands & Instructions (Imperative Sentences),Enda kumusika utenge miriwo.
Commands & Instructions (Imperative Sentences),Usarasa mari nenzira isina basa.
Commands & Instructions (Imperative Sentences),Verenga bhuku rako reChishona.
Commands & Instructions (Imperative Sentences),Usamuka usati wapedza kudya.
Commands & Instructions (Imperative Sentences),Cherekedza zvese zvawakanyora.
Commands & Instructions (Imperative Sentences),Tevera mirairo yechikoro.
Commands & Instructions (Imperative Sentences),Usakanganwa kudzidza manheru ano.
Commands & Instructions (Imperative Sentences),Tora bhazi rekuenda kuguta.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Tafadzwa akaenda kuHarare neMugabe.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Chipo naFarai vanogara muBulawayo.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Musangano weWHO wakaitwa kuGeneva.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ndakanyorera basa kuEconet.
