Categories,Sentences
Grammar Core,Ŋ́ mɛ́ lɔ̀ kɔ́ɔ́.
Grammar Core,Ŋ́ mɛ́ lɔ̀ kɔ́ɔ́ yé.
Grammar Core,Ŋ́ mɛ́ lɔ̀ kɔ́ɔ́ gɔ́ɔ́.
Grammar Core,À mɛ̀ lɔ̀ kɔ́ɔ́.
Grammar Core,Kɔ́ɔ́ lɔ̀ mɛ́ ŋ́.
Grammar Core,Ŋ́ mɛ́ lɔ̀ kɔ́ɔ́ dɔ̀.
Grammar Core,Yé mɛ́ lɔ̀ kɔ́ɔ́.
Grammar Core,Ŋ́ mɛ́ lɔ̀ kɔ́ɔ́ zà.
Grammar Core,Mɛ́ ŋ́ lɔ̀ kɔ́ɔ́.
Grammar Core,Ŋ́ mɛ́ lɔ̀ kɔ́ɔ́ kɛ̀.
Conversational Data,Ŋ́: Í kɛ́? À: Ŋ́ kɛ́ mɛ́.
Conversational Data,Í lɔ̀ kɔ́ɔ́ nà? Ŋ́ lɔ̀ yé.
Conversational Data,À: Wɛ́ kɛ́? Ŋ́: Ŋ́ kɛ́ kɔ́.
Conversational Data,Í mɛ́ lɔ̀ nà? À mɛ̀ lɔ̀ yé.
Conversational Data,Ŋ́: Í yá? À: Ŋ́ yá mɛ́.
Conversational Data,Í zɔ́? Ŋ́ zɔ́ kɔ́.
Conversational Data,À: Ŋ́ mɛ́. Í: Yé.
Conversational Data,Í kɔ́ nà? Ŋ́ kɔ́ yé.
Conversational Data,Ŋ́: Í mɛ́ kɛ́? À: Mɛ́.
Conversational Data,Í dɔ̀? Ŋ́ dɔ̀ kɔ́.
Code-Switching,Ŋ́ mɛ́ meeting kɔ́ɔ́.
Code-Switching,Í send email nà?
Code-Switching,À schedule kɔ́ɔ́ yé.
Code-Switching,Ŋ́ call yé nà?
Code-Switching,Í report lɔ̀ kɔ́.
Code-Switching,À confirm kɔ́ɔ́.
Code-Switching,Ŋ́ update yé.
Code-Switching,Í project lɔ̀ nà?
Code-Switching,À submit kɔ́.
Code-Switching,Ŋ́ review yé.
Formal & Professional,Ŋ́ mɛ́ kɔ́ɔ́ dɔ̀ kɛ̀.
Formal & Professional,À mɛ̀ lɔ̀ kɔ́ɔ́ zà kɛ̀.
Formal & Professional,Í mɛ́ kɔ́ɔ́ dɔ̀ yé.
Formal & Professional,Ŋ́ lɔ̀ kɔ́ɔ́ kɛ̀ yé.
Formal & Professional,À dɔ̀ kɔ́ɔ́ zà.
Formal & Professional,Í mɛ́ lɔ̀ kɔ́ɔ́ dɔ̀.
Formal & Professional,Ŋ́ kɔ́ɔ́ zà yé.
Formal & Professional,À mɛ̀ kɔ́ɔ́ dɔ̀.
Formal & Professional,Í lɔ̀ kɔ́ɔ́ kɛ̀.
Formal & Professional,Ŋ́ dɔ̀ kɔ́ɔ́ yé.
Idioms & Proverbs,Kɔ́ɔ́ lɔ̀ mɛ́ ŋ́ yé.
Idioms & Proverbs,Mɛ́ lɔ̀ kɔ́ɔ́ zà.
Idioms & Proverbs,Dɔ̀ kɔ́ɔ́ mɛ́.
Idioms & Proverbs,Kɔ́ yé mɛ́ lɔ̀.
Idioms & Proverbs,Mɛ́ zà kɔ́ɔ́.
Idioms & Proverbs,Lɔ̀ kɔ́ɔ́ dɔ̀ yé.
Idioms & Proverbs,Kɛ̀ mɛ́ lɔ̀.
Idioms & Proverbs,Zà kɔ́ɔ́ mɛ́.
Idioms & Proverbs,Mɛ́ kɔ́ɔ́ yé.
Idioms & Proverbs,Kɔ́ɔ́ dɔ̀ mɛ́.
Question-Answer,Í mɛ́ nà? Ŋ́ mɛ́ yé.
Question-Answer,À lɔ̀ nà? Ŋ́ lɔ̀ yé.
Question-Answer,Í mɛ́ ɓàn dɔ̀ yà. 1278
Question-Answer,À dɔ̀ nà? Ŋ́ dɔ̀ yé.
Question-Answer,Í zà nà? Ŋ́ zà yé.
Question-Answer,À mɛ̀ nà? Ŋ́ mɛ́ yé.
Question-Answer,Í yé nà? Ŋ́ yé.
Question-Answer,À kɛ́ nà? Ŋ́ kɛ́ yé.
Question-Answer,Í lɔ̀ kɛ́ nà? Ŋ́ lɔ̀ yé.
Question-Answer,À zɔ́ nà? Ŋ́ zɔ́ yé.
Commands & Instructions,Lɔ̀ kɔ́ɔ́!
Commands & Instructions,Mɛ́ kɔ́ɔ́ yé!
Commands & Instructions,Dɔ̀ kɔ́ɔ́ zà!
Commands & Instructions,Kɛ̀ lɔ̀ kɔ́!
Commands & Instructions,Zà kɔ́ɔ́!
Commands & Instructions,Kɔ́ yé!
Commands & Instructions,Lɔ̀ yé!
Commands & Instructions,Mɛ́ zà!
Commands & Instructions,Dɔ̀ yé!
Commands & Instructions,Kɛ̀ kɔ́!
NER Data,Ŋ́ lɔ̀ Gbarnga yé.
NER Data,À mɛ̀ Liberia kɔ́.
NER Data,Í lɔ̀ Monrovia yé.
NER Data,Ŋ́ mɛ́ 2026 yé.
NER Data,À lɔ̀ Bong County yé.
NER Data,Í mɛ́ Talkalotta yé.
NER Data,Ŋ́ lɔ̀ PeaceDeal yé.
NER Data,À mɛ̀ Bandwagon yé.
NER Data,Í lɔ̀ Here+There yé.
NER Data,Ŋ́ mɛ́ Readalotta yé.
Sentiment Analysis,Ŋ́ mɛ́ kɔ́ɔ́ yé zà.
Sentiment Analysis,À lɔ̀ kɔ́ɔ́ dɔ̀.
Sentiment Analysis,Í mɛ́ kɔ́ɔ́ yé.
Sentiment Analysis,Ŋ́ dɔ̀ kɔ́ɔ́.
Sentiment Analysis,À zà kɔ́ɔ́ yé.
Sentiment Analysis,Í kɔ́ɔ́ dɔ̀.
Sentiment Analysis,Ŋ́ mɛ́ kɔ́ɔ́.
Sentiment Analysis,À lɔ̀ kɔ́ɔ́ yé.
Sentiment Analysis,Í zà kɔ́ɔ́.
Sentiment Analysis,Ŋ́ kɔ́ɔ́ yé.
Paraphrased & Augmented,Ŋ́ lɔ̀ kɔ́ɔ́ yé.
Paraphrased & Augmented,Kɔ́ɔ́ lɔ̀ ŋ́ yé.
Paraphrased & Augmented,Yé ŋ́ lɔ̀ kɔ́ɔ́.
Paraphrased & Augmented,Ŋ́ kɔ́ɔ́ lɔ̀ yé.
Paraphrased & Augmented,Lɔ̀ ŋ́ kɔ́ɔ́ yé.
Paraphrased & Augmented,Yé kɔ́ɔ́ ŋ́ lɔ̀.
Paraphrased & Augmented,Ŋ́ yé lɔ̀ kɔ́ɔ́.
Paraphrased & Augmented,Kɔ́ɔ́ yé ŋ́ lɔ̀.
Paraphrased & Augmented,Lɔ̀ kɔ́ɔ́ ŋ́ yé.
Paraphrased & Augmented,Yé lɔ̀ ŋ́ kɔ́ɔ́.
