Category,Sentence
Grammar Core (Sentence Structures & Tenses),jr.n=i m pr
Grammar Core (Sentence Structures & Tenses),jr=i m pr
Grammar Core (Sentence Structures & Tenses),jr.t=i m pr
Grammar Core (Sentence Structures & Tenses),iw=i r jri m pr
Grammar Core (Sentence Structures & Tenses),jr=i jri n pr
Grammar Core (Sentence Structures & Tenses),nn=i jri n pr
Grammar Core (Sentence Structures & Tenses),jr.tw=j m pr
Grammar Core (Sentence Structures & Tenses),jr.tw=f m pr
Grammar Core (Sentence Structures & Tenses),jr.tw=sn m pr
Grammar Core (Sentence Structures & Tenses),jr.tw=n=i
Conversational Data (Real-Life Dialogues & Exchanges),di.k n.j snb?
Conversational Data (Real-Life Dialogues & Exchanges),snb=i. di.k snb=k?
Conversational Data (Real-Life Dialogues & Exchanges),iw=i m nfr. ntk?
Conversational Data (Real-Life Dialogues & Exchanges),rdi n.j mw. rdi n.k mw.
Conversational Data (Real-Life Dialogues & Exchanges),jr=i m kA n=k?
Conversational Data (Real-Life Dialogues & Exchanges),ir.t n=k tA xw?
Conversational Data (Real-Life Dialogues & Exchanges),ink mAa. ntk mAa?
Conversational Data (Real-Life Dialogues & Exchanges),xai=i r pr. xai=k?
Conversational Data (Real-Life Dialogues & Exchanges),mrr=i tA xnt. mrr=k?
Conversational Data (Real-Life Dialogues & Exchanges),iw=i m r kA.k
Code-Switching & Multilingualism,jr.n=i booking m ḥaw.t
Code-Switching & Multilingualism,di=i review m Anglis
Code-Switching & Multilingualism,jwi m taxi r tA Hwt
Code-Switching & Multilingualism,mrr=i coffee m cafe
Code-Switching & Multilingualism,"iw=j m pr, but iw=f m aH"
Code-Switching & Multilingualism,hemet=i is doctor m clinic
Code-Switching & Multilingualism,translate di.n=i m English
Code-Switching & Multilingualism,jwi r station m microbus
Code-Switching & Multilingualism,iw=j writing email m laptop
Code-Switching & Multilingualism,note m class iw jr.n=i
"Formal & Professional Speech (Business, Legal, Medical, Technical)",di nTr anx n nswt
"Formal & Professional Speech (Business, Legal, Medical, Technical)",jn.wy m wDyt n pr
"Formal & Professional Speech (Business, Legal, Medical, Technical)",jr.t n wDbw m Hwt-nTr
"Formal & Professional Speech (Business, Legal, Medical, Technical)",sDm mdw m sStA
"Formal & Professional Speech (Business, Legal, Medical, Technical)",xpr sDm.w Htp nTr
