category,Sentence
Grammar Core (Sentence Structures & Tenses),Ayer comí arepas con queso llanero.
Grammar Core (Sentence Structures & Tenses),Mañana iremos al Ávila si no llueve.
Grammar Core (Sentence Structures & Tenses),"Si yo fuera tú, no diría nada."
Grammar Core (Sentence Structures & Tenses),Él había salido antes de que llegáramos.
Grammar Core (Sentence Structures & Tenses),No se permite fumar en esta área.
Grammar Core (Sentence Structures & Tenses),¿Vendrás a la reunión esta tarde?
Grammar Core (Sentence Structures & Tenses),"Cuando era niño, jugaba metras en la calle."
Grammar Core (Sentence Structures & Tenses),Ellos estarán trabajando en el proyecto mañana.
Grammar Core (Sentence Structures & Tenses),Se vendieron todas las entradas para el concierto.
Grammar Core (Sentence Structures & Tenses),Ojalá terminemos el informe a tiempo.
Conversational Data (Real-Life Dialogues & Exchanges),"—¿Qué más, chamo? —Aquí, echándole pichón."
Conversational Data (Real-Life Dialogues & Exchanges),"—¿Tienes sencillo para el pasaje? —Nada, estoy pelando."
Conversational Data (Real-Life Dialogues & Exchanges),—¿Vas a la playa este fin? —Depende del clima.
Conversational Data (Real-Life Dialogues & Exchanges),"—¿Comiste ya? —Sí, una empanada de cazón."
Conversational Data (Real-Life Dialogues & Exchanges),—¿Supiste lo de Mariana? —¡No me digas! ¿Qué pasó?
Conversational Data (Real-Life Dialogues & Exchanges),—Mira que hay cola pa’ la gasolina. —Siempre lo mismo.
Conversational Data (Real-Life Dialogues & Exchanges),"—¿Me prestas tu cargador? —Toma, pero devuélvelo."
Conversational Data (Real-Life Dialogues & Exchanges),—¿Viste el juego de la Vinotinto? —¡Una locura total!
Conversational Data (Real-Life Dialogues & Exchanges),—No llego a fin de mes. —Bienvenido al club.
Conversational Data (Real-Life Dialogues & Exchanges),—¿Te gusta el pabellón? —¡Es mi plato favorito!
Code-Switching & Multilingualism,Me lancé un maratón de Netflix todo el domingo.
Code-Switching & Multilingualism,¿Tú sabes dónde está el charger del teléfono?
Code-Switching & Multilingualism,Estoy full de trabajo this week.
Code-Switching & Multilingualism,Vamos a echarnos un selfie aquí.
Code-Switching & Multilingualism,"Mira ese delivery, llegó en 10 minutos."
Code-Switching & Multilingualism,"No tengo WiFi, se cayó desde ayer."
Code-Switching & Multilingualism,Me encanta el brunch en ese sitio.
Code-Switching & Multilingualism,¿Te pasaron el link del grupo?
Code-Switching & Multilingualism,Mi jefe quiere el reporte ASAP.
Code-Switching & Multilingualism,Ese sitio es súper chill para estudiar.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Según el informe técnico, la falla fue del sistema hidráulico."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Favor remitir los documentos solicitados antes del viernes.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",El paciente presenta síntomas compatibles con dengue clásico.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Se requiere la firma del contrato en presencia de un notario.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Adjunto encontrará el presupuesto actualizado para su revisión.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",El análisis estadístico sugiere un crecimiento sostenido.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Gracias por su atención y quedamos atentos a cualquier duda.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",El tratamiento debe ser administrado bajo supervisión médica.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Convocamos a reunión extraordinaria para discutir el tema.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Se notificará por correo electrónico cualquier cambio logístico.
"Idioms, Proverbs & Cultural Expressions",Ese chamo no da pie con bola.
"Idioms, Proverbs & Cultural Expressions",A buen hambre no hay pan duro.
"Idioms, Proverbs & Cultural Expressions","Cuando el río suena, piedras trae."
"Idioms, Proverbs & Cultural Expressions",Más claro no canta un gallo.
"Idioms, Proverbs & Cultural Expressions",Se fue por los caminos verdes.
"Idioms, Proverbs & Cultural Expressions",Está más rayado que una cebra.
"Idioms, Proverbs & Cultural Expressions",No pega una ni por casualidad.
"Idioms, Proverbs & Cultural Expressions",Eso es pan comido para ella.
"Idioms, Proverbs & Cultural Expressions",Está buscando la quinta pata al gato.
"Idioms, Proverbs & Cultural Expressions",Hoy amanecí con la luna virada.
Question-Answer Pairs (FAQ & Contextual Understanding),—¿Cuál es la capital de Venezuela? —Caracas.
Question-Answer Pairs (FAQ & Contextual Understanding),—¿Dónde puedo comprar harina PAN? —En el automercado de la esquina.
Question-Answer Pairs (FAQ & Contextual Understanding),—¿Qué significa ‘arrecho’ en Venezuela? —Depende del contexto.
Question-Answer Pairs (FAQ & Contextual Understanding),—¿A qué hora abre el banco? —A las 9 de la mañana.
Question-Answer Pairs (FAQ & Contextual Understanding),"—¿Cuánto cuesta el pasaje en bus? —Un dólar, ida y vuelta."
Question-Answer Pairs (FAQ & Contextual Understanding),"—¿Puedo pagar con Zelle? —Claro, aquí está el correo."
Question-Answer Pairs (FAQ & Contextual Understanding),—¿Dónde queda el Parque del Este? —En La California.
Question-Answer Pairs (FAQ & Contextual Understanding),—¿Quién ganó las elecciones? —Todavía no hay resultados oficiales.
Question-Answer Pairs (FAQ & Contextual Understanding),—¿Qué es un cachicamo? —Un animal típico de la región.
Question-Answer Pairs (FAQ & Contextual Understanding),—¿Cuál es el plato típico de Navidad? —La hallaca.
Commands & Instructions (Imperative Sentences),Apaga la luz cuando salgas.
Commands & Instructions (Imperative Sentences),"Dame un chance, estoy ocupado."
Commands & Instructions (Imperative Sentences),Llena el tanque antes de salir.
Commands & Instructions (Imperative Sentences),"Pásame la sal, porfa."
Commands & Instructions (Imperative Sentences),No olvides llamar a tu abuela.
Commands & Instructions (Imperative Sentences),Monta la arepa en el budare.
Commands & Instructions (Imperative Sentences),Saca la basura antes de las 8.
Commands & Instructions (Imperative Sentences),Guarda los documentos en la carpeta azul.
Commands & Instructions (Imperative Sentences),Mueve el carro que estás bloqueando.
Commands & Instructions (Imperative Sentences),"Ten paciencia, ya casi llegamos."
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",María Fernanda viajó a Mérida el 12 de agosto.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",El Banco de Venezuela cerrará temprano mañana.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Simón Bolívar nació en Caracas en 1783.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",La reunión con PDVSA será en Chacao.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Caracas FC ganó el partido el domingo pasado.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Juan Pablo fue al Sambil con sus primos.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",El 5 de julio se celebra la independencia.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Farmatodo está abierto las 24 horas.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Mi primo trabaja en el Ministerio de Salud.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Fui a Margarita en Semana Santa.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Estoy feliz porque aprobé el examen.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Qué rabia ese apagón inesperado.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Me encanta el clima de la Colonia Tovar.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Detesto cuando se va el internet.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Fue la mejor película que he visto.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Siento nostalgia cada vez que como arepas.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ese comentario me pareció ofensivo.
