Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Mi waɗi ɗum ko mi waɗi tuma ndee.
Grammar Core (Sentence Structures & Tenses),O naatata e jango ndeen.
Grammar Core (Sentence Structures & Tenses),Min waɗata golle kala ñalnde.
Grammar Core (Sentence Structures & Tenses),A fota waɗde ɗum so a yiɗi.
Grammar Core (Sentence Structures & Tenses),Ɗum waɗa ɗum ko feewi.
Grammar Core (Sentence Structures & Tenses),Mi waɗa waɗde e dow gese.
Grammar Core (Sentence Structures & Tenses),O waɗi ɗum tuma nde o waɗi ɓamtaako.
Grammar Core (Sentence Structures & Tenses),Min waɗi waɗde kala e jam.
Grammar Core (Sentence Structures & Tenses),Mi waɗa waɗde ɗum haa no laaɓti.
Grammar Core (Sentence Structures & Tenses),Ɗum waɗi ɗum ko anndiɗo yahata.
Conversational Data (Real-Life Dialogues & Exchanges),"A jaraama, no mbaɗɗo?"
Conversational Data (Real-Life Dialogues & Exchanges),"Mi weltii, ko fii no njaaree?"
Conversational Data (Real-Life Dialogues & Exchanges),"Eey, mi yahii lekki, ko honɗun e nder ngesa?"
Conversational Data (Real-Life Dialogues & Exchanges),"A waɗi e jam, ko yow jogii makko?"
Conversational Data (Real-Life Dialogues & Exchanges),Mi waɗi ɓurɗo waɗde golle tuma ndee.
Conversational Data (Real-Life Dialogues & Exchanges),"Ko fii jooni, mi ngoodi waɗde e maam."
Conversational Data (Real-Life Dialogues & Exchanges),"O wi’i mi, ‘yo a ñawtoo e hoore maa’."
Conversational Data (Real-Life Dialogues & Exchanges),"Mi njahi lekki, mi ɓeydoo ngam waɗde."
Conversational Data (Real-Life Dialogues & Exchanges),"Ko yow wi’i, a waɗi waɗde haa nder ɗiiɓal."
Conversational Data (Real-Life Dialogues & Exchanges),"Mi waɗi waɗde ɗum no feewi, o wi’i mi e jam."
Code-Switching & Multilingualism,Mi yahii market ngam buy ndiyam.
Code-Switching & Multilingualism,O wondi cool walla tired?
Code-Switching & Multilingualism,Min waɗi project ngol e school jooni.
Code-Switching & Multilingualism,Mi njahii town ngam meeting with boss.
Code-Switching & Multilingualism,"Ɗum waɗi very nice, walla?"
Code-Switching & Multilingualism,Mi waɗi typing report ɗum e laptop am.
Code-Switching & Multilingualism,A jooɗi e peace of mind ɗum.
Code-Switching & Multilingualism,"O wi’i, ‘mi go to Bamako tomorrow’."
Code-Switching & Multilingualism,"Ko yow waɗi e jam, let’s go."
Code-Switching & Multilingualism,Min waɗi online class jooni e teacher ɗam.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ɗum waɗi ko feewi ngam yahde ngal meeting.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mi waɗi waɗde report ɗum ngam office.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ɗum waɗi ɗum ko sahaa ngal doctor wi’i.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ko min waɗi waɗde kala e ndiyam ngal institution.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mi waɗi research ngal ngam university ɗam.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ɗum waɗi policy ngal ngam kalaɓal ngal.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mi waɗi waɗde proposal ngam NGO ɗam.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ɗum waɗi conference ngal ngam Bamako.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Mi waɗi interview ngal ngam position ngal.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ɗum waɗi certificate ngal ngam ɓeyɗe jooni.
"Idioms, Proverbs & Cultural Expressions",Ko fii njam gite waɗi e daraja.
"Idioms, Proverbs & Cultural Expressions",Ñande ina waawi waɗde laamu.
"Idioms, Proverbs & Cultural Expressions",Ko hono mbuuɗo yahii ɗum fow.
"Idioms, Proverbs & Cultural Expressions","Ko fii laawol e jam, e jam gasa."
