Categories,Sentences
Grammar Core (Sentence Structures & Tenses),من امروز کتاب خوانگاں۔
Grammar Core (Sentence Structures & Tenses),تو بازارءَ روتگ۔
Grammar Core (Sentence Structures & Tenses),اے فردا مدرسهءَ انت۔
Grammar Core (Sentence Structures & Tenses),ما کار مکمل کنگاں۔
Grammar Core (Sentence Structures & Tenses),کتاب استادءَ خوانگت۔
Grammar Core (Sentence Structures & Tenses),اگر باران بیت، ما خانهءَ مانگاں۔
Grammar Core (Sentence Structures & Tenses),او دیر آتگ نہ انت۔
Grammar Core (Sentence Structures & Tenses),بچہ بازی کنگت آنت۔
Grammar Core (Sentence Structures & Tenses),زنان جلسهءَ شرکت کنگاں۔
Grammar Core (Sentence Structures & Tenses),ماں فیصلہ گرفتگاں۔
Conversational Data (Real-Life Dialogues & Exchanges),سلام، تو چوں انت؟
Conversational Data (Real-Life Dialogues & Exchanges),من خیر انت، تو چی خبر؟
Conversational Data (Real-Life Dialogues & Exchanges),امروز کجا روتگ؟
Conversational Data (Real-Life Dialogues & Exchanges),بازارءَ روتگاں، چیز خرید کنگاں۔
Conversational Data (Real-Life Dialogues & Exchanges),تو شام مهمان بیت؟
Conversational Data (Real-Life Dialogues & Exchanges),آری، ساعت ہشت انت۔
Conversational Data (Real-Life Dialogues & Exchanges),چائے یا قہوہ خوہ انت؟
Conversational Data (Real-Life Dialogues & Exchanges),قہوہ بہتر انت، مہربانی۔
Conversational Data (Real-Life Dialogues & Exchanges),خبر نو چی انت؟
Conversational Data (Real-Life Dialogues & Exchanges),همه چیز خوب انت۔
Code-Switching & Multilingualism,من meetingءَ شرکت کنگاں۔
Code-Switching & Multilingualism,تو report آماده کنگت؟
Code-Switching & Multilingualism,امروز deadline انت۔
Code-Switching & Multilingualism,او project مکمل کنگت۔
Code-Switching & Multilingualism,ماں file upload کنگاں۔
Code-Switching & Multilingualism,teacher homework توضیح دات۔
Code-Switching & Multilingualism,clinicءَ appointment گرفتگ۔
Code-Switching & Multilingualism,online کلاس شروع انت۔
Code-Switching & Multilingualism,manager فیصلہ اعلام کنگت۔
Code-Switching & Multilingualism,data تحلیل کنگاں۔
Formal & Professional Speech,محترم مدیر صاحب، درخواست من بررسی کنگیں۔
Formal & Professional Speech,ای قرارداد رسمی طور امضا بوت۔
Formal & Professional Speech,بیمار علائم شدید ظاہر کنگت۔
Formal & Professional Speech,جلسه فردا ساعت دہ شروع بیت۔
Formal & Professional Speech,گزارش مالی تکمیل بوت۔
Formal & Professional Speech,قانون جدید اجرا بوت۔
Formal & Professional Speech,پروژه تخنیکی ارزیابی بوت۔
Formal & Professional Speech,مراجع شکایت ثبت کنگت۔
Formal & Professional Speech,دانشجو پایان‌نامه دفاع کنگت۔
Formal & Professional Speech,شرکت قرارداد تمدید کنگت۔
"Idioms, Proverbs & Cultural Expressions",دل گرم بیت، کار آسان بیت۔
"Idioms, Proverbs & Cultural Expressions",آب کم انت، تشنگی بسیار انت۔
"Idioms, Proverbs & Cultural Expressions",وقت زر انت۔
"Idioms, Proverbs & Cultural Expressions",دوست وقت سخت معلوم بیت۔
"Idioms, Proverbs & Cultural Expressions",صبر کلید راحتی انت۔
"Idioms, Proverbs & Cultural Expressions",زبان شیرین دل برت۔
"Idioms, Proverbs & Cultural Expressions",کار امروز فردا مکن۔
"Idioms, Proverbs & Cultural Expressions",علم نور انت۔
"Idioms, Proverbs & Cultural Expressions",خانه بی‌مهمان سرد انت۔
"Idioms, Proverbs & Cultural Expressions",همت بلند راه کوتاه کنگت۔
Question-Answer Pairs (FAQ & Contextual Understanding),تو نام چی انت؟
Question-Answer Pairs (FAQ & Contextual Understanding),ای شهر کجا قرار انت؟
Question-Answer Pairs (FAQ & Contextual Understanding),مدرسه چه وقت شروع بیت؟
Question-Answer Pairs (FAQ & Contextual Understanding),تو چرا دیر آتگ؟
Question-Answer Pairs (FAQ & Contextual Understanding),ای کتاب کی نوشتگ؟
Question-Answer Pairs (FAQ & Contextual Understanding),امروز هوا چوں انت؟
Question-Answer Pairs (FAQ & Contextual Understanding),چرا برق قطع بوت؟
Question-Answer Pairs (FAQ & Contextual Understanding),کدام راه نزدیک‌تر انت؟
Question-Answer Pairs (FAQ & Contextual Understanding),تو چی فکر کنگے؟
Question-Answer Pairs (FAQ & Contextual Understanding),ای برنامه چرا مهم انت؟
Commands & Instructions (Imperative Sentences),دروازه بند کنگ۔
Commands & Instructions (Imperative Sentences),کتاب بخوان۔
Commands & Instructions (Imperative Sentences),مهلت رعایت کنگ۔
Commands & Instructions (Imperative Sentences),گزارش ارسال کنگ۔
Commands & Instructions (Imperative Sentences),چراغ روشن کنگ۔
Commands & Instructions (Imperative Sentences),آهسته حرف بزن۔
Commands & Instructions (Imperative Sentences),این فایل ذخیره کنگ۔
Commands & Instructions (Imperative Sentences),خانه پاک کنگ۔
Commands & Instructions (Imperative Sentences),صبر کنگ و گوش کنگ۔
Commands & Instructions (Imperative Sentences),معلومات دقیق فراہم کنگ۔
Named Entity Recognition (NER) Data,کلات بلوچستانءَ مهم شهر انت۔
Named Entity Recognition (NER) Data,پاکستان آسیای جنوبیءَ قرار انت۔
Named Entity Recognition (NER) Data,محمد علی جناح رهبر معروف بوت۔
Named Entity Recognition (NER) Data,دانشگاه بلوچستان کویتهءَ انت۔
Named Entity Recognition (NER) Data,عید فطر جشن اسلامی انت۔
Named Entity Recognition (NER) Data,جنوری سال نو شروع انت۔
Named Entity Recognition (NER) Data,شرکت پی آئی اے پرواز کنگت۔
Named Entity Recognition (NER) Data,کراچی بندر بزرگ انت۔
Named Entity Recognition (NER) Data,سازمان ملل متحد جهانی نهاد انت۔
Named Entity Recognition (NER) Data,رود سند بزرگ رود انت۔
Sentiment Analysis Data (Emotion & Opinion-based Sentences),من بسیار خوشحال انت۔
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ای خبر غمگین انت۔
Sentiment Analysis Data (Emotion & Opinion-based Sentences),او کار عالی کنگت۔
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ای فیلم خسته‌کننده انت۔
Sentiment Analysis Data (Emotion & Opinion-based Sentences),من از تو ممنون انت۔
Sentiment Analysis Data (Emotion & Opinion-based Sentences),وضعیت نگران‌کننده انت۔
Sentiment Analysis Data (Emotion & Opinion-based Sentences),نتیجه رضایت‌بخش انت۔
Sentiment Analysis Data (Emotion & Opinion-based Sentences),او رفتار بد کنگت۔
Sentiment Analysis Data (Emotion & Opinion-based Sentences),من امید بسیار داراں۔
Sentiment Analysis Data (Emotion & Opinion-based Sentences),ای تجربه فراموش‌نشدنی انت۔
Paraphrased & Augmented Sentences,من کتاب امروز خوانگاں۔
Paraphrased & Augmented Sentences,امروز من کتاب مطالعه کنگاں۔
Paraphrased & Augmented Sentences,تو بازارءَ امروز روتگ۔
Paraphrased & Augmented Sentences,امروز تو بازارءَ رفتگ۔
Paraphrased & Augmented Sentences,او کار مکمل کنگت۔
Paraphrased & Augmented Sentences,کار او تکمیل بوت۔
Paraphrased & Augmented Sentences,ما جلسهءَ شرکت کنگاں۔
Paraphrased & Augmented Sentences,ماں در جلسه حضور داشتگاں۔
Paraphrased & Augmented Sentences,هوا امروز سرد انت۔
Paraphrased & Augmented Sentences,امروز هوا خنک انت۔
