Categories,Sentences
Grammar Core,ང་མི་དགའ་པོ་ཡིན།
Grammar Core,ཁོས་དེ་བྲིས་སོང་།
Grammar Core,ངས་སྐད་ཡིག་སློབ་གི་ཡོད།
Grammar Core,ཁོ་ནངས་པར་སྐད་ཆ་བཤད་གི་འོང་།
Grammar Core,མོས་དེ་མ་བཤད་པས།
Grammar Core,དེ་ངས་མ་མཐོང་།
Grammar Core,ཁོ་རྒྱལ་བའི་གནས་སུ་འགྲོ་ཡོད།
Grammar Core,མི་དེ་སློབ་གྲྭ་ནས་བརྒྱུད་དེ་ཡོངས་གི་ཡོད།
Grammar Core,ཁོས་དེ་བཟོས་པ་ཡིན།
Grammar Core,ང་འདི་བཤད་ན་ཡག་པོ་ཡིན།
Conversational Data,ཁྱོད་ག་རེ་བྱེད་ཀྱི་ཡོད།
Conversational Data,ང་དེ་ལ་མི་དགའ།
Conversational Data,ཁྱོད་ནངས་པར་འོང་གི་ཨིན།
Conversational Data,དེ་ག་འདྲ་ཡིན།
Conversational Data,ང་ཁ་ལག་ཟ་གི་ཡོད།
Conversational Data,ཁོས་སྐད་ཆ་བཤད་སོང་།
Conversational Data,ཁྱོད་དེ་མཐོང་སོང་ཨིན།
Conversational Data,ང་དེ་འདོད་པ་ཡོད།
Conversational Data,ཁོ་ནང་ལ་ཡོད།
Conversational Data,དེ་ཡག་པོ་རེད།
Code-Switching & Multilingualism,ང་གིས meeting ལ་འགྲོ་གི་ཡོད།
Code-Switching & Multilingualism,ཁོས report བྲིས་སོང་།
Code-Switching & Multilingualism,ང་གིས homework བཟོ་དགོས།
Code-Switching & Multilingualism,ཁྱོད་གིས phone འདོད་པ་ཡོད།
Code-Switching & Multilingualism,དེ་ project ཡག་པོ་རེད།
Code-Switching & Multilingualism,ང་གིས email བཏང་སོང་།
Code-Switching & Multilingualism,ཁོས file བཟུང་སོང་།
Code-Switching & Multilingualism,ཁྱོད་གིས message མ་བཏང་།
Code-Switching & Multilingualism,ང་གིས online སློབ་གི་ཡོད།
Code-Switching & Multilingualism,དེ་ system གསར་པ་རེད།
Formal & Professional Speech,ངས་ཞུ་བ་འབུལ་གི་ཡོད།
Formal & Professional Speech,ཁྱོད་ཀྱིས་སྙན་ཞུ་བཏང་རོགས།
Formal & Professional Speech,དེ་དགོས་མཁོ་ཡོད་པ་ཡིན།
Formal & Professional Speech,ཁོས་གསལ་བཤད་བྱས་སོང་།
Formal & Professional Speech,འདི་ཁྲིམས་མཐུན་ཡིན།
Formal & Professional Speech,མི་ཚོས་མཐུན་འགྱུར་བྱེད་དགོས།
Formal & Professional Speech,དེ་ནད་བཅོས་གཞི་ཡིན།
Formal & Professional Speech,ཁྱོད་ཀྱིས་ཐོ་བཀོད་བྱེད་རོགས།
Formal & Professional Speech,དེ་ཚོང་ལས་ཀྱི་དོན་ཡིན།
Formal & Professional Speech,ངས་ལས་ཀ་མཇུག་བསྡུས་སོང་།
"Idioms, Proverbs & Cultural Expressions",ཆུ་མཐོ་ན་ཉ་མཐོ།
"Idioms, Proverbs & Cultural Expressions",སྐད་ཆ་གཡོ་བ་མ་བཤད།
"Idioms, Proverbs & Cultural Expressions",རི་མཐོ་ན་རླུང་ཆེ།
"Idioms, Proverbs & Cultural Expressions",དཀའ་ངལ་ནས་བཟང་པོ་འབྱུང་།
"Idioms, Proverbs & Cultural Expressions",མི་ལ་བཟང་པོ་བྱེད།
"Idioms, Proverbs & Cultural Expressions",གང་བྱས་ན་དེ་ཐོབ།
"Idioms, Proverbs & Cultural Expressions",དེ་དུས་ནས་ད་དུས་བར།
"Idioms, Proverbs & Cultural Expressions",མི་སྡུག་ན་གནམ་སྡུག།
"Idioms, Proverbs & Cultural Expressions",མཁས་པ་གིས་སྐད་ཆ་ཉུང་།
"Idioms, Proverbs & Cultural Expressions",ལས་མེད་ན་འབྲས་མེད།
Question-Answer Pairs,ཁྱོད་ག་འདྲ་ཡིན།
Question-Answer Pairs,དེ་ག་རེ་རེད།
Question-Answer Pairs,ཁོ་ག་ལ་ཡོད།
Question-Answer Pairs,ང་ག་དུས་འགྲོ་གི་ཡོད།
Question-Answer Pairs,དེ་སུས་བཟོས།
Question-Answer Pairs,ཁྱོད་གིས་དེ་ཤེས་ཨིན།
Question-Answer Pairs,དེ་ཅི་ལས་ཡིན།
Question-Answer Pairs,ང་ག་ལ་སླེབས་གི་ཡོད།
Question-Answer Pairs,ཁོས་ག་རེ་བྱས།
Question-Answer Pairs,དེ་ག་དུས་འགྱུར་གི་ཡོད།
Commands & Instructions,དེ་བཤད་རོགས།
Commands & Instructions,སྒོ་བརྒྱབ་རོགས།
Commands & Instructions,དེ་བཟོ་རོགས།
Commands & Instructions,སྐད་ཆ་མ་བཤད།
Commands & Instructions,ཁ་ལག་ཟ་རོགས།
Commands & Instructions,དེ་མ་བརྗེད།
Commands & Instructions,ཐོ་བཀོད་བྱེད་རོགས།
Commands & Instructions,གཞས་ལེན་རོགས།
Commands & Instructions,དེ་བརྩིས་རོགས།
Commands & Instructions,ལས་ཀ་མཇུག་བསྡུས་རོགས།
Named Entity Recognition (NER),སྐར་དུ་ནས་མི་ཚོ་མང་པོ་འོང་།
Named Entity Recognition (NER),ལོ་2024 ལ་དུས་ཆེན་བྱས་སོང་།
Named Entity Recognition (NER),དེ་པ་གིས་ཁང་པ་བཟོས།
Named Entity Recognition (NER),རྒྱལ་ཁབ་པ་ཀིས་ཏཱན་ནས་ཡོངས།
Named Entity Recognition (NER),ཁོ་ལ་ཨ་ལི་ཟེར།
Named Entity Recognition (NER),གནས་སྐབས་ནས་སྤྱི་ཚོགས་འཛུགས།
Named Entity Recognition (NER),ལོ་1999 ལ་དེ་བྱུང་།
Named Entity Recognition (NER),སློབ་གྲྭ་སྐར་དུ་ལ་ཡོད།
Named Entity Recognition (NER),གཞུང་ཚོགས་དེ་འཛུགས་སོང་།
Named Entity Recognition (NER),མོ་ལ་ཨ་མི་ན་ཟེར།
Sentiment Analysis,ང་དགའ་པོ་ཡོད།
Sentiment Analysis,དེ་སྡུག་པོ་རེད།
Sentiment Analysis,ཁོ་ཡག་པོ་ཡིན།
Sentiment Analysis,ང་སེམས་སྐྱོ་པོ་ཡོད།
Sentiment Analysis,དེ་བཟང་པོ་རེད།
Sentiment Analysis,ང་ཁྲོ་བ་ཡོད།
Sentiment Analysis,ཁོས་དགའ་སོང་།
Sentiment Analysis,མོ་སེམས་མ་བདེ།
Sentiment Analysis,དེ་ལ་དགའ་མི་དགའ།
Sentiment Analysis,ང་སེམས་བཟང་པོ་ཡོད།
Paraphrased & Augmented Sentences,ང་སློབ་གི་ཡོད།
Paraphrased & Augmented Sentences,ངས་སློབ་བྱས་སོང་།
Paraphrased & Augmented Sentences,ང་སློབ་འོང་།
Paraphrased & Augmented Sentences,ངས་སློབ་བྱ་དགོས།
Paraphrased & Augmented Sentences,ང་སློབ་ན་ཡག་པོ་ཡིན།
Paraphrased & Augmented Sentences,ང་སློབ་མི་བྱེད།
Paraphrased & Augmented Sentences,ངས་སློབ་མ་བྱས།
Paraphrased & Augmented Sentences,ང་སློབ་དགའ་པོ་ཡོད།
Paraphrased & Augmented Sentences,ང་སློབ་ལ་འགྲོ་ཡོད།
Paraphrased & Augmented Sentences,ངས་སློབ་མཇུག་བསྡུས།
