Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Ek gan môre winkel toe.
Grammar Core (Sentence Structures & Tenses),Sy’t gister al daai goed gekoop.
Grammar Core (Sentence Structures & Tenses),Ons sal daai movie kyk vanaand.
Grammar Core (Sentence Structures & Tenses),"As ek geld geha’t, sou ek gehelp het."
Grammar Core (Sentence Structures & Tenses),Hy’t nie daai werk gedoen nie.
Grammar Core (Sentence Structures & Tenses),Di boek word elke jaar gelees.
Grammar Core (Sentence Structures & Tenses),Ons praat altyd saam oor alles.
Grammar Core (Sentence Structures & Tenses),Julle gaan kla wees as dit reen.
Grammar Core (Sentence Structures & Tenses),Ek het niks gesien nie.
Grammar Core (Sentence Structures & Tenses),Hulle was daar gewees toe dit gebeur het.
Conversational Data (Real-Life Dialogues & Exchanges),"Wat sê jy, my bra?"
Conversational Data (Real-Life Dialogues & Exchanges),"Ek’s reg, en jy?"
Conversational Data (Real-Life Dialogues & Exchanges),"Jy’t mos gese jy kom later, né?"
Conversational Data (Real-Life Dialogues & Exchanges),Jy kan maar kom chill hierso.
Conversational Data (Real-Life Dialogues & Exchanges),"Eish, daai was 'n hectic dag, né!"
Conversational Data (Real-Life Dialogues & Exchanges),Kan ek gou daai charger leen?
Conversational Data (Real-Life Dialogues & Exchanges),"Nee man, jy jok nou!"
Conversational Data (Real-Life Dialogues & Exchanges),Ek check jou nou-nou by die spot.
Conversational Data (Real-Life Dialogues & Exchanges),"Hulle’t weer laat gekom, soos altyd."
Conversational Data (Real-Life Dialogues & Exchanges),Jy’s altyd welcome by my plek.
Code-Switching & Multilingualism,"Ek’s moeg, I just need a break."
Code-Switching & Multilingualism,"Di werk is klaar done, check net daar."
Code-Switching & Multilingualism,Jy know mos ek’s nie lus vir drama nie.
Code-Switching & Multilingualism,I’m gonna maak klaar nou-nou.
Code-Switching & Multilingualism,Ek sal net now come fix dit.
Code-Switching & Multilingualism,"Just vibe hier so met ons, broer."
Code-Switching & Multilingualism,"Hulle het nie kom join nie, busy by work."
Code-Switching & Multilingualism,Let’s go buy iets om te eet.
Code-Switching & Multilingualism,Jy like mos to chill by daai plek.
Code-Switching & Multilingualism,"Wait, ek gan net gou check iets."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ek wil graag 'n afspraak maak vir môre.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Die vergadering sal om nege-uur begin.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Hier is die dokument wat jy versoek het.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Pasiënt toon verbetering na behandeling.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Die kontrak moet geteken word vandag.
