Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Sjutra ću ići na posao ako ne padne kiša.
Grammar Core (Sentence Structures & Tenses),Ona je čitala knjigu dok sam ja kuvao večeru.
Grammar Core (Sentence Structures & Tenses),Volio bih da mogu da govorim italijanski tečno.
Grammar Core (Sentence Structures & Tenses),On nije znao da je sastanak otkazan.
Grammar Core (Sentence Structures & Tenses),Mi bismo došli ranije da nije bilo gužve.
Grammar Core (Sentence Structures & Tenses),Bio je viđen kako trči kroz park.
Grammar Core (Sentence Structures & Tenses),"Da sam znao, ne bih potpisao taj ugovor."
Grammar Core (Sentence Structures & Tenses),Oni će završiti projekat do kraja mjeseca.
Grammar Core (Sentence Structures & Tenses),Nisam očekivao da će tako brzo odgovoriti.
Grammar Core (Sentence Structures & Tenses),"Kad bih imao više vremena, učio bih još jezika."
Conversational Data (Real-Life Dialogues & Exchanges),"Kako si danas? – Dobro sam, hvala, a ti?"
Conversational Data (Real-Life Dialogues & Exchanges),"Jesi li vidio novi film u bioskopu? – Jesam, odličan je!"
Conversational Data (Real-Life Dialogues & Exchanges),"Možemo li se naći sjutra popodne? – Naravno, odgovara mi."
Conversational Data (Real-Life Dialogues & Exchanges),"Koliko košta ova torba? – Pedeset eura, gospodine."
Conversational Data (Real-Life Dialogues & Exchanges),"Hoćeš li kafu? – Može, bez šećera, molim."
Conversational Data (Real-Life Dialogues & Exchanges),"Jesi li spreman za sastanak? – Skoro, još završavam prezentaciju."
Conversational Data (Real-Life Dialogues & Exchanges),"Čujem da putuješ u Beograd. – Da, službeno, na tri dana."
Conversational Data (Real-Life Dialogues & Exchanges),Znaš li gdje je Marko? – Mislim da je u kancelariji.
Conversational Data (Real-Life Dialogues & Exchanges),"Vidimo se večeras na proslavi! – Dogovoreno, dolazim oko osam."
Conversational Data (Real-Life Dialogues & Exchanges),"Hvala ti puno! – Nema na čemu, uvijek rado pomognem."
Code-Switching & Multilingualism,Idem do shopa da kupim nešto za lunch.
Code-Switching & Multilingualism,Zaboravio sam password za svoj email.
Code-Switching & Multilingualism,"Ajde please, pošalji mi taj dokument odmah."
Code-Switching & Multilingualism,"Imamo meeting u deset, nemoj da kasniš."
Code-Switching & Multilingualism,"On je full posvećen svom poslu, stvarno."
Code-Switching & Multilingualism,"Downloadovao sam aplikaciju, ali ne radi kako treba."
Code-Switching & Multilingualism,Možeš li mi forwardovati taj mail?
Code-Switching & Multilingualism,"Planiram weekend u Kotoru, jedva čekam."
Code-Switching & Multilingualism,"Sve je ok, samo čekam da se update završi."
Code-Switching & Multilingualism,Ona često miješa engleski i crnogorski kad priča.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Molimo Vas da potvrdite prisustvo najkasnije do petka.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Pacijent je stabilan, ali zahtijeva dodatni nadzor."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Prema članu 5 ovog ugovora, obje strane su obavezne da poštuju rokove."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Odluka će biti donijeta nakon razmatranja svih relevantnih činjenica.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Analiza je pokazala značajan porast prodaje tokom ljeta.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Potrebno je pripremiti izvještaj o finansijskim rezultatima.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Sastanak će se održati u sali broj tri u 10 sati.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Podaci se čuvaju u skladu sa zakonom o zaštiti privatnosti.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ljekar je preporučio strogi odmor i kontrolu za sedam dana.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Naš tim radi na razvoju inovativnih softverskih rješenja.
"Idioms, Proverbs & Cultural Expressions","Ko rano rani, dvije sreće grabi."
"Idioms, Proverbs & Cultural Expressions",Bolje vrabac u ruci nego golub na grani.
"Idioms, Proverbs & Cultural Expressions",Nije zlato sve što sija.
"Idioms, Proverbs & Cultural Expressions","Ko pod drugim jamu kopa, sam u nju pada."
"Idioms, Proverbs & Cultural Expressions",Bez muke nema nauke.
"Idioms, Proverbs & Cultural Expressions",Svaka ptica svome jatu leti.
"Idioms, Proverbs & Cultural Expressions","Gdje ima dima, ima i vatre."
"Idioms, Proverbs & Cultural Expressions",Tiha voda brijeg roni.
"Idioms, Proverbs & Cultural Expressions",Bolje ikad nego nikad.
"Idioms, Proverbs & Cultural Expressions",Pametniji popušta.
Question-Answer Pairs (FAQ & Contextual Understanding),Koliko traje let do Pariza? – Oko dva sata.
Question-Answer Pairs (FAQ & Contextual Understanding),Ko je napisao 'Gorski vijenac'? – Petar II Petrović Njegoš.
Question-Answer Pairs (FAQ & Contextual Understanding),Šta znači ova riječ? – To je izraz koji opisuje sreću.
Question-Answer Pairs (FAQ & Contextual Understanding),"Kada počinje školska godina? – U septembru, kao i svake godine."
Question-Answer Pairs (FAQ & Contextual Understanding),Koja je glavna razlika između laptopa i desktopa? – Prenosivost.
Question-Answer Pairs (FAQ & Contextual Understanding),Koliko ljudi živi u Crnoj Gori? – Oko 620 hiljada.
Question-Answer Pairs (FAQ & Contextual Understanding),Kako se pravi domaća pita? – Uz malo truda i dosta ljubavi.
Question-Answer Pairs (FAQ & Contextual Understanding),Zašto je more slano? – Zbog rastvorenih minerala.
Question-Answer Pairs (FAQ & Contextual Understanding),Ko je bio prvi predsjednik Crne Gore? – Filip Vujanović.
Question-Answer Pairs (FAQ & Contextual Understanding),Gdje mogu kupiti karte za koncert? – Na zvaničnoj web stranici.
Commands & Instructions (Imperative Sentences),Zatvori vrata kad izađeš.
Commands & Instructions (Imperative Sentences),Pročitaj pažljivo sve uputstvo prije upotrebe.
Commands & Instructions (Imperative Sentences),Klikni na dugme da potvrdiš izbor.
Commands & Instructions (Imperative Sentences),Sačekaj dok se proces ne završi.
Commands & Instructions (Imperative Sentences),Stavi dokument u odgovarajuću fasciklu.
Commands & Instructions (Imperative Sentences),Pošalji izvještaj do kraja dana.
Commands & Instructions (Imperative Sentences),Nemoj zaboraviti da pozoveš klijenta.
Commands & Instructions (Imperative Sentences),"Otvori prozor, zagušljivo je."
Commands & Instructions (Imperative Sentences),Upali svjetlo u hodniku.
Commands & Instructions (Imperative Sentences),Zapiši sve važne informacije.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ana je juče posjetila Cetinje sa porodicom.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Crna Gora je postala nezavisna 2006. godine.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Marko radi u kompaniji 'Telekom Crne Gore'.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Podgorica se nalazi na rijeci Morači.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Sjutra će biti održana konferencija u hotelu Hilton.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ivan i Jelena putuju u Rim sljedeće sedmice.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Predsjednik je govorio u Skupštini danas.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",NVO 'Zeleni korak' organizuje akciju čišćenja plaže.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",U januaru će biti otvoren novi most u Nikšiću.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Milena je osvojila prvu nagradu na takmičenju u Parizu.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Presrećan sam zbog današnjeg uspjeha!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ovo je bilo razočaravajuće iskustvo.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Nisam siguran šta da mislim o tome.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ovaj restoran ima najbolju hranu u gradu!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Film me potpuno ostavio bez riječi.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Taj prijedlog mi djeluje veoma pametno.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ne mogu da vjerujem koliko sam umoran.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Osjećam se zahvalno i ispunjeno.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),To je bilo potpuno nepotrebno ponašanje.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),"Sjutra će, nadam se, sve biti bolje."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Volim da šetam pored mora uveče.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),U večernjim satima uživam u šetnji uz obalu.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Najviše volim kad mogu prošetati pored mora.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),"Kad sunce zađe, često idem do plaže da prošetam."
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Uživam u mirisu mora dok šetam kasno popodne.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Morske šetnje su moj način da se opustim.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Svaki dan završavam kratkom šetnjom kraj obale.
