Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Tláan uu díi uu íitl’aagang.
Grammar Core (Sentence Structures & Tenses),Díi uu tl’áng k’íidaang.
Grammar Core (Sentence Structures & Tenses),Díi uu tl’áng gúudang.
Grammar Core (Sentence Structures & Tenses),Tlíijang uu k’íidaang.
Grammar Core (Sentence Structures & Tenses),Díi uu hl díi k’íidaang.
Grammar Core (Sentence Structures & Tenses),Gúudang uu díi hl gíidang.
Grammar Core (Sentence Structures & Tenses),Díi uu tl’áng gíidang gúudang.
Grammar Core (Sentence Structures & Tenses),Tlíijang uu díi uu íitl’aagang.
Grammar Core (Sentence Structures & Tenses),Díi uu k’íidaang táan uu.
Grammar Core (Sentence Structures & Tenses),Tláan uu hl gúudang díi uu.
Conversational Data (Real-Life Dialogues & Exchanges),"Haw’aa, dáng ga dii sáahlanga?"
Conversational Data (Real-Life Dialogues & Exchanges),Dáng gáan uu gúudang?
Conversational Data (Real-Life Dialogues & Exchanges),Yáahl uu dii hl k’íidaang.
Conversational Data (Real-Life Dialogues & Exchanges),Díi uu hl sán hl sahláang.
Conversational Data (Real-Life Dialogues & Exchanges),Gúudang uu hl k’íidaang dáng.
Conversational Data (Real-Life Dialogues & Exchanges),Tláan uu dáng hl tl’áng k’íidaang.
Conversational Data (Real-Life Dialogues & Exchanges),"Haw’aa, dáng uu hl gíidang?"
Conversational Data (Real-Life Dialogues & Exchanges),Dáng uu dii uu hl gáagang?
Conversational Data (Real-Life Dialogues & Exchanges),"Díi uu dáng gíidang, tláan uu."
Conversational Data (Real-Life Dialogues & Exchanges),Yáahl uu hl gíidang dáng uu.
Code-Switching & Multilingualism,Dáng uu study hl k’íidaang hláa.
Code-Switching & Multilingualism,I’m feeling tl’áng uu good.
Code-Switching & Multilingualism,Let’s hl gíidang in the morning.
Code-Switching & Multilingualism,"Haw’aa, see you later uu."
Code-Switching & Multilingualism,This uu project hl sahláang hláa.
Code-Switching & Multilingualism,Tlíijang uu is amazing!
Code-Switching & Multilingualism,We’re going to the hláa beach uu.
Code-Switching & Multilingualism,I learned Haida and English together uu.
Code-Switching & Multilingualism,Haw’aa for helping me practice uu.
Code-Switching & Multilingualism,Hl k’íidaang uu with my friends uu.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Dáng uu tl’áng hl gáagang uu council meeting.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Please submit your report hláa before noon.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",This agreement uu outlines the hláa terms.
