Category,Sentence
Grammar Core,Vakar valgiau obuolį.
Grammar Core,Rytoj eisiu į parduotuvę.
Grammar Core,Jis dažnai skaito knygas.
Grammar Core,"Jei turėčiau laiko, keliaučiau po pasaulį."
Grammar Core,Mūsų namas buvo pastatytas prieš dešimt metų.
Grammar Core,Ji nebuvo laiminga dėl egzamino rezultatų.
Grammar Core,Vaikai mokosi greitai.
Grammar Core,Buvau sutikęs jį anksčiau.
Grammar Core,Knygos buvo perskaitytos vakar.
Grammar Core,Aš nesiruošiu tau padėti.
Conversational Data,"Labas, kaip sekasi?"
Conversational Data,"Gerai, ačiū! O tau?"
Conversational Data,Ką šiandien veiksi?
Conversational Data,Gal norėtum nueiti į kiną?
Conversational Data,"Taip, skamba puikiai!"
Conversational Data,Kaip buvo tavo savaitgalis?
Conversational Data,Puikus! Keliavome į pajūrį.
Conversational Data,Kur mes susitiksime?
Conversational Data,"Prie kavinės, 18 valandą."
Conversational Data,"Gerai, lauksiu!"
Code-Switching & Multilingualism,Man labai patinka programming.
Code-Switching & Multilingualism,Aš ką tik pirkau new laptop.
Code-Switching & Multilingualism,Jis pasakė: 'Let’s go!'
Code-Switching & Multilingualism,Šiandien turėjome labai important meeting.
Code-Switching & Multilingualism,Kada grįši home?
Code-Switching & Multilingualism,Aš kalbu lietuviškai ir English.
Code-Switching & Multilingualism,Gali man padėti su this document?
Code-Switching & Multilingualism,Labai cool diena šiandien!
Code-Switching & Multilingualism,Reikia padaryti update sistemai.
Code-Switching & Multilingualism,Jis sakė 'Hasta la vista!'
Formal & Professional Speech,Prašome atsiųsti sutartį iki penktadienio.
Formal & Professional Speech,"Gerbiamas kliente, jūsų užsakymas paruoštas."
Formal & Professional Speech,Šis tyrimas atskleidžia svarbius duomenis.
Formal & Professional Speech,Susitikimas vyks antradienį 10:00 valandą.
Formal & Professional Speech,Dėkojame už bendradarbiavimą.
Formal & Professional Speech,Norėtume pateikti oficialų pasiūlymą.
Formal & Professional Speech,Šis dokumentas turi būti patvirtintas.
Formal & Professional Speech,Medicinos tyrimai rodo teigiamus rezultatus.
Formal & Professional Speech,Mūsų bendrovė siūlo kokybiškas paslaugas.
Formal & Professional Speech,Prašome laikytis nustatytų taisyklių.
"Idioms, Proverbs & Cultural Expressions","Nei šis, nei tas."
"Idioms, Proverbs & Cultural Expressions",Laikas - pinigai.
