Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Nagapanilag siya sang mga bituon kag nagahandum sang maayo nga buwas.
Grammar Core (Sentence Structures & Tenses),Magahimo ako sang ginatawag nga proyekto antes matapos ang bulan.
Grammar Core (Sentence Structures & Tenses),Ginbasa ko na ang libro nga ginhatag mo kahapon.
Grammar Core (Sentence Structures & Tenses),Ginahigugma ko ikaw bisan sa anuman nga panahon.
Grammar Core (Sentence Structures & Tenses),"Kung mag-ulan buwas, indi kita makalakat sa baybay."
Grammar Core (Sentence Structures & Tenses),Ginsugiran siya nga indi magpadayon sa plano.
Grammar Core (Sentence Structures & Tenses),Nagaluto siya sang kan-on samtang nagahulat sa bisita.
Grammar Core (Sentence Structures & Tenses),Pagahimoon ko ang tanan agud magmadinalag-on kita.
Grammar Core (Sentence Structures & Tenses),Wala siya nag-abot sang adlaw nga ginsugtan namon.
Grammar Core (Sentence Structures & Tenses),Makita mo nga ang kabuhi indi lang para sa trabaho.
Conversational Data (Real-Life Dialogues & Exchanges),"‘Kamusta ka na?’ ‘Ayos lang, ikaw man?’"
Conversational Data (Real-Life Dialogues & Exchanges),"‘Diin ka naghalin?’ ‘Sa palengke, nagbakal sang isda.’"
Conversational Data (Real-Life Dialogues & Exchanges),"‘May plano ka buwas?’ ‘Oo, magadto ako sa simbahan.’"
Conversational Data (Real-Life Dialogues & Exchanges),"‘Gusto mo kape ukon tsa?’ ‘Kape lang, salamat.’"
Conversational Data (Real-Life Dialogues & Exchanges),"‘Tani makaupod ka sa amon nga lakat!’ ‘Luyag ko guid, pero busy ko subong.’"
Conversational Data (Real-Life Dialogues & Exchanges),"‘Anong oras na?’ ‘Alas otso na, dasig lang ang panahon!’"
Conversational Data (Real-Life Dialogues & Exchanges),"‘Naangot ka pa sa iya?’ ‘Wala na, ginpatawad ko na siya.’"
Conversational Data (Real-Life Dialogues & Exchanges),"‘Pwerte gid nga init subong!’ ‘Oo, daw Mayo nga adlaw!’"
Conversational Data (Real-Life Dialogues & Exchanges),‘Nami gid ang luto ni Nanay!’ ‘Indi bala? Daw fiesta permi.’
Conversational Data (Real-Life Dialogues & Exchanges),"‘Madumduman mo pa ang una naton nga lakat?’ ‘Oo, sang una pa nga bata pa kita.’"
Code-Switching & Multilingualism,Indi ko sure kung ready na siya for the presentation.
Code-Switching & Multilingualism,"May meeting kami later, pero I think ma-delay."
Code-Switching & Multilingualism,"Grabe ang traffic sa city, daw indi ko na gusto mag-drive."
Code-Switching & Multilingualism,Pwede ko lang i-check ang email mo kag dayon send ko sa imo.
Code-Switching & Multilingualism,Tani makabudget kita properly para sa next month.
Code-Switching & Multilingualism,"Gin-message ko siya pero seen lang, wala reply."
Code-Switching & Multilingualism,"Ang bag-ong café sa Diversion Road, super nice!"
Code-Switching & Multilingualism,"May project deadline kami nga this Friday, indi ko gusto mag-cram."
Code-Switching & Multilingualism,Mag-chill lang ta anay kag magcoffee break.
Code-Switching & Multilingualism,Wala ko kabalo kung paano i-explain properly sa English.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang kompanya nagapaninguha sang maayo nga serbisyo para sa publiko.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang pasyente kinahanglan nga magpahuway kag magsunod sa tambal.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ginhimo sang konseho ang bag-ong polisiya para sa seguridad.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang report kinahanglan isumitir antes sang katapusan sang semana.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang abogado nagrepresentar sang kliyente sa korte sang distrito.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang inhenyero nagdesinyo sang epektibo nga sistema sang tubig.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang doktor naghatag sang klaro nga pahibalo sa kondisyon sang pasyente.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang negosasyon nagpadayon sa maayo nga pag-intindi sang duha ka partido.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang empleyado may katungdanan nga magpatuman sang layi sang opisina.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ang propesor nagpresentar sang bag-ong teorya sa linguistics.
"Idioms, Proverbs & Cultural Expressions","Ang nagahulat, nagadaog."
"Idioms, Proverbs & Cultural Expressions","Kung may ginabudlayan, may ginapas-an nga grasya."
"Idioms, Proverbs & Cultural Expressions",Ang kabudlay indi permanente; ang kabudlay ginabaylo sang kalipay.
"Idioms, Proverbs & Cultural Expressions","Bisan anong taás sang kahoy, may araw gid nga malapta ang dahon."
"Idioms, Proverbs & Cultural Expressions","Daw hangin lang ang problema, malabay man na."
"Idioms, Proverbs & Cultural Expressions","Ang tawo nga mapainubuson, ginapataas sang Ginoo."
"Idioms, Proverbs & Cultural Expressions","Indi tanan nga nagangisi, malipay-on."
"Idioms, Proverbs & Cultural Expressions",May ara pa gid guid paglaum kon buhi ka pa.
"Idioms, Proverbs & Cultural Expressions","Ang kabuglay sang isa, mahimo nga kalipay sang iban."
"Idioms, Proverbs & Cultural Expressions","Ang kabuhi daw dagat — may kalma, may balod."
Question-Answer Pairs (FAQ & Contextual Understanding),P: Diin ka nagadto kahapon? A: Nagadto ako sa eskwelahan para magkuha sang dokumento.
Question-Answer Pairs (FAQ & Contextual Understanding),P: Sin-o ang nagluto sang panyapon? A: Si Tatay ang nagluto.
Question-Answer Pairs (FAQ & Contextual Understanding),"P: San-o mo plano magbakasyon? A: Sa Disyembre, kung may oras."
Question-Answer Pairs (FAQ & Contextual Understanding),P: Ano ang paborito mo nga pagkaon? A: Laswa kag kadyos-baboy-langka.
Question-Answer Pairs (FAQ & Contextual Understanding),"P: May kilala ka nga doktor diri? A: Oo, si Dr. Villanueva sa Plaza."
Question-Answer Pairs (FAQ & Contextual Understanding),P: Pila ka tuig ka na diri sa Iloilo? A: Lima ka tuig na.
Question-Answer Pairs (FAQ & Contextual Understanding),P: Diin ka nagtrabaho subong? A: Sa ospital sa Mandurriao.
Question-Answer Pairs (FAQ & Contextual Understanding),P: Ngaa indi ka nag-upod kahapon? A: May gin-ubra ako nga urgent.
Question-Answer Pairs (FAQ & Contextual Understanding),P: Paano mo nahibal-an ang balita? A: Sa radyo ko nabatian.
Question-Answer Pairs (FAQ & Contextual Understanding),"P: Luyag mo pa magpadayon sina nga plano? A: Oo, kung may suporta pa."
Commands & Instructions (Imperative Sentences),Abrihi ang bintana kay init na diri.
Commands & Instructions (Imperative Sentences),Pamakal anay sang bugas sa tindahan.
Commands & Instructions (Imperative Sentences),Palihog isira ang pultahan.
Commands & Instructions (Imperative Sentences),Sunod sa instruksyon antes mo gamiton.
Commands & Instructions (Imperative Sentences),Limpyoha ang lamesa antes magkaon.
Commands & Instructions (Imperative Sentences),Tawga si Nanay kon makalugar ka.
Commands & Instructions (Imperative Sentences),Indi magpalabot sang oras.
Commands & Instructions (Imperative Sentences),Pagpahuway anay kag mag-inom tubig.
Commands & Instructions (Imperative Sentences),Tan-awa ang kalendaryo para sa iskedyul.
Commands & Instructions (Imperative Sentences),Sulata ang imo ngalan sa papel.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)","Si Maria naglakat sa Plaza Libertad sang Hulyo 4, 2023."
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ang Iloilo City Hall ang pinakalumang gusali sa siyudad.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Si Dr. Santos nagtudlo sa West Visayas State University.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ang Jaro Cathedral kilala bilang simbahan sang milagro.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Si Jose Rizal ginbantayan sang mga estudyante sa istorya.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ang Dinagyang Festival ginaselebrar kada Enero sa Iloilo.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ang SM City Iloilo nagbukas sang bag-ong wing sang 2021.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Si Mayor Treñas nagpasidungog sa mga bayani sang pandemya.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ang Robinsons Place Iloilo amo ang paborito nga mall sang kabataan.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Ang Iloilo River Esplanade ginpasidungog bilang modelong proyekto.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Nalipay guid ako sang nabatian ko ang balita.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Subong nga adlaw daw indi ko mabatyagan ang kapoy.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Nasubo ako nga wala siya nakaupod sa selebrasyon.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Nahuya ako sang ginpahamtang ko ang sala.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Nagakalipay ang tanan sang nagdaog ang paborito nila nga team.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Nagalain ang buot ko sang indi ako ginpamatian.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ginapasalamatan ko ang tanan nga nagbulig sa akon.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Naghidlaw ako sa amon baryo kag mga abyan.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Nadulaan ako sang paglaum pero nagsugod liwat.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Ginakalipay ko ang pagkabuhi bisan indi perpekto.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Nagahulat ako sa imo nga dumating. → Ginahulat ko ang imo pag-abot.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Indi ako makakadto karon. → Wala ako sang tsansa nga makalakat subong.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Nami gid ang pagkaon! → Kalami guid sang pagkaon!
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Nagahulat siya sang jeep. → Nagaantus siya maghulat sang jeep.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ginhatag ko ang libro kay Ana. → Kay Ana ko ginhatag ang libro.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Madasig siya maglakad. → Dali lang siya maglakad.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Wala ako kabalo sa sabat. → Indi ko mahibaluan ang sabat.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Ginlabay niya ang bola. → Siya ang naglabay sang bola.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Nalipay siya nga nakit-an ka. → Nagsadya siya sang nakita ka niya.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),Nami ang tunog sang ulan. → Malingaw ako sa tingog sang ulan.
