Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Ta xkuxlejal li jmeʼe ta spas veʼlil ta snae.
Grammar Core (Sentence Structures & Tenses),Lavie ch-abtej li vinike ta osile.
Grammar Core (Sentence Structures & Tenses),Voʼone laj kil ti chonbolome ta be.
Grammar Core (Sentence Structures & Tenses),Ta xbatotik ta jteklum ta sob ta kʼakʼal.
Grammar Core (Sentence Structures & Tenses),"Mi xavil li jun liʼe, chkalbat skʼoplal."
Grammar Core (Sentence Structures & Tenses),Maʼuk laj yichʼ ta mukʼ ti mantal yuʼun li kereme.
Grammar Core (Sentence Structures & Tenses),"Mi oyuk takʼin, chakʼanbe jun achʼ kʼop."
Grammar Core (Sentence Structures & Tenses),Ch-abtejotik ta skʼelobil teʼetik yuʼun kuxlejaltik.
Grammar Core (Sentence Structures & Tenses),Laj meltsanbil li naetik ta pat osile.
Grammar Core (Sentence Structures & Tenses),Ta jkʼan ta xkaʼi smelolal li batsʼi kʼope.
Conversational Data (Real-Life Dialogues & Exchanges),"—Kʼusi avoʼon? —Lek noʼox, kʼusi avoʼon voʼot?"
Conversational Data (Real-Life Dialogues & Exchanges),"—Bu chabat? —Chibat ta chʼivit, kʼan jman ich."
Conversational Data (Real-Life Dialogues & Exchanges),"—Mi oy avichʼon li jun liʼe? —Oy, ta jkʼelbe ta ora."
Conversational Data (Real-Life Dialogues & Exchanges),—Kʼusi chapas ta akʼubale? —Ta jtsʼibaj jun kʼop ta sna.
Conversational Data (Real-Life Dialogues & Exchanges),"—Lekuk talot ta jna. —Kolaval, lek xchiʼuk tal."
Conversational Data (Real-Life Dialogues & Exchanges),"—Mi chavil li alale? —Chkil, ta xchiʼin smeʼ."
Conversational Data (Real-Life Dialogues & Exchanges),—Jayib ora chkilbatik? —Ta yoxibal ora ta yut na.
Conversational Data (Real-Life Dialogues & Exchanges),—Kʼu yuʼun maʼuk tal ti Maloe? —Yuʼun oy yabtel ta paraje.
Conversational Data (Real-Life Dialogues & Exchanges),"—Mi kʼan avuchʼ voʼ? —Kʼan, kolaval."
Conversational Data (Real-Life Dialogues & Exchanges),"—Chabatik ta kʼin? —Chabatik, pero ta xkʼot jtotik baʼyi."
Code-Switching & Multilingualism,Ta jtsʼibaj mensaje ta teléfono yuʼun ta xbatotik ta chʼivit.
Code-Switching & Multilingualism,Li doctor e laj yal ti kʼalal ch-uchʼ voʼ xkuxet avoʼone.
Code-Switching & Multilingualism,Ta reunión ta komon laj jkʼopontik sobre escuela xchiʼuk abtel.
Code-Switching & Multilingualism,"Mi tienes tiempo, chkilbatik ta tarde ta parque."
Code-Switching & Multilingualism,Li promotor e ta spas registro yuʼun vacunas ta sna jteklum.
Code-Switching & Multilingualism,Chakʼan imprimir li documento e yuʼun mañana ta oficina.
Code-Switching & Multilingualism,Ta internet laj jkʼeltik skʼoplal clima yuʼun milpa.
Code-Switching & Multilingualism,"Mi maʼuk señal ta celular, chbat jpastik llamada ta centro."
Code-Switching & Multilingualism,Li maestro e laj yakʼ tarea ta español xchiʼuk batsʼi kʼop.
Code-Switching & Multilingualism,Ta mercado online laj jmanotik semilla yuʼun koltael ta chobtik.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Ta jchʼun mantal, yakal ta jpastik registro yuʼun spisil aʼmtelal."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Melel skʼop, kʼalal ch-aʼabtej ta poxil, kʼan skʼelobil lek."
