Category,Sentence
Grammar Core (Sentence Structures & Tenses),Mañana viajaré a Cusco para visitar a mis abuelos.
Grammar Core (Sentence Structures & Tenses),"Si tuviera más tiempo, aprendería quechua."
Grammar Core (Sentence Structures & Tenses),Ayer comí un delicioso rocoto relleno.
Grammar Core (Sentence Structures & Tenses),El mercado está lleno de turistas hoy.
Grammar Core (Sentence Structures & Tenses),Mi hermana y yo hemos estado practicando danzas andinas.
Grammar Core (Sentence Structures & Tenses),¿Por qué no estudiaste antes del examen?
Grammar Core (Sentence Structures & Tenses),El café fue servido con mucha espuma.
Grammar Core (Sentence Structures & Tenses),Me gustaría vivir en una comunidad andina algún día.
Grammar Core (Sentence Structures & Tenses),No entiendo por qué se ha perdido tanta tradición.
Grammar Core (Sentence Structures & Tenses),Siempre recordaré mi infancia en las montañas.
Conversational Data (Real-Life Dialogues & Exchanges),"—¿Cuánto cuesta la lana de alpaca? —Depende de la calidad, señorita."
Conversational Data (Real-Life Dialogues & Exchanges),"—Hola primo, ¿cómo estás? —Bien, ¿y tú? ¿Vienes para la fiesta del Inti Raymi?"
Conversational Data (Real-Life Dialogues & Exchanges),"—Disculpe, ¿dónde queda la plaza de armas? —Siga recto y doble a la izquierda."
Conversational Data (Real-Life Dialogues & Exchanges),"—Mamá, ¿podemos hacer chicha morada hoy? —Claro, pero primero hay que comprar maíz morado."
Conversational Data (Real-Life Dialogues & Exchanges),"—Hermano, préstame tu poncho, hace frío. —No hay problema, pero cuídalo."
Conversational Data (Real-Life Dialogues & Exchanges),"—¿Qué opinas del turismo en nuestra ciudad? —Es bueno, pero debe ser más sostenible."
Conversational Data (Real-Life Dialogues & Exchanges),"—¿Quieres un mate de coca? —Sí, gracias, para el mal de altura."
Conversational Data (Real-Life Dialogues & Exchanges),"—¿Vas a la feria artesanal? —Sí, quiero comprar una manta tejida a mano."
Conversational Data (Real-Life Dialogues & Exchanges),"—Abuelita, cuéntame otra historia de los incas. —Claro, esta vez te contaré sobre Pachacútec."
Conversational Data (Real-Life Dialogues & Exchanges),—¿Cómo se dice ‘gracias’ en quechua? —Se dice ‘sulpayki’.
Code-Switching & Multilingualism,Voy a hacer un delivery rápido antes de que empiece la lluvia.
Code-Switching & Multilingualism,"Esta chomba es súper comfy, ¿no crees?"
Code-Switching & Multilingualism,Mañana tengo una reunión con el boss para hablar del new project.
Code-Switching & Multilingualism,"El WiFi aquí es lento, mejor usemos datos móviles."
Code-Switching & Multilingualism,En la oficina todos hablamos un poco de Spanglish.
Code-Switching & Multilingualism,Necesito hacer un update en mi laptop antes de viajar.
Code-Switching & Multilingualism,Mi mamá siempre dice ‘¡Apaga ese smartphone y conversa!’
Code-Switching & Multilingualism,El ticket de bus dice que la salida es a las 8 am.
