Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Ie vëd la pluie que casc en gwen.
Grammar Core (Sentence Structures & Tenses),Nos havem viatjad ystear al castel veig.
Grammar Core (Sentence Structures & Tenses),Lly dern ynn spetta be son fortuna.
Grammar Core (Sentence Structures & Tenses),"Se jo havessen savid, jo ne venissin."
Grammar Core (Sentence Structures & Tenses),Ys sta trublad per la nova revelada.
Grammar Core (Sentence Structures & Tenses),La lettra fu esscripta per ys ier matina.
Grammar Core (Sentence Structures & Tenses),Ne nos parlabim de ches cos cossí simpl.
Grammar Core (Sentence Structures & Tenses),Elle cantara cunque la festa comenza.
Grammar Core (Sentence Structures & Tenses),Jo haie manghad ante de partar.
Grammar Core (Sentence Structures & Tenses),Y fussen pargud cunque ys ne respondessen.
Conversational Data (Real-Life Dialogues & Exchanges),— Cwesti tiu nom? — Jo nom es Madelina.
Conversational Data (Real-Life Dialogues & Exchanges),— Dw vens tu? — Jo veng de la cité de Luan.
Conversational Data (Real-Life Dialogues & Exchanges),"— Habes fame? — Ie, ie mor de fame!"
Conversational Data (Real-Life Dialogues & Exchanges),— Que faes tu domani? — Jo vol ir al mercat.
Conversational Data (Real-Life Dialogues & Exchanges),"— Potes ajudar me? — Cert, que besones?"
Conversational Data (Real-Life Dialogues & Exchanges),"— T’agrada la musica classica? — Aye, moltissimo!"
Conversational Data (Real-Life Dialogues & Exchanges),— Ys ne sembl tristos. — Fors ys havent problemas.
Conversational Data (Real-Life Dialogues & Exchanges),— U es la bibliotheca? — Tra la plaça e la tor.
Conversational Data (Real-Life Dialogues & Exchanges),"— Pardun, pots repetir lo? — Certament!"
Conversational Data (Real-Life Dialogues & Exchanges),— Bon dia! — Bon dia a te tanbé!
Code-Switching & Multilingualism,"Jo vais a l’oficina, luego hablo contigo."
Code-Switching & Multilingualism,"Vamos comer pizza este noite, wyt ti?"
Code-Switching & Multilingualism,Ys trabajan hard per completar lo project.
Code-Switching & Multilingualism,Quel jour es tu free per l’appel?
Code-Switching & Multilingualism,"Yo suen tired, havut troppa labor."
Code-Switching & Multilingualism,La réunion commencet at 10am sharp.
Code-Switching & Multilingualism,Jo checkavi mon correo mentre desayunava.
Code-Switching & Multilingualism,Tu connais la feeling when tot va mal?
Code-Switching & Multilingualism,"Faes-me un favour, porfa!"
Code-Switching & Multilingualism,"Jo ne capisch ce que dices, explain plis!"
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Segon la clausula quind, lo contract es nul."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",La pacient presentat simptomes de febre alta.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ys firmarat lo acord dins de setimana proxima.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Lo raport medical fu transmess ier matina.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Per favor, asseñad voses nom e data de nascenta."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",La reunien executiva comencara a nov ora precisa.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Estat aprovad per la junta sin revision.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Nostre firma ofre solucs tecnicas innovadoras.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Ys presentat lo projecte con detalh tecnic.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Lo tribunal deliberara al final del mes.
"Idioms, Proverbs & Cultural Expressions",Ne tot lo que luce es aur.
"Idioms, Proverbs & Cultural Expressions",Ys haie mancat lo tren de l’occasion.
"Idioms, Proverbs & Cultural Expressions",Ten la lingua in lo bols si ne voles problemas.
"Idioms, Proverbs & Cultural Expressions",Lo vin vell es lo millor compan.
"Idioms, Proverbs & Cultural Expressions",Fa calor como in lo forn de l’infer.
"Idioms, Proverbs & Cultural Expressions",Cada di es un present del ciel.
"Idioms, Proverbs & Cultural Expressions",Ys dansa como si negun regardava.
"Idioms, Proverbs & Cultural Expressions",Lo pan e lo vin fa l’amic proper.
"Idioms, Proverbs & Cultural Expressions","Ys parla molt, ma fa poc."
"Idioms, Proverbs & Cultural Expressions",Trop de cocs ruin lo sopa.
Question-Answer Pairs (FAQ & Contextual Understanding),— Que ora es? — Es dece ora precise.
Question-Answer Pairs (FAQ & Contextual Understanding),— U es la farmacia? — A costat del teatro.
Question-Answer Pairs (FAQ & Contextual Understanding),— Comen jo accede al internet? — Via lo portal municipal.
Question-Answer Pairs (FAQ & Contextual Understanding),— Que documents es nesesari? — Pasport e prova de residencia.
Question-Answer Pairs (FAQ & Contextual Understanding),— Qui es lo president? — Ys nom es T. Delaunay.
Question-Answer Pairs (FAQ & Contextual Understanding),— Quante costa lo billet? — Quatre unitats.
Question-Answer Pairs (FAQ & Contextual Understanding),— Que es la solucion del problema? — Y necesse consulta tecnic.
