Categories,Sentences
Grammar Core (Sentence Structures & Tenses),من دیروز به بازار رفتم.
Grammar Core (Sentence Structures & Tenses),او همیشه کتاب می‌خواند.
Grammar Core (Sentence Structures & Tenses),ما فردا به مکتب خواهیم رفت.
Grammar Core (Sentence Structures & Tenses),اگر باران ببارد، ما بیرون نمی‌رویم.
Grammar Core (Sentence Structures & Tenses),این کار توسط احمد انجام شد.
Grammar Core (Sentence Structures & Tenses),آیا تو به خانه می‌آیی؟
Grammar Core (Sentence Structures & Tenses),من هیچ‌وقت چنین چیزی ندیده‌ام.
Grammar Core (Sentence Structures & Tenses),او می‌توانست بهتر بازی کند.
Grammar Core (Sentence Structures & Tenses),آنها تا حالا نرسیده‌اند.
Grammar Core (Sentence Structures & Tenses),این مشکل باید حل شود.
Conversational Data (Real-Life Dialogues & Exchanges),سلام، حالت چطور است؟
Conversational Data (Real-Life Dialogues & Exchanges),خیلی خوبم، تو چطور؟
Conversational Data (Real-Life Dialogues & Exchanges),می‌توانی برایم چای بیاوری؟
Conversational Data (Real-Life Dialogues & Exchanges),امروز هوا خیلی خوب است، نه؟
Conversational Data (Real-Life Dialogues & Exchanges),ببخشید، قیمت این چند است؟
Conversational Data (Real-Life Dialogues & Exchanges),بیا فردا باهم به پارک برویم.
Conversational Data (Real-Life Dialogues & Exchanges),دیروز با کی ملاقات کردی؟
Conversational Data (Real-Life Dialogues & Exchanges),من دیر رسیدم چون ترافیک زیاد بود.
Conversational Data (Real-Life Dialogues & Exchanges),این آهنگ را دوست داری؟
Conversational Data (Real-Life Dialogues & Exchanges),بله، خیلی خوش‌آهنگ است.
Code-Switching & Multilingualism,امروز یک meeting مهم دارم.
Code-Switching & Multilingualism,باید report را تا فردا تمام کنم.
Code-Switching & Multilingualism,او گفت که event در کابل برگزار می‌شود.
Code-Switching & Multilingualism,این کار خیلی challenging است.
Code-Switching & Multilingualism,لطفاً feedback خود را بده.
Code-Switching & Multilingualism,من به جای taxi از bus رفتم.
Code-Switching & Multilingualism,این project خیلی وقت‌گیر است.
Code-Switching & Multilingualism,در این weekend به هرات می‌روم.
Code-Switching & Multilingualism,او در office نبود.
Code-Switching & Multilingualism,بیا plan را دوباره مرور کنیم.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",جلسه هیئت مدیره فردا ساعت ده صبح برگزار می‌شود.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",طبق ماده سوم قانون، این عمل غیرقانونی است.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",گزارش مالی باید قبل از پایان ماه ارائه شود.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",این دارو باید روزی سه بار مصرف شود.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",قرارداد همکاری بین دو شرکت امضا شد.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",بیمار نیاز به جراحی فوری دارد.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",این پروژه نیازمند بودجه اضافی است.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",پرونده در دادگاه عالی ثبت گردید.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",دستورالعمل جدید از هفته آینده اجرا می‌شود.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",مطالعه نشان می‌دهد که این روش مؤثر است.
"Idioms, Proverbs & Cultural Expressions",آب که از سر گذشت، چه یک وجب چه صد وجب.
"Idioms, Proverbs & Cultural Expressions",سنگ بزرگ علامت نزدن است.
"Idioms, Proverbs & Cultural Expressions",کار امروز را به فردا مسپار.
"Idioms, Proverbs & Cultural Expressions",دوستی خاله خرسه.
"Idioms, Proverbs & Cultural Expressions",هر که بامش بیش، برفش بیشتر.
"Idioms, Proverbs & Cultural Expressions",از کوزه همان برون تراود که در اوست.
"Idioms, Proverbs & Cultural Expressions",مرغ همسایه غاز است.
"Idioms, Proverbs & Cultural Expressions",نابرده رنج، گنج میسر نمی‌شود.
"Idioms, Proverbs & Cultural Expressions",با یک گل بهار نمی‌شود.
"Idioms, Proverbs & Cultural Expressions",زبان سرخ سر سبز می‌دهد بر باد.
Question-Answer Pairs (FAQ & Contextual Understanding),ساعت چند است؟ - ساعت پنج است.
Question-Answer Pairs (FAQ & Contextual Understanding),کجا زندگی می‌کنی؟ - من در کابل زندگی می‌کنم.
Question-Answer Pairs (FAQ & Contextual Understanding),چرا دیر آمدی؟ - ترافیک خیلی زیاد بود.
Question-Answer Pairs (FAQ & Contextual Understanding),این کتاب را خوانده‌ای؟ - بله، دو بار.
Question-Answer Pairs (FAQ & Contextual Understanding),کی به سفر می‌روی؟ - هفته آینده.
Question-Answer Pairs (FAQ & Contextual Understanding),این وسیله چطور کار می‌کند؟ - با باتری.
Question-Answer Pairs (FAQ & Contextual Understanding),قیمت این چقدر است؟ - پنجصد افغانی.
Question-Answer Pairs (FAQ & Contextual Understanding),آیا این غذا حلال است؟ - بله، حلال است.
Question-Answer Pairs (FAQ & Contextual Understanding),چه کسی زنگ زد؟ - احمد بود.
Question-Answer Pairs (FAQ & Contextual Understanding),آیا باران می‌بارد؟ - بله، کمی.
Commands & Instructions (Imperative Sentences),در را ببند.
Commands & Instructions (Imperative Sentences),لطفاً بنشین.
Commands & Instructions (Imperative Sentences),کتاب را بیاور.
Commands & Instructions (Imperative Sentences),به من گوش بده.
Commands & Instructions (Imperative Sentences),چراغ را خاموش کن.
Commands & Instructions (Imperative Sentences),زودتر بیا.
Commands & Instructions (Imperative Sentences),مواظب باش.
Commands & Instructions (Imperative Sentences),این نامه را امضا کن.
Commands & Instructions (Imperative Sentences),ساکت باش.
Commands & Instructions (Imperative Sentences),با دقت بخوان.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",محمد به مزار شریف سفر کرد.
