Categories,Sentences
Grammar Core (Sentence Structures & Tenses),ܐܶܢܐ ܟܬܶܒ ܐܢܳܐ ܒܥܰܒܕܳܢܳܐ ܩܕܡܝܳܐ.
Grammar Core (Sentence Structures & Tenses),ܐܢܳܐ ܐܶܟܬܘܒ ܐܶܬܬܳܐ ܠܬܰܠܡܝܕܳܐ.
Grammar Core (Sentence Structures & Tenses),ܐܢܳܐ ܐܶܟܬܘܒ ܐܶܫܬܩܳܠ ܒܙܰܒܢܳܐ ܥܬܝܕܳܐ.
Grammar Core (Sentence Structures & Tenses),ܐܢܳܐ ܠܐ ܟܬܶܒ ܐܢܳܐ ܒܬܰܪ ܐܰܘܢܐ.
Grammar Core (Sentence Structures & Tenses),ܐܶܟܬܘܒ ܐܰܬܪܳܐ ܒܩܳܕܡ ܚܕ ܝܘܡܐ.
Grammar Core (Sentence Structures & Tenses),ܐܢܳܐ ܐܶܬܟܬܒ ܒܟܬܳܒܳܐ ܡܶܢ ܐܰܪܥܳܐ.
Grammar Core (Sentence Structures & Tenses),ܐܢܳܐ ܡܶܠܦ ܐܢܳܐ ܟܠܶܗ ܗܰܕܪܳܐ ܒܐܶܬܬܳܐ.
Grammar Core (Sentence Structures & Tenses),ܚܘܒܳܐ ܐܶܬܟܬܒ ܒܠܶܫܳܢܳܐ ܕܐܰܪܡܳܝܐ.
Grammar Core (Sentence Structures & Tenses),ܗܳܢܐ ܡܶܠܬܐ ܐܶܬܟܬܒ ܒܐܶܬܬܳܐ ܡܦܰܫܩܬܳܐ.
Grammar Core (Sentence Structures & Tenses),ܐܰܢܬ ܬܶܟܬܘܒ ܐܶܡܳܪܬܳܐ ܕܢܰܦܫܳܟ.
Conversational Data (Real-Life Dialogues & Exchanges),"ܫܠܳܡܳܐ ܐܰܚܝ, ܐܝܟ ܐܶܬܐ ܝܰܘܡܳܟ?"
Conversational Data (Real-Life Dialogues & Exchanges),ܫܳܠ ܐܶܬܐ ܡܶܢ ܒܶܝܬܳܟ ܠܕܘܟܬܳܐ?
Conversational Data (Real-Life Dialogues & Exchanges),ܒܳܥܐ ܐܢܳܐ ܡܶܢܳܟ ܬܶܐ ܢܶܙܠ ܥܰܡܝ.
Conversational Data (Real-Life Dialogues & Exchanges),ܐܶܬܐ ܠܓܰܒܝ ܒܐܰܪܘܚ ܗܳܕܶܐ.
Conversational Data (Real-Life Dialogues & Exchanges),"ܠܐ ܗܳܐ, ܐܶܬܝ ܩܰܕܳܡ ܚܕ ܫܰܥܬܳܐ."
Conversational Data (Real-Life Dialogues & Exchanges),ܡܳܪܰܢ ܥܰܕܰܐ ܠܟ ܒܐܰܪܚܳܐ ܛܳܒܬܳܐ.
Conversational Data (Real-Life Dialogues & Exchanges),ܒܪܝܟܐ ܐܢܳܐ ܕܐܶܚܙܝܬܟ!
Conversational Data (Real-Life Dialogues & Exchanges),ܬܰܕܥ ܐܶܢ ܐܶܬܐ ܠܣܘܩܳܐ ܒܬܰܪ ܫܰܒܬܳܐ?
Conversational Data (Real-Life Dialogues & Exchanges),ܐܶܬܝ ܥܰܠ ܚܰܘܬܶܐ ܕܐܶܬܘܗܝ ܒܰܝܬ ܡܶܢ ܩܰܪܝܬܳܐ.
Conversational Data (Real-Life Dialogues & Exchanges),ܕܰܥ ܐܢܳܐ ܐܝܟ ܬܶܐ ܠܩܳܛܰܦܝ.
Code-Switching & Multilingualism,"ܐܶܬܐ ܠܩܳܐܦܳܐ, and then we go together."
Code-Switching & Multilingualism,"ܐܶܡܰܪ ܠܶܗ: 'Merci', ܘܗܳܘ ܚܘܐ ܠܶܗ ܒܐܶܕܳܐ."
Code-Switching & Multilingualism,ܐܰܢܬ ܬܰܪܥܳܐ ܘܐܰܡܰܪ 'good morning' ܠܡܠܦܳܢܳܐ.
Code-Switching & Multilingualism,ܕܰܥ ܐܢܳܐ ܐܝܟ ܢܶܐܡܰܪ ܒܐܶܢܓܠܝܳܝܐ.
Code-Switching & Multilingualism,"ܐܶܬܐ ܠܓܰܒܝ, porque necesito tu ayuda."
Code-Switching & Multilingualism,ܐܝܟ ܢܩܳܠ ܒܥܰܪܒܝܳܐ: 'شكرًا جزيلاً'.
Code-Switching & Multilingualism,ܠܐ ܬܶܕܥ 'how to say' ܗܳܢܐ ܡܶܠܬܐ ܒܣܘܪܝܳܝܐ?
Code-Switching & Multilingualism,ܐܶܬܝ ܡܶܢ ܟܢܰܕܳܐ ܘܒܳܥܐ ܐܶܢ ܐܶܡܳܪ 'shalom'.
Code-Switching & Multilingualism,ܡܶܕܒܪܳܢܳܐ ܐܶܡܰܪ 'let’s go' ܒܩܰܠ ܪܳܡܳܐ.
Code-Switching & Multilingualism,ܕܰܥ ܐܢܳܐ ܫܠܶܡ 'bonjour' ܠܟܠ ܕܐܰܬܐ.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ܐܰܢܐ ܐܶܙܰܠ ܠܒܶܝܬܳܐ.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),ܐܰܢܐ ܐܶܫܟܚ ܐܢܳܐ ܒܒܶܝܬܳܐ.
