Category,Sentence
Grammar Core (Sentence Structures & Tenses),Jag har läst den här boken tidigare.
Grammar Core (Sentence Structures & Tenses),"Om jag hade tid, skulle jag resa till Japan."
Grammar Core (Sentence Structures & Tenses),Hon kommer att skriva sin uppsats imorgon.
Grammar Core (Sentence Structures & Tenses),Barnen lekte i parken hela dagen.
Grammar Core (Sentence Structures & Tenses),Maten lagades av en professionell kock.
Grammar Core (Sentence Structures & Tenses),"Om vi hade haft mer pengar, hade vi köpt huset."
Grammar Core (Sentence Structures & Tenses),Det regnade mycket igår kväll.
Grammar Core (Sentence Structures & Tenses),Kommer du att hjälpa mig med projektet?
Grammar Core (Sentence Structures & Tenses),Hunden jagades av katten över hela trädgården.
Grammar Core (Sentence Structures & Tenses),Han studerar ofta sent på natten.
Conversational Data (Real-Life Dialogues & Exchanges),Hej! Hur mår du idag?
Conversational Data (Real-Life Dialogues & Exchanges),"Jag mår bra, tack! Vad har du gjort idag?"
Conversational Data (Real-Life Dialogues & Exchanges),Jag var på jobbet hela dagen. Vad sägs om dig?
Conversational Data (Real-Life Dialogues & Exchanges),Jag pluggade inför tentan hela morgonen.
Conversational Data (Real-Life Dialogues & Exchanges),Vill du ta en fika någon gång?
Conversational Data (Real-Life Dialogues & Exchanges),"Ja, det låter trevligt! När skulle det passa?"
Conversational Data (Real-Life Dialogues & Exchanges),Hur gick intervjun igår?
Conversational Data (Real-Life Dialogues & Exchanges),Den gick bra! Jag hoppas att jag får jobbet.
Conversational Data (Real-Life Dialogues & Exchanges),Vad ska vi äta till middag?
Conversational Data (Real-Life Dialogues & Exchanges),Jag är sugen på pizza. Vad tycker du?
Code-Switching & Multilingualism,Jag ska köpa en ny laptop idag.
Code-Switching & Multilingualism,Kan du please hjälpa mig med det här?
Code-Switching & Multilingualism,Min chef sa att vi har en deadline på fredag.
Code-Switching & Multilingualism,Jag älskar att se Netflix-serier på engelska.
Code-Switching & Multilingualism,Ska vi beställa sushi eller tacos?
Code-Switching & Multilingualism,"Vi ses på caféet klockan tre, right?"
Code-Switching & Multilingualism,Min presentation är på både svenska och engelska.
Code-Switching & Multilingualism,Jag gillar både svenska och spanska låtar.
Code-Switching & Multilingualism,Det var en amazing upplevelse!
Code-Switching & Multilingualism,Kan du skicka mig den där filen ASAP?
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Vi uppskattar ditt samarbete i denna affär.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Dokumentet måste undertecknas innan fredag.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Patienten har ordinerats antibiotika av läkaren.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Det är viktigt att följa företagets riktlinjer.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Styrelsemötet är planerat till nästa tisdag.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Vi ser fram emot ert svar snarast möjligt.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Dataskyddslagen kräver att all personlig information hanteras säkert.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Kan du vänligen bekräfta mottagandet av denna e-post?
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Bolaget har ökat sin omsättning med 15% detta kvartal.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Vi behöver en detaljerad rapport om projektets framsteg.
"Idioms, Proverbs & Cultural Expressions",Borta bra men hemma bäst.
"Idioms, Proverbs & Cultural Expressions",Små grytor har också öron.
"Idioms, Proverbs & Cultural Expressions",Den som gapar efter mycket mister ofta hela stycket.
"Idioms, Proverbs & Cultural Expressions",Ingen rök utan eld.
"Idioms, Proverbs & Cultural Expressions",Släng inte ut barnet med badvattnet.
