Category,Sentence
Grammar Core,Я хадзіў у краму ўчора.
Grammar Core,Цяпер яна рыхтуе вячэру.
Grammar Core,Заўтра яны паедуць у Мінск.
Grammar Core,"Калі б я ведаў, я б табе сказаў."
Grammar Core,Ён не чытае кніг увогуле.
Grammar Core,Дом быў пабудаваны ў мінулым годзе.
Grammar Core,Мы жывём у Беларусі.
Grammar Core,Ці вы калі-небудзь бачылі мора?
Grammar Core,Я буду працаваць заўтра.
Grammar Core,"Яна спявала, пакуль ён граў на гітары."
Conversational Data,"— Прывітанне! Як справы? — Усё добра, дзякуй."
Conversational Data,— Дзе тут кавярня? — За вуглом направа.
Conversational Data,"— Ты бачыў гэты фільм? — Так, вельмі спадабаўся."
Conversational Data,— Чаму ты спазніўся? — Аўтобус затрымаўся.
Conversational Data,"— Пайдзем сёння гуляць? — Давай, я за."
Conversational Data,— Што ты робіш? — Пішу паведамленне.
Conversational Data,— Можна табе задаць пытанне? — Канечне.
Conversational Data,"— Я сёння стаміўся. — Можа, адпачні крыху."
Conversational Data,"— Ты любіш каву? — Не, я п’ю толькі чай."
Conversational Data,"— Убачымся заўтра? — Добра, да сустрэчы."
Code-Switching & Multilingualism,Я пайшоў у супермаркет і купіў some cheese.
Code-Switching & Multilingualism,"Цяпер я busy, напішу пазней."
Code-Switching & Multilingualism,Мы заўтра have a meeting у офісе.
Code-Switching & Multilingualism,Can you help мне з гэтым дакументам?
Code-Switching & Multilingualism,Я замовіў coffee з малаком.
Code-Switching & Multilingualism,Let's пайсці на вуліцу.
Code-Switching & Multilingualism,Твой report needs some corrections.
Code-Switching & Multilingualism,Я зразумеў твой point.
Code-Switching & Multilingualism,"He said, што прыйдзе пазней."
Code-Switching & Multilingualism,Гэта была very productive сустрэча.
Formal & Professional Speech,"Паважаныя калегі, просім праявіць увагу да інструкцыі."
Formal & Professional Speech,Паводле заканадаўства Рэспублікі Беларусь...
Formal & Professional Speech,Наступная прэзентацыя пачнецца а 10-й гадзіне.
Formal & Professional Speech,У выпадку праблем звяртайцеся ў службу падтрымкі.
Formal & Professional Speech,Дзякуем за ўдзел у канферэнцыі.
