Category,Sentence
Grammar Core (Sentence Structures & Tenses),माझ्या मित्राने मला पुस्तक दिले.
Grammar Core (Sentence Structures & Tenses),ती उद्या शाळेत जाणार आहे.
Grammar Core (Sentence Structures & Tenses),तुम्ही काल कुठे गेला होता?
Grammar Core (Sentence Structures & Tenses),तो रोज सकाळी व्यायाम करतो.
Grammar Core (Sentence Structures & Tenses),हे काम वेळेत पूर्ण झाले असते.
Grammar Core (Sentence Structures & Tenses),माझ्याकडे नवीन मोबाइल नाही.
Grammar Core (Sentence Structures & Tenses),माझ्या वडिलांनी चांगला सल्ला दिला.
Grammar Core (Sentence Structures & Tenses),हे पुस्तक खूप मनोरंजक आहे.
Grammar Core (Sentence Structures & Tenses),त्याला गाण्याची आवड आहे.
Grammar Core (Sentence Structures & Tenses),माझ्या आईने छान जेवण बनवले.
Conversational Data (Real-Life Dialogues & Exchanges),काय चाललंय?
Conversational Data (Real-Life Dialogues & Exchanges),तू कधी घरी जाणार?
Conversational Data (Real-Life Dialogues & Exchanges),मी उद्या तुला भेटेल.
Conversational Data (Real-Life Dialogues & Exchanges),तुम्हाला चहा पाहिजे का?
Conversational Data (Real-Life Dialogues & Exchanges),आज फार थंडी आहे.
Conversational Data (Real-Life Dialogues & Exchanges),ही भेट तुला आवडली का?
Conversational Data (Real-Life Dialogues & Exchanges),माझं नाव रोहन आहे.
Conversational Data (Real-Life Dialogues & Exchanges),तू कुठे राहतोस?
Conversational Data (Real-Life Dialogues & Exchanges),अरे वा! छान बातमी आहे.
Conversational Data (Real-Life Dialogues & Exchanges),तुला क्रिकेट खेळायला आवडते का?
Code-Switching & Multilingualism,मी आज ऑफिसला late पोहोचलो.
Code-Switching & Multilingualism,तू हे file save केलं का?
Code-Switching & Multilingualism,आजच्या meeting मध्ये काय discuss झालं?
Code-Switching & Multilingualism,त्या shop मध्ये discount आहे.
Code-Switching & Multilingualism,Order place करायला विसरू नकोस.
Code-Switching & Multilingualism,माझी email check कर.
Code-Switching & Multilingualism,तू हा movie बघितलास का?
Code-Switching & Multilingualism,Weekend ला कुठे जायचं?
Code-Switching & Multilingualism,संध्याकाळी call करू?
Code-Switching & Multilingualism,तुला presentation तयार आहे का?
