Category,Sentence
Grammar Core (Sentence Structures & Tenses),She had been reading the book before you arrived.
Grammar Core (Sentence Structures & Tenses),"If he studies harder, he will pass the test."
Grammar Core (Sentence Structures & Tenses),The cake was baked by my grandmother.
Grammar Core (Sentence Structures & Tenses),They are playing soccer in the park.
Grammar Core (Sentence Structures & Tenses),He wouldn't have missed the train if he had left earlier.
Grammar Core (Sentence Structures & Tenses),Can you believe that she has never been to New York?
Grammar Core (Sentence Structures & Tenses),"By this time next year, we will have completed our project."
Grammar Core (Sentence Structures & Tenses),The letter was written by an anonymous sender.
Grammar Core (Sentence Structures & Tenses),I wish I had more time to travel.
Grammar Core (Sentence Structures & Tenses),The children were laughing uncontrollably at the joke.
Conversational Data (Real-Life Dialogues & Exchanges),"Hey, what's up? Not much, just chilling. You?"
Conversational Data (Real-Life Dialogues & Exchanges),"Excuse me, can you tell me how to get to Times Square?"
Conversational Data (Real-Life Dialogues & Exchanges),"I’ll have a large coffee with two sugars, please."
Conversational Data (Real-Life Dialogues & Exchanges),What time does the next train leave?
Conversational Data (Real-Life Dialogues & Exchanges),"Mom, I forgot my keys at home. Can you bring them?"
Conversational Data (Real-Life Dialogues & Exchanges),That was hilarious! I can’t stop laughing!
Conversational Data (Real-Life Dialogues & Exchanges),"Sir, could you help me find this book in the library?"
Conversational Data (Real-Life Dialogues & Exchanges),Thanks for coming! Let’s catch up soon.
Conversational Data (Real-Life Dialogues & Exchanges),I can't believe how expensive rent has become here.
Conversational Data (Real-Life Dialogues & Exchanges),Have you seen the new Marvel movie yet?
Code-Switching & Multilingualism,"Hola, can you pass me the salt?"
Code-Switching & Multilingualism,"She said, 'Merci beaucoup!' and walked away."
Code-Switching & Multilingualism,"I was like, '¡No way!' when I saw him."
Code-Switching & Multilingualism,Sometimes I mix Deutsch and English in my sentences.
Code-Switching & Multilingualism,"C'est la vie, my friend."
Code-Switching & Multilingualism,He greeted me with 'Namaste' before we started our meeting.
Code-Switching & Multilingualism,Je ne sais pas why he acted like that.
Code-Switching & Multilingualism,She suddenly said 'Arigato' after our conversation.
Code-Switching & Multilingualism,Can you understand Spanglish?
Code-Switching & Multilingualism,It’s so common to hear 'Danke' mixed into our chats.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Dear Hiring Manager, I am writing to express my interest in the position."
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Based on our preliminary analysis, we recommend immediate action."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",The patient’s vital signs remain stable at this time.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Our quarterly report indicates a 12% increase in revenue.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Please find attached the legal documentation for your review.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",The procedure will be carried out under strict sterile conditions.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Effective immediately, all employees must adhere to the new policy."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",The defendant pleads not guilty to all charges.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",The market trend suggests significant growth in the next fiscal year.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",All personnel must complete safety training before entering the site.
"Idioms, Proverbs & Cultural Expressions",A penny for your thoughts.
"Idioms, Proverbs & Cultural Expressions",Break a leg before your performance!
"Idioms, Proverbs & Cultural Expressions",The ball is in your court now.
"Idioms, Proverbs & Cultural Expressions",Every cloud has a silver lining.
"Idioms, Proverbs & Cultural Expressions",Bite the bullet and get it over with.
"Idioms, Proverbs & Cultural Expressions",Don’t put all your eggs in one basket.
"Idioms, Proverbs & Cultural Expressions",It’s raining cats and dogs outside.
"Idioms, Proverbs & Cultural Expressions",Actions speak louder than words.
"Idioms, Proverbs & Cultural Expressions",She hit the nail on the head with that idea.
"Idioms, Proverbs & Cultural Expressions",Better late than never!
Question-Answer Pairs (FAQ & Contextual Understanding),What is the capital of France?
Question-Answer Pairs (FAQ & Contextual Understanding),How does the stock market work?
Question-Answer Pairs (FAQ & Contextual Understanding),Can you explain the theory of relativity in simple terms?
Question-Answer Pairs (FAQ & Contextual Understanding),What is your favorite book and why?
Question-Answer Pairs (FAQ & Contextual Understanding),How do I reset my email password?
Question-Answer Pairs (FAQ & Contextual Understanding),Where can I find the best pizza in New York?
Question-Answer Pairs (FAQ & Contextual Understanding),Is artificial intelligence a threat to humanity?
Question-Answer Pairs (FAQ & Contextual Understanding),Why do birds migrate in the winter?
Question-Answer Pairs (FAQ & Contextual Understanding),Can you suggest a good sci-fi movie?
Question-Answer Pairs (FAQ & Contextual Understanding),What are the health benefits of drinking green tea?
Commands & Instructions (Imperative Sentences),Turn off the lights when you leave.
Commands & Instructions (Imperative Sentences),Call me when you get home.
Commands & Instructions (Imperative Sentences),Please fill out this form before entering.
Commands & Instructions (Imperative Sentences),Don’t forget to water the plants.
Commands & Instructions (Imperative Sentences),Take a deep breath and relax.
Commands & Instructions (Imperative Sentences),Make sure to save your work frequently.
Commands & Instructions (Imperative Sentences),Stand in line and wait for your turn.
Commands & Instructions (Imperative Sentences),Lock the door before you go.
Commands & Instructions (Imperative Sentences),Speak clearly into the microphone.
Commands & Instructions (Imperative Sentences),Follow the instructions carefully.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",John Smith was born in Chicago in 1985.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",The Eiffel Tower is one of the most famous landmarks in France.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Apple Inc. released its latest product this year.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",NASA announced a new space mission to Mars.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",The concert will take place at Madison Square Garden.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Michael Jordan is a legendary basketball player.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",The United Nations headquarters is in New York City.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Thanksgiving is celebrated on the fourth Thursday of November.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",Harvard University is one of the most prestigious institutions.
"Named Entity Recognition (NER) Data (People, Places, Dates, Organizations)",The Super Bowl attracts millions of viewers worldwide.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),I love how peaceful this place feels.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),That movie was absolutely terrible!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),I'm so excited for the concert tonight!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),She was devastated when she lost her pet.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),This book makes me feel so nostalgic.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),Why is customer service always so frustrating?
Sentiment Analysis Data (Emotion & Opinion-based Sentences),The sunset over the ocean was breathtaking.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),I feel indifferent about the whole situation.
Sentiment Analysis Data (Emotion & Opinion-based Sentences),This cake is the best thing I’ve ever tasted!
Sentiment Analysis Data (Emotion & Opinion-based Sentences),I hate being stuck in traffic for hours.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),She was extremely happy after receiving her promotion.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),She felt over the moon when she won the award.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),She was elated to hear the good news.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),She experienced great joy after meeting her idol.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),She was thrilled beyond words at the surprise.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),She felt euphoric after finishing her first marathon.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),She was ecstatic when she adopted her new puppy.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),She couldn't contain her happiness at the wedding.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),She felt a rush of excitement when she saw her name on the list.
Paraphrased & Augmented Sentences (Rewritten Variations for Robustness),She was completely delighted by the thoughtful gift.
