Categories,Sentences
Grammar Core (Sentence Structures & Tenses),Ieri am citit cartea până târziu și am adormit pe canapea.
Grammar Core (Sentence Structures & Tenses),Acum învăț programare ca să pot construi aplicații utile.
Grammar Core (Sentence Structures & Tenses),Mâine voi depune proiectul și voi aștepta feedbackul echipei.
Grammar Core (Sentence Structures & Tenses),"Dacă aș avea mai mult timp, aș scrie un ghid complet despre dialecte."
Grammar Core (Sentence Structures & Tenses),Nu merg nicăieri până nu termin raportul final.
Grammar Core (Sentence Structures & Tenses),Se spune că podul a fost reparat în doar două zile.
Grammar Core (Sentence Structures & Tenses),"Când veneam spre casă, ploua mărunt și mirosea a tei."
Grammar Core (Sentence Structures & Tenses),"O să fiu gata la ora șapte, chiar dacă traficul e aglomerat."
Grammar Core (Sentence Structures & Tenses),"Deși nu credeau, rezultatele au fost confirmate de laborator."
Grammar Core (Sentence Structures & Tenses),Prototipul fusese testat de echipă înainte să-l prezentăm investitorilor.
Conversational Data (Real-Life Dialogues & Exchanges),"El a întrebat: „Ne vedem la șase?”, iar ea i-a răspuns că întârzie zece minute."
Conversational Data (Real-Life Dialogues & Exchanges),"„Ai luat pâine?”, „Da, și niște mere”, a zis el, închizând ușa cu cotul."
Conversational Data (Real-Life Dialogues & Exchanges),"„Poți să mă ajuți cu routerul?”, m-am rugat eu, iar vecinul a zâmbit: „Îndată!”"
Conversational Data (Real-Life Dialogues & Exchanges),"„Cum ți s-a părut conferința?”, „Utilă, dar prea lungă”, a conchis colega."
Conversational Data (Real-Life Dialogues & Exchanges),"„Hei, vii la fotbal?”, „Nu pot azi, am un deadline”, a replicat Andrei oftând."
Conversational Data (Real-Life Dialogues & Exchanges),"„Mulțumesc pentru ajutor”, „Cu plăcere, oricând”, a răspuns asistenta."
Conversational Data (Real-Life Dialogues & Exchanges),"„Te sun mai târziu?”, „Mai bine scrie-mi pe chat”, am convenit rapid."
Conversational Data (Real-Life Dialogues & Exchanges),"„Ce mănânci?”, „Plăcinte cu brânză”, a rostit bunica, punând tava pe masă."
Conversational Data (Real-Life Dialogues & Exchanges),"„Se aude muzica prea tare?”, „Un pic, dar e ok”, au decis vecinii împăcați."
Conversational Data (Real-Life Dialogues & Exchanges),"„Să rezerv masa?”, „Te rog, pentru patru persoane”, a încheiat Irina discuția."
Code-Switching & Multilingualism,"Am stabilit un call scurt diseară, ca să clarificăm taskurile rămase."
Code-Switching & Multilingualism,"Ședința s-a mutat online, deci trimite-mi linkul pe chat, please."
Code-Switching & Multilingualism,"E ok să amânăm livrarea cu o zi, dacă nu e critical pentru client."
Code-Switching & Multilingualism,"Am pus tot în folderul „Shared”, ca să fie easy de găsit."
Code-Switching & Multilingualism,"Managerul a zis că deadline-ul rămâne vineri, no excuses."
Code-Switching & Multilingualism,"Hai să facem un quick recap, apoi trecem la next steps."
Code-Switching & Multilingualism,"Dacă primești update de la parteneri, dă-mi un heads-up pe email."
Code-Switching & Multilingualism,"Prezentarea a ieșit super, dar titlul pare prea generic pentru audience."
Code-Switching & Multilingualism,"Am testat build-ul nou; pe Android e fine, pe iOS dă un crash random."
Code-Switching & Multilingualism,"La lansare punem și un teaser video pe social, ca să creăm buzz."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Vă rugăm să confirmați participarea la ședință până la data de 12 noiembrie.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Contractul intră în vigoare la semnare și este valabil pe o perioadă de doi ani.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Pacientul a fost informat cu privire la riscuri și a semnat consimțământul informat.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Raportul financiar indică o creștere de 8% a veniturilor în trimestrul curent.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Se recomandă efectuarea testelor de penetrare înainte de punerea în producție.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Prin prezenta, solicităm prelungirea termenului de livrare cu zece zile lucrătoare."
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Procedura operațională standard descrie pașii de calibrare a echipamentului.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Documentația tehnică se păstrează în arhiva electronică conform politicilor interne.
"Formal & Professional Speech (Business, Legal, Medical, Technical)",Instanța a admis cererea reclamantului și a dispus suspendarea executării.
"Formal & Professional Speech (Business, Legal, Medical, Technical)","Vaccinul se administrează intramuscular, conform protocolului Ministerului Sănătății."
"Idioms, Proverbs & Cultural Expressions","Nu mai bate apa-n piuă, treci la lucru și termină proiectul azi."
"Idioms, Proverbs & Cultural Expressions","Când a auzit vestea, i-a stat mintea în loc pentru câteva clipe."
"Idioms, Proverbs & Cultural Expressions",Șeful a pus umărul și am finalizat renovarea înainte de termen.
"Idioms, Proverbs & Cultural Expressions","Dacă mai dai cu bâta-n baltă, pierdem clientul definitiv."
"Idioms, Proverbs & Cultural Expressions",E cu capul în nori și uită mereu să trimită rapoartele.
"Idioms, Proverbs & Cultural Expressions",Au mers cot la cot și au câștigat concursul de robotică.
"Idioms, Proverbs & Cultural Expressions","Nu e totuna dacă publicăm acum sau mâine, diferența contează."
"Idioms, Proverbs & Cultural Expressions","Vorbește fără cap și coadă când e obosit, dar e bine intenționat."
"Idioms, Proverbs & Cultural Expressions",Am rămas cu buza umflată după ce s-a anulat finanțarea.
"Idioms, Proverbs & Cultural Expressions",Suntem pe aceeași undă și planul prinde contur.
Question-Answer Pairs (FAQ & Contextual Understanding),"Întrebare: Care este programul bibliotecii? Răspuns: De luni până vineri, 9:00–18:00."
Question-Answer Pairs (FAQ & Contextual Understanding),Întrebare: Ce acte sunt necesare pentru înscriere? Răspuns: Buletinul și formularul completat.
Question-Answer Pairs (FAQ & Contextual Understanding),"Întrebare: Cât durează livrarea? Răspuns: În mod obișnuit, două-trei zile lucrătoare."
Question-Answer Pairs (FAQ & Contextual Understanding),"Întrebare: Pot returna produsul? Răspuns: Da, în 14 zile, cu bonul fiscal."
Question-Answer Pairs (FAQ & Contextual Understanding),"Întrebare: Ce include abonamentul? Răspuns: Acces la cursuri, suport și actualizări."
Question-Answer Pairs (FAQ & Contextual Understanding),"Întrebare: Există reducere pentru studenți? Răspuns: Da, 20% cu legitimația valabilă."
Question-Answer Pairs (FAQ & Contextual Understanding),Întrebare: Cum resetez parola? Răspuns: Urmați linkul din email și alegeți una nouă.
Question-Answer Pairs (FAQ & Contextual Understanding),Întrebare: Unde găsesc manualul? Răspuns: În secțiunea „Resurse” de pe site.
Question-Answer Pairs (FAQ & Contextual Understanding),"Întrebare: Aplicația funcționează offline? Răspuns: Parțial, pentru conținutul descărcat."
Question-Answer Pairs (FAQ & Contextual Understanding),"Întrebare: Cine oferă suport tehnic? Răspuns: Echipa noastră, prin chat și email."
Commands & Instructions (Imperative Sentences),Deschide aplicația și autentifică-te cu contul tău.
Commands & Instructions (Imperative Sentences),Alege planul dorit și confirmă plata în pagina securizată.
Commands & Instructions (Imperative Sentences),"Conectează imprimanta la rețea, apoi repornește calculatorul."
Commands & Instructions (Imperative Sentences),Urmărește pașii din ghid și nu sări peste verificarea finală.
Commands & Instructions (Imperative Sentences),Completează formularul fără diacritice doar dacă sistemul dă eroare.
Commands & Instructions (Imperative Sentences),Atașează fișierul în format PDF și apasă „Trimite”.
Commands & Instructions (Imperative Sentences),Fixează cablul ferm și apasă butonul de alimentare timp de cinci secunde.
Commands & Instructions (Imperative Sentences),Notează observațiile în jurnal imediat după fiecare test.
Commands & Instructions (Imperative Sentences),Selectează limba din meniul „Setări” și salvează modificările.
Commands & Instructions (Imperative Sentences),Închide ferestrele inutile ca să eliberezi memoria.
"Named Entity Recognition (People, Places, Dates, Organizations)",Primăria Chișinău a anunțat lucrări pe bulevardul Ștefan cel Mare.
"Named Entity Recognition (People, Places, Dates, Organizations)","La Tiraspol, conferința TechEast 2025 a adunat startupuri din regiune."
"Named Entity Recognition (People, Places, Dates, Organizations)",Ion Creangă este studiat intens la Universitatea din Iași.
"Named Entity Recognition (People, Places, Dates, Organizations)","Pe 1 mai 2024, trupele din Filarmonica Națională au susținut un concert."
"Named Entity Recognition (People, Places, Dates, Organizations)",Compania Dacia a lansat un model nou la Salonul Auto de la București.
"Named Entity Recognition (People, Places, Dates, Organizations)",Râul Nistru a înregistrat un debit crescut după ploile din aprilie.
"Named Entity Recognition (People, Places, Dates, Organizations)",Muzeul Național de Istorie a Republicii Moldova găzduiește o expoziție temporară.
"Named Entity Recognition (People, Places, Dates, Organizations)",Echipa FC Sheriff Tiraspol a câștigat meciul de sâmbătă seara.
"Named Entity Recognition (People, Places, Dates, Organizations)",Organizația Salvați Copiii a publicat un raport despre educația timpurie.
"Named Entity Recognition (People, Places, Dates, Organizations)",Strada Alexei Mateevici va fi închisă parțial între 3 și 5 iunie.
Sentiment Analysis Data (Emotion & Opinion),Sunt extrem de mulțumit de serviciu și recomand tuturor.
Sentiment Analysis Data (Emotion & Opinion),"M-a dezamăgit calitatea produsului, a venit zgâriat și incomplet."
Sentiment Analysis Data (Emotion & Opinion),"Experiența a fost neutră: nici grozavă, nici rea, doar corectă."
Sentiment Analysis Data (Emotion & Opinion),"Mă entuziasmează noua versiune, pare rapidă și bine gândită."
Sentiment Analysis Data (Emotion & Opinion),M-am simțit ignorat de suport și asta m-a supărat tare.
Sentiment Analysis Data (Emotion & Opinion),"Oferta este rezonabilă, dar aș prefera un preț mai mic."
Sentiment Analysis Data (Emotion & Opinion),"Am fost încântată de atitudinea personalului, foarte amabili."
Sentiment Analysis Data (Emotion & Opinion),Sunt sceptic în privința promisiunilor; prea frumos ca să fie adevărat.
Sentiment Analysis Data (Emotion & Opinion),"Mi-a făcut ziua mai bună mesajul tău, mulțumesc!"
Sentiment Analysis Data (Emotion & Opinion),Sunt îngrijorat că termenul limită nu va fi respectat.
Paraphrased & Augmented Sentences (Rewritten Variations),"Te rog să trimiți raportul până la prânz, ca să-l revizuim la timp."
Paraphrased & Augmented Sentences (Rewritten Variations),Raportul așteptat la prânz ne ajută să finalizăm evaluarea fără întârziere.
Paraphrased & Augmented Sentences (Rewritten Variations),E necesar să primesc raportul înainte de ora două pentru verificări finale.
Paraphrased & Augmented Sentences (Rewritten Variations),"Trimite raportul cel târziu la prânz, fiindcă după-amiază îl prezentăm."
Paraphrased & Augmented Sentences (Rewritten Variations),"Dacă raportezi până la 12:00, putem include feedbackul în versiunea finală."
Paraphrased & Augmented Sentences (Rewritten Variations),Ne trebuie raportul până la prânz ca să-l integrăm în prezentare.
Paraphrased & Augmented Sentences (Rewritten Variations),Raportul livrat înainte de prânz asigură că ședința decurge eficient.
Paraphrased & Augmented Sentences (Rewritten Variations),Rugăminte: expediază raportul până la miezul zilei pentru sinteză.
